Date,Gold $,Silver $,Platinum $,Palladium $
2023-06-12,1952.9,24.21,993,1330
2023-06-09,1960.3,24.315,1001,1324
2023-06-08,1966.4,23.67,1020,1381
2023-06-07,1967.35,23.585,1035,1411
2023-06-06,1957.25,23.645,1028,1407
2023-06-05,1959.65,23.475,1017,1410
2023-06-02,1963.25,23.885,1007,1419
2023-06-01,1974.35,23.49,1004,1372
2023-05-31,1964.4,-,1003,1390
2023-05-30,1952.45,23.255,1027,1417
2023-05-26,1947.9,23.145,1025,1442
2023-05-25,1948.25,23.005,1023,1414
2023-05-24,1969.65,23.415,1042,1425
2023-05-23,1969.2,23.16,1066,1460
2023-05-22,1970.3,23.85,1074,1513
2023-05-19,1961.6,23.66,1071,1518
2023-05-18,1960.3,23.52,1067,1464
2023-05-17,1974.4,23.685,1075,1490
2023-05-16,2007.45,23.785,1070,1521
2023-05-15,-,23.89,1061,1534
2023-05-12,2019.9,23.855,1081,1546
2023-05-11,2015.95,24.885,1119,1607
2023-05-10,2037.15,25.52,1123,1620
2023-05-09,2030.2,25.565,1085,1570
2023-05-05,2000.95,25.84,1044,1455
2023-05-04,2044.7,25.625,1053,1426
2023-05-03,2014.3,25.25,1060,1441
2023-05-02,1995.4,24.77,1049,1453
2023-04-28,1982.55,24.765,1074,1497
2023-04-27,1985.65,25.145,1085,1496
2023-04-26,2003,24.85,1093,1509
2023-04-25,1987.4,24.895,1080,1494
2023-04-24,1978.2,25.03,1091,1545
2023-04-21,1973.65,25.155,1128,1628
2023-04-20,2007.15,25.4,1094,1618
2023-04-19,1990.55,24.75,1075,1609
2023-04-18,1999.4,25.09,1073,1628
2023-04-17,1995.55,25.39,1055,1520
2023-04-14,2019.4,26.025,1043,1484
2023-04-13,2048.45,25.62,1036,1482
2023-04-12,2008.2,25.145,1020,1452
2023-04-11,2002.7,25.055,1001,1432
2023-04-06,2001.9,24.935,999,1445
2023-04-05,2030.85,24.74,1016,1467
2023-04-04,2009.6,24.015,1011,-
2023-04-03,1983.3,23.925,990,1482
2023-03-31,1979.7,23.885,981,1490
2023-03-30,1965.8,23.71,977,1495
2023-03-29,1965,23.255,962,1431
2023-03-28,1962.85,23.045,966,1416
2023-03-27,1946.25,22.89,-,1406
2023-03-24,1993.8,23.17,976,1418
2023-03-23,1977.95,22.9,989,1435
2023-03-22,1949.35,22.345,985,1428
2023-03-21,1952.5,22.465,983,1406
2023-03-20,1969.35,22.495,985,1398
2023-03-17,1962.1,21.885,979,1389
2023-03-16,1922.75,22.01,964,-
2023-03-15,1923.4,22.095,965,1437
2023-03-14,1907.55,21.64,985,1495
2023-03-13,1911.3,21.095,988,1432
2023-03-10,1861.25,20.09,-,1389
2023-03-09,1831.4,20.12,953,1361
2023-03-08,1816.3,20.105,944,1407
2023-03-07,1826.55,20.91,957,-
2023-03-06,1849.05,21.085,965,1420
2023-03-03,1841.15,21.09,978,1451
2023-03-02,1836.2,20.8,953,1421
2023-03-01,1841.25,20.995,960,1416
2023-02-28,1824.6,20.525,951,1413
2023-02-27,1818.65,20.73,950,1465
2023-02-24,1810.95,21.09,928,1394
2023-02-23,1826.05,21.52,957,1462
2023-02-22,1835.75,21.86,956,1513
2023-02-21,1836.85,21.775,934,1525
2023-02-20,1845.8,21.71,936,1515
2023-02-17,1833.95,21.215,913,1481
2023-02-16,1828.95,21.565,912,1468
2023-02-15,1831.2,21.47,926,1448
2023-02-14,1863.7,21.71,952,1580
2023-02-13,1856.05,21.985,944,1555
2023-02-10,1859.7,22.115,966,1553
2023-02-09,1879.1,22.465,972,1647
2023-02-08,1872.65,22.45,985,1660
2023-02-07,1870.7,22.205,970,1636
2023-02-06,1873.25,22.38,980,1572
2023-02-03,1875.35,23.49,1005,1625
2023-02-02,1921.65,24.435,1032,1680
2023-02-01,1925.9,23.495,1008,1686
2023-01-31,1923.9,22.995,1004,1618
2023-01-30,1924.1,23.635,1013,1630
2023-01-27,1923.05,23.725,1010,1642
2023-01-26,1932.45,23.71,1032,1697
2023-01-25,1930.8,23.43,1039,1732
2023-01-24,1920.75,23.71,1048,1704
2023-01-23,1914.85,23.675,1037,1708
2023-01-20,1924.9,23.87,1024,1731
2023-01-19,1918.6,23.445,1025,1683
2023-01-18,1920.7,24.185,1068,1778
2023-01-17,1913.8,24.1,1053,1728
2023-01-16,1917,24.17,1059,1755
2023-01-13,1907.15,23.675,1057,1739
2023-01-12,1882.55,23.7,1082,1777
2023-01-11,1872.35,23.87,1100,1764
2023-01-10,1878.65,23.515,1084,1802
2023-01-09,1878.85,23.85,1092,1793
2023-01-06,1852.2,23.455,1073,1784
2023-01-05,1834,23.41,1062,1783
2023-01-04,1857.3,24.29,1080,1736
2023-01-03,1843.25,24.295,1082,1795
2022-12-30,-,23.945,-,-
2022-12-29,1813.75,-,1031,1775
2022-12-28,1803.35,23.855,1017,1795
2022-12-23,-,-,-,-
2022-12-22,1800.7,23.735,984,1692
2022-12-21,1817.55,23.89,997,1700
2022-12-20,1813.9,23.74,991,1675
2022-12-19,1790.8,23.24,992,1726
2022-12-16,1792.55,22.83,997,1730
2022-12-15,1783.55,23.165,1014,1895
2022-12-14,1808.05,23.61,1025,1919
2022-12-13,1823.55,23.395,1037,1952
2022-12-12,1786.6,23.39,1006,1895
2022-12-09,1796.15,23.11,1001,1923
2022-12-08,1790.15,22.695,1004,1859
2022-12-07,1782.2,22.385,1003,1842
2022-12-06,1773.8,22.54,998,1872
2022-12-05,1776.8,22.985,1014,1905
2022-12-02,1784.75,22.605,1007,1874
2022-12-01,1803.15,22.135,1041,1904
2022-11-30,1753.5,21.56,1025,1908
2022-11-29,1752.7,21.365,993,1831
2022-11-28,1746.55,21.475,1000,1855
2022-11-25,1751.85,21.335,979,1812
2022-11-24,1755.4,21.56,988,1900
2022-11-23,1740.15,21.265,982,1880
2022-11-22,1742.95,21.27,997,1879
2022-11-21,1740.4,20.64,985,1888
2022-11-18,1751.6,21.095,986,1967
2022-11-17,1758.6,21.075,988,1983
2022-11-16,1773,21.95,1017,2070
2022-11-15,1771.35,21.94,1031,2084
2022-11-14,1768.9,21.47,1013,2004
2022-11-11,1759.35,21.48,1040,2032
2022-11-10,1744.75,21.09,1018,1893
2022-11-09,1715.25,21.32,993,1888
2022-11-08,1678.65,20.75,980,1870
2022-11-07,1678.95,20.67,971,1859
2022-11-04,1674.4,19.965,947,1889
2022-11-03,1628.75,18.92,917,1786
2022-11-02,1649.55,19.78,958,1857
2022-11-01,1645.25,20,950,1919
2022-10-31,1639,19.165,935,1839
2022-10-28,1648.05,19.225,950,1908
2022-10-27,1659.75,19.37,952,1944
2022-10-26,1666.75,19.59,935,1965
2022-10-25,1659.25,18.88,911,1890
2022-10-24,1649.15,19.215,930,2002
2022-10-21,1643.25,18.385,905,1998
2022-10-20,1635.3,18.785,893,2019
2022-10-19,1631.7,18.435,894,1970
2022-10-18,1653,18.695,921,2026
2022-10-17,1664.75,18.595,920,2031
2022-10-14,1649.3,18.765,911,2086
2022-10-13,1648.1,19.175,873,2060
2022-10-12,1670.65,19.185,890,2125
2022-10-11,1664.7,19.395,895,2187
2022-10-10,1676.55,19.825,912,2253
2022-10-07,1696.15,20.625,930,2256
2022-10-06,1714.2,20.54,926,2302
2022-10-05,1700.5,20.435,920,2278
2022-10-04,1714.85,20.925,925,2315
2022-10-03,1668.4,19.415,880,2202
2022-09-30,1671.75,19.02,864,2214
2022-09-29,1654.8,18.67,865,2206
2022-09-28,1652.15,18.255,849,2093
2022-09-27,1634.3,18.68,859,2090
2022-09-26,1643.35,18.635,864,2067
2022-09-23,1643.55,19,874,2098
2022-09-22,1671.85,19.585,911,2169
2022-09-21,1671.75,19.51,927,2171
2022-09-20,1664.15,19.315,931,2155
2022-09-16,1664.65,18.995,892,2089
2022-09-15,1689.1,19.37,917,2177
2022-09-14,1703.9,19.505,906,2124
2022-09-13,1704.85,19.925,895,2150
2022-09-12,1726.4,19.215,903,2255
2022-09-09,1713.4,18.765,881,2161
2022-09-08,1709.35,18.625,874,2088
2022-09-07,1702.65,18.17,855,2009
2022-09-06,1702.6,18.395,852,2033
2022-09-05,1710.95,18.23,848,2018
2022-09-02,1712.5,17.915,840,2018
2022-09-01,1694.3,17.77,838,2033
2022-08-31,1715.9,17.945,845,2080
2022-08-30,1730.3,18.695,858,2109
2022-08-26,1751.25,19.215,877,2153
2022-08-25,1753.55,19.325,884,2093
2022-08-24,1745.65,19,876,2013
2022-08-23,1746.55,18.99,868,1996
2022-08-22,1733.25,18.895,875,2011
2022-08-19,1750.75,19.23,904,2126
2022-08-18,1765.55,19.825,926,2170
2022-08-17,1767.2,19.905,929,2139
2022-08-16,1774.85,20.125,932,2122
2022-08-15,1776.6,20.33,941,2157
2022-08-12,1792.1,20.265,957,2260
2022-08-11,1796.7,20.54,967,2278
2022-08-10,1795.05,20.435,942,2230
2022-08-09,1795.25,20.6,940,2236
2022-08-08,1784.05,20.195,938,2221
2022-08-05,1773.25,20.06,930,2096
2022-08-04,1783.2,20.265,915,2078
2022-08-03,1761.25,19.92,902,2020
2022-08-02,1779.75,20.335,915,2194
2022-08-01,1772.4,20.405,908,2182
2022-07-29,1753.4,20.065,889,2093
2022-07-28,1753.5,19.325,890,2069
2022-07-27,1714.05,18.765,882,2016
2022-07-26,1720.05,18.54,878,1980
2022-07-25,1718.9,18.755,881,2003
2022-07-22,1736.95,18.81,882,1945
2022-07-21,1705.1,18.265,869,-
2022-07-20,1709.3,18.78,868,1874
2022-07-19,1713.05,18.9,881,1872
2022-07-18,1719.05,18.88,862,1873
2022-07-15,1706.15,18.46,851,1864
2022-07-14,1700.7,18.76,831,1917
2022-07-13,1724.6,18.955,841,2016
2022-07-12,1730.7,18.865,850,2123
2022-07-11,1740,19.21,874,2153
2022-07-08,1738.2,19.2,879,2069
2022-07-07,1747.95,19.425,870,1970
2022-07-06,1754.3,19.22,867,1957
2022-07-05,1772,19.84,868,1898
2022-07-04,1808.4,19.855,885,1955
2022-07-01,1797.45,19.725,872,1914
2022-06-30,1817,20.415,907,1888
2022-06-29,1817.75,20.975,933,1990
2022-06-28,1819.05,21.235,924,1876
2022-06-27,1826.3,21.46,909,1919
2022-06-24,1825.45,20.86,911,1861
2022-06-23,1841.9,21.185,919,1882
2022-06-22,1841.85,21.42,931,1865
2022-06-21,1840.25,21.67,938,1885
2022-06-20,1836.5,21.655,941,1870
2022-06-17,1841.55,21.845,943,1860
2022-06-16,1826.5,21.435,943,1866
2022-06-15,1823.75,21.46,945,1865
2022-06-14,1818.3,21.235,933,1810
2022-06-13,1830.85,21.56,950,1860
2022-06-10,1830,21.59,969,1912
2022-06-09,1844.85,21.93,986,1921
2022-06-08,1852.95,21.92,1002,-
2022-06-07,1849.6,22.09,1007,1950
2022-06-06,1847.2,22.255,1029,2015
2022-06-01,1844.9,21.61,990,2014
2022-05-31,1838.7,21.77,963,2032
2022-05-30,1854.95,22.035,954,2039
2022-05-27,1851.8,22.275,955,2044
2022-05-26,1848.25,21.885,942,-
2022-05-25,1847.2,21.83,945,1993
2022-05-24,1867.1,21.925,955,1997
2022-05-23,1856.2,22.085,969,2004
2022-05-20,1834.2,22.03,960,2004
2022-05-19,1844,21.56,950,1980
2022-05-18,1810.65,21.665,948,2080
2022-05-17,1825,21.78,957,2079
2022-05-16,1809.5,21.17,945,1970
2022-05-13,1811.55,20.84,943,1932
2022-05-12,1837.05,20.985,962,1912
2022-05-11,1851.95,21.785,975,2048
2022-05-10,1857.35,21.865,987,2058
2022-05-09,1860.9,21.865,948,2049
2022-05-06,1882.35,22.485,966,2108
2022-05-05,1892.3,22.915,992,2230
2022-05-04,1863.65,22.595,972,2227
2022-05-03,1869.7,22.63,962,2230
2022-04-29,1911.3,23.445,932,2312
2022-04-28,1888.5,23.16,915,2249
2022-04-27,1885.8,23.635,930,2254
2022-04-26,1904.6,23.77,915,2186
2022-04-25,1895,23.515,917,2115
2022-04-22,1941.55,24.345,940,2405
2022-04-21,1943.7,24.645,978,2432
2022-04-20,1949.55,25.2,985,2405
2022-04-19,1964,25.915,1011,2358
2022-04-14,1963.25,25.655,977,2381
2022-04-13,1976.75,25.64,980,2386
2022-04-12,1960.85,25.005,967,2350
2022-04-11,1951.55,25.05,984,2495
2022-04-08,1941.4,24.625,972,2442
2022-04-07,1932.4,24.38,957,2258
2022-04-06,1930.15,24.265,963,2240
2022-04-05,1944.05,24.675,981,2294
2022-04-04,1930.3,24.665,985,2297
2022-04-01,1929.4,24.69,995,2323
2022-03-31,1942.15,24.815,983,2259
2022-03-30,1933.85,24.755,992,2255
2022-03-29,1910,24.64,964,2111
2022-03-28,1937.05,24.905,993,2253
2022-03-25,1953.8,25.62,1011,2498
2022-03-24,1965.2,25.315,1020,2511
2022-03-23,1931.75,25.015,1025,2526
2022-03-22,1915.25,25.085,1020,2504
2022-03-21,1935.05,25.035,1037,2547
2022-03-18,1935.8,25.235,1034,2535
2022-03-17,1949.65,25.34,1024,2478
2022-03-16,1913.2,24.945,1014,2440
2022-03-15,1913.65,24.635,1006,2417
2022-03-14,1954.05,25.375,1039,2374
2022-03-11,1978.7,25.655,1057,2766
2022-03-10,1996.6,25.945,1088,2930
2022-03-09,1988.9,26.175,1107,2970
2022-03-08,2039.05,26.12,1151,3000
2022-03-07,1980.95,25.74,1127,3015
2022-03-04,1945.3,25.15,1092,2965
2022-03-03,1929.6,25.31,1085,2764
2022-03-02,1928.5,25.075,1062,2595
2022-03-01,1922,24.64,1064,2691
2022-02-28,1909.85,24.35,1063,2509
2022-02-25,1884.8,24.21,1055,2320
2022-02-24,1936.3,25.315,1101,2680
2022-02-23,1904.7,24.105,1091,2423
2022-02-22,1900.1,24.01,1087,2417
2022-02-21,1894.45,23.735,1078,2374
2022-02-18,1893.6,23.77,1091,2360
2022-02-17,1893.45,23.585,1079,2372
2022-02-16,1862.6,23.5,1043,2280
2022-02-15,1848.55,23.285,1015,2252
2022-02-14,1866.15,23.69,1039,2290
2022-02-11,1831.15,22.895,1023,2224
2022-02-10,1835.35,23.355,1027,2292
2022-02-09,1827.8,23.25,1030,2267
2022-02-08,1822.6,22.86,1029,2261
2022-02-07,1813.55,22.86,1015,2230
2022-02-04,1804.7,22.505,1016,2287
2022-02-03,1792.7,22.36,1026,2377
2022-02-02,1803.65,22.78,1037,2402
2022-02-01,1799.85,22.88,1043,2385
2022-01-31,1795.25,22.495,1022,2445
2022-01-28,1788.15,22.5,1003,2328
2022-01-27,1806.75,23.17,1021,2279
2022-01-26,1835.95,23.86,1052,2307
2022-01-25,1847.3,23.665,1019,2175
2022-01-24,1831.6,24.065,1017,2147
2022-01-21,1837.6,24.32,1046,2112
2022-01-20,1845.35,24.225,1055,2039
2022-01-19,1826.95,23.775,1014,1976
2022-01-18,1817.25,22.915,982,1906
2022-01-17,1817.85,23.015,975,1895
2022-01-14,1822.95,23.1,979,1870
2022-01-13,1820.35,23.245,976,1901
2022-01-12,1821.4,22.745,982,1927
2022-01-11,1806.8,22.59,947,1918
2022-01-10,1794.2,22.455,931,1897
2022-01-07,1792.6,22.24,960,1904
2022-01-06,1789.35,22.245,967,1854
2022-01-05,1826.25,23.055,987,1902
2022-01-04,1811.4,22.89,975,1893
2021-12-31,-,23.085,-,-
2021-12-30,1805.85,22.765,959,1973
2021-12-29,1794.25,22.835,962,1953
2021-12-24,-,22.665,-,-
2021-12-23,1805.2,22.815,971,1890
2021-12-22,1792.8,22.66,949,1834
2021-12-21,1793.75,22.745,939,1828
2021-12-20,1796.3,22.295,926,1739
2021-12-17,1807.7,22.645,935,1779
2021-12-16,1795.7,22.175,930,1671
2021-12-15,1768.65,21.805,911,1576
2021-12-14,1776.9,22.17,911,1622
2021-12-13,1787.8,22.22,935,1762
2021-12-10,1779.75,21.895,945,1770
2021-12-09,1776.15,22.25,946,1817
2021-12-08,1783.8,22.425,947,1848
2021-12-07,1781.35,22.435,946,1866
2021-12-06,1778.65,22.34,932,1786
2021-12-03,1767.55,22.35,940,1812
2021-12-02,1765,22.395,938,1722
2021-12-01,1789.25,22.86,1576.51,1751
2021-11-30,1804.4,22.865,944,1767
2021-11-29,1785.95,23.235,970,1797
2021-11-26,1800.8,23.63,978,1798
2021-11-25,1788.15,23.69,988,1856
2021-11-24,1782.05,23.495,978,1870
2021-11-23,1789.15,23.815,986,1935
2021-11-22,1816.05,24.69,1031,2041
2021-11-19,1861.1,24.785,1036,2079
2021-11-18,1860.3,24.97,1066,2171
2021-11-17,1864.9,25.04,1065,2166
2021-11-16,1859.2,25.27,1094,2143
2021-11-15,1859.9,25.21,1088,2135
2021-11-12,1860.55,24.955,1075,2059
2021-11-11,1857.9,24.98,1088,2072
2021-11-10,1859.4,24.175,1084,2038
2021-11-09,1827.3,24.375,1060,2069
2021-11-08,1822.35,24.28,1055,2035
2021-11-05,1801.85,23.82,1028,2028
2021-11-04,1796.15,23.73,1042,2028
2021-11-03,1763.45,23.58,1021,1984
2021-11-02,1790.45,23.865,1049,2023
2021-11-01,1793.8,23.865,1061,2055
2021-10-29,1769.15,24.01,1009,1972
2021-10-28,1803.5,24.075,1017,2001
2021-10-27,1795.25,23.955,1023,1963
2021-10-26,1785.55,24.315,1050,2012
2021-10-25,1805.25,24.375,1046,2032
2021-10-22,1808.25,24.31,1062,2015
2021-10-21,1779.3,24.23,1043,2026
2021-10-20,1778,23.955,1043,2058
2021-10-19,1779.55,23.73,1047,2093
2021-10-18,1767.85,23.22,1039,1986
2021-10-15,1772.65,23.24,1049,2121
2021-10-14,1798.7,23.34,1033,2160
2021-10-13,1785.7,22.885,1009,2051
2021-10-12,1767.75,22.64,1009,2050
2021-10-11,1757.65,22.52,1029,2120
2021-10-08,1773.25,22.55,1029,2044
2021-10-07,1762.1,22.69,979,1884
2021-10-06,1759.7,22.295,965,1871
2021-10-05,1753.2,22.485,956,1898
2021-10-04,1754.55,22.31,950,1918
2021-10-01,1757.05,22.095,972,1911
2021-09-30,1742.8,21.525,963,1899
2021-09-29,1737.15,22.325,967,1897
2021-09-28,1733.75,22.2,987,1944
2021-09-27,1755.3,22.555,986,1949
2021-09-24,1746.8,22.66,969,1943
2021-09-23,1750,22.74,983,1963
2021-09-22,1773.4,22.735,988,1985
2021-09-21,1774.45,22.555,936,1901
2021-09-20,1757.75,22.395,931,1953
2021-09-17,1755.95,23.01,953,2023
2021-09-16,1747.95,23.47,937,2030
2021-09-15,1796.95,23.835,941,1994
2021-09-14,1792.75,23.6,951,1980
2021-09-13,1793.9,23.58,958,2150
2021-09-10,1794.6,24.025,977,2199
2021-09-09,1788.25,24.145,984,2239
2021-09-08,1786,24.315,997,2347
2021-09-07,1802.15,24.245,1011,2387
2021-09-06,1821.6,24.705,1017,2394
2021-09-03,1823.7,24.055,1006,2407
2021-09-02,1812.55,24.165,1000,2414
2021-09-01,1811.8,23.92,1012,2470
2021-08-31,1814.85,24.045,1001,2492
2021-08-27,1798.5,23.61,991,2421
2021-08-26,1786.6,23.675,991,2392
2021-08-25,1788.7,23.755,1000,2481
2021-08-24,1808.45,23.76,1006,2456
2021-08-23,1802,23.43,1009,2339
2021-08-20,1779.05,23.205,976,2296
2021-08-19,1782.05,23.34,972,2355
2021-08-18,1783.45,23.67,1002,2508
2021-08-17,1789.45,23.9,1018,2567
2021-08-16,1786.35,23.54,1017,2634
2021-08-13,1773.85,23.385,1025,2646
2021-08-12,1747.4,23.415,1016,2637
2021-08-11,1743.6,23.415,1008,2650
2021-08-10,1723.35,23.39,985,2616
2021-08-09,1738.85,23.84,979,2620
2021-08-06,1762.9,24.975,997,2661
2021-08-05,1800.75,25.45,1013,2642
2021-08-04,1829.1,25.67,1055,2664
2021-08-03,1812.65,25.46,1052,-
2021-08-02,1811.45,25.405,1061,2681
2021-07-30,1825.75,25.49,1044,2658
2021-07-29,1829.3,25.45,1074,2665
2021-07-28,1796.6,24.795,1048,2606
2021-07-27,1800.35,25.115,1065,2635
2021-07-26,1800.2,25.365,1065,2690
2021-07-23,1799.6,25.165,1075,2728
2021-07-22,1799.45,25.07,1078,2671
2021-07-21,1802.15,25.105,1067,2653
2021-07-20,1823.05,25.095,1071,2593
2021-07-19,1814.9,25.325,1084,2606
2021-07-16,1824.3,26.105,1134,2706
2021-07-15,1823.75,26.205,1130,2770
2021-07-14,1823.2,26.17,1132,2838
2021-07-13,1813.85,26.105,1105,2840
2021-07-12,1792.4,25.925,1105,2815
2021-07-09,1806,26.01,1090,2800
2021-07-08,1807.7,26.105,1072,2784
2021-07-07,1804.65,26.385,1094,2833
2021-07-06,1809.85,26.61,1106,2869
2021-07-05,1791.35,26.545,1099,2813
2021-07-02,1786.15,26.17,1091,2779
2021-07-01,1781.5,26.26,1086,2788
2021-06-30,1763.15,25.765,1059,2707
2021-06-29,1755.45,25.955,1070,2673
2021-06-28,1780.3,26.09,1103,2659
2021-06-25,1786.65,26.13,1101,2636
2021-06-24,1784.85,25.99,1090,2634
2021-06-23,1791.6,25.945,1090,2590
2021-06-22,1775.05,25.97,1057,2577
2021-06-21,1775.05,25.955,1040,2523
2021-06-18,1773.1,26.385,1070,2551
2021-06-17,1778.7,26.595,1094,2689
2021-06-16,1860.75,27.71,1148,2799
2021-06-15,1865.1,27.625,1155,2750
2021-06-14,1865.6,27.73,1154,2752
2021-06-11,1881.05,28.14,1153,2787
2021-06-10,1888.65,27.66,1142,2766
2021-06-09,1894.6,27.58,1159,2809
2021-06-08,1893.15,27.715,1166,2798
2021-06-07,1888.4,27.58,1172,2835
2021-06-04,1890.6,27.365,1160,2840
2021-06-03,1866.55,27.755,1170,2809
2021-06-02,1902.75,27.745,1190,2857
2021-06-01,1899.35,28.21,1185,2826
2021-05-28,1899.95,27.63,1170,2817
2021-05-27,1891.45,27.655,1185,2780
2021-05-26,1899.75,28.12,1201,2762
2021-05-25,1887,27.555,1186,2739
2021-05-24,1880.15,27.645,1174,2771
2021-05-21,1875.9,27.8,1198,2832
2021-05-20,1878.3,27.74,1199,2857
2021-05-19,1888.45,27.675,1197,2888
2021-05-18,1866.75,28.475,1221,2910
2021-05-17,1853.7,27.61,1227,2886
2021-05-14,1838.1,27.23,1226,2861
2021-05-13,1821.8,26.82,1204,2840
2021-05-12,1830.7,27.41,1241,2938
2021-05-11,1829.1,27.48,1225,2921
2021-05-10,1840.45,27.735,1267,2985
2021-05-07,1836.55,27.375,1244,2858
2021-05-06,1813.15,26.725,1232,2913
2021-05-05,1782.25,26.295,1221,2979
2021-05-04,1797.75,26.825,1248,3000
2021-04-30,1767.65,25.875,1218,2981
2021-04-29,1762.65,26.285,1216,2965
2021-04-28,1772.2,25.87,1215,2930
2021-04-27,1784.15,26.285,1243,2924
2021-04-26,1773.35,26.11,1230,2913
2021-04-23,1781.8,26.125,1244,2910
2021-04-22,1787.75,26.3,1214,2879
2021-04-21,1798.2,25.91,1191,2790
2021-04-20,1777.85,25.88,1185,2778
2021-04-19,1774.5,26.105,1222,2806
2021-04-17,,-,,
2021-04-16,1774.45,26.14,1199,2765
2021-04-15,1757.2,25.585,1189,2738
2021-04-14,1735.55,25.33,1180,2689
2021-04-13,1747.95,24.95,1167,2702
2021-04-12,1732.85,25.16,1181,2657
2021-04-09,1741.2,25.225,1203,2644
2021-04-08,1755.5,25.33,1223,2650
2021-04-07,1738.05,24.985,1241,2632
2021-04-06,1744.65,25.04,1221,2664
2021-04-01,1726.05,24.315,1199,2640
2021-03-31,1691.05,24,1182,2625
2021-03-30,1683.95,24.34,1166,2568
2021-03-29,1705.95,24.83,1191,2572
2021-03-26,1731.8,25.055,1161,2638
2021-03-25,1737.3,24.67,1174,2648
2021-03-24,1730.5,25.195,1175,2630
2021-03-23,1726.2,25.62,1186,2643
2021-03-22,1736.15,25.74,1183,2642
2021-03-19,1735.2,26.175,1173,2615
2021-03-18,1725.9,26.13,1216,2678
2021-03-17,1729.65,25.85,1194,2488
2021-03-16,1735,26.08,1209,2496
2021-03-15,1723.65,26.1,1213,2390
2021-03-12,1704.8,25.475,1186,2358
2021-03-11,1724.25,26.25,1208,2355
2021-03-10,1716.2,25.645,1177,2296
2021-03-09,1716.9,25.755,1166,2303
2021-03-08,1687.05,25.155,1138,2332
2021-03-05,1696.25,25.355,1123,2348
2021-03-04,1712.1,25.955,1162,2362
2021-03-03,1711.4,26.585,1184,2347
2021-03-02,1723.85,26.26,1188,2354
2021-03-01,1734.15,26.89,1208,2358
2021-02-26,1742.85,26.685,1204,2362
2021-02-25,1779.65,27.925,1248,2465
2021-02-24,1788,27.745,1242,2339
2021-02-23,1799.65,27.965,1251,2363
2021-02-22,1807.45,27.445,1268,2395
2021-02-19,1786.2,26.95,1294,2363
2021-02-18,1773.15,27.165,1266,2370
2021-02-17,1780.7,27.115,1239,2373
2021-02-16,1794.25,27.575,1265,2362
2021-02-15,1817.3,27.57,1288,2392
2021-02-12,1816.35,27.07,1221,2355
2021-02-11,1840.1,27.125,1236,2353
2021-02-10,1842.65,27.23,1239,2378
2021-02-09,1839.6,27.635,1184,2323
2021-02-08,1835.25,27.18,1161,2346
2021-02-05,1802.95,26.53,1121,2338
2021-02-04,1785.9,26.4,1084,2258
2021-02-03,1835.45,26.8,1103,2260
2021-02-02,1833.1,27.325,1102,2258
2021-02-01,1862.95,29.585,1118,2266
2021-01-29,1863.8,27.415,1110,2327
2021-01-28,1853.7,25.205,1090,2314
2021-01-27,1843,25.185,1068,2312
2021-01-26,1856.6,25.4,1105,2324
2021-01-25,1856.85,25.635,1109,2347
2021-01-22,1852.7,25.32,1093,2355
2021-01-21,1862.1,25.865,1129,2394
2021-01-20,1856.6,25.295,1106,2377
2021-01-19,1834.7,25.295,1091,2370
2021-01-18,1833.05,24.865,1076,2377
2021-01-15,1839,25.245,1085,2423
2021-01-14,1841.75,25.25,1108,2394
2021-01-13,1858.85,25.335,1083,2386
2021-01-12,1841.25,25.525,1049,2376
2021-01-11,1847.25,25.02,1016,2359
2021-01-08,1862.9,26.645,1112,2435
2021-01-07,1920.1,27.13,1103,2415
2021-01-06,1931.95,27.525,1087,2400
2021-01-05,1940.35,27.51,1081,2423
2021-01-04,1943.2,27.27,1118,2454
2020-12-31,-,26.485,-,-
2020-12-30,1887.6,26.305,1068,2342
2020-12-29,1887.6,26.15,1039,2325
2020-12-24,-,25.78,-,-
2020-12-23,1875,25.315,1009,2330
2020-12-22,1877.1,25.77,1019,2355
2020-12-21,1880,26.155,989,2318
2020-12-18,1879.75,25.815,1038,2331
2020-12-17,1890.75,25.74,1045,2325
2020-12-16,1851.95,25.13,1031,2323
2020-12-15,1850.65,24.215,1027,2350
2020-12-14,1831.15,23.855,1027,2314
2020-12-11,1842,23.815,1009,2332
2020-12-10,1844.35,23.885,1038,2362
2020-12-09,1841.75,24.085,1023,2318
2020-12-08,1868.15,24.475,1024,2318
2020-12-07,1859.95,23.75,1023,2336
2020-12-04,1843,24.225,1060,2350
2020-12-03,1832.35,24.17,1023,2398
2020-12-02,1822.6,23.98,1010,2402
2020-12-01,1810.75,23.535,990,2427
2020-11-30,1762.55,22.15,979,2400
2020-11-27,1779.3,23.135,949,2362
2020-11-26,1807.4,23.36,958,2364
2020-11-25,1810.2,23.41,955,2332
2020-11-24,1799.6,23.155,936,2329
2020-11-23,1840.2,23.905,946,2338
2020-11-20,1875.7,24.165,956,2337
2020-11-19,1857.35,23.98,944,2310
2020-11-18,1876.1,24.315,937,2337
2020-11-17,1889.05,24.63,935,2338
2020-11-16,1885.6,24.265,909,2340
2020-11-13,1890.9,24.245,897,2332
2020-11-12,1874.85,24.215,875,2348
2020-11-11,1860.95,24.21,866,2357
2020-11-10,1878.7,24.195,870,2465
2020-11-09,1867.3,25.105,866,2475
2020-11-06,1940.8,25.78,911,2450
2020-11-05,1938.45,24.57,897,2404
2020-11-04,1900.15,23.975,873,2296
