,date,Class,Polarity,Subjectivity
81784,2022-03-11,positive,0.2732,0.884
81785,2022-03-11,positive,0.3182,0.909
81786,2022-03-11,positive,0.4939,0.814
81787,2022-03-11,positive,0.5106,0.784
81788,2022-03-11,neutral,0.0,1.0
81789,2022-03-11,neutral,0.0,1.0
81790,2022-03-11,negative,-0.4767,0.909
81791,2022-03-11,positive,0.4667,0.768
81792,2022-03-11,neutral,0.0,1.0
81793,2022-03-11,neutral,0.0,1.0
81794,2022-03-11,negative,-0.0258,0.847
81795,2022-03-11,negative,-0.744,0.83
81796,2022-03-11,neutral,0.0,1.0
81797,2022-03-11,positive,0.2263,0.946
81798,2022-03-11,positive,0.5829,0.874
81799,2022-03-11,positive,0.5267,0.711
81800,2022-03-11,positive,0.5719,0.899
81801,2022-03-11,positive,0.1406,0.95
81802,2022-03-11,positive,0.368,0.966
81803,2022-03-11,negative,-0.2732,0.916
81804,2022-03-11,positive,0.0772,0.807
81805,2022-03-11,positive,0.6697,0.829
81806,2022-03-11,negative,-0.0516,0.698
81807,2022-03-11,neutral,0.0,1.0
81808,2022-03-11,positive,0.3612,0.783
81809,2022-03-11,positive,0.7579,0.876
81810,2022-03-11,positive,0.1027,0.971
81811,2022-03-11,neutral,0.0,1.0
81812,2022-03-11,neutral,0.0,1.0
81813,2022-03-11,positive,0.4767,0.78
81814,2022-03-11,positive,0.4678,0.816
81815,2022-03-11,negative,-0.6808,0.912
81816,2022-03-11,negative,-0.4939,0.828
81817,2022-03-11,neutral,0.0,1.0
81818,2022-03-11,positive,0.4767,0.683
81819,2022-03-11,neutral,0.0,1.0
81820,2022-03-11,negative,-0.6597,0.795
81821,2022-03-11,negative,-0.4767,0.906
81822,2022-03-11,positive,0.8365,0.82
81823,2022-03-11,positive,0.6597,0.908
81824,2022-03-11,negative,-0.0772,0.782
81825,2022-03-11,neutral,0.0,1.0
81826,2022-03-11,negative,-0.7845,0.832
81827,2022-03-11,positive,0.4767,0.942
81828,2022-03-11,negative,-0.296,0.864
81829,2022-03-11,positive,0.5859,0.934
81830,2022-03-11,negative,-0.8126,0.861
81831,2022-03-11,positive,0.8402,0.855
81832,2022-03-11,positive,0.8038,0.62
81833,2022-03-11,positive,0.3612,0.855
81834,2022-03-11,negative,-0.5267,0.901
81835,2022-03-11,negative,-0.0516,0.766
81836,2022-03-11,positive,0.2732,0.877
81837,2022-03-11,positive,0.1779,0.838
81838,2022-03-11,positive,0.6486,0.88
81839,2022-03-11,negative,-0.6486,0.818
81840,2022-03-11,positive,0.09,0.76
81841,2022-03-11,positive,0.128,0.968
81842,2022-03-11,positive,0.3804,0.861
81843,2022-03-11,positive,0.7351,0.878
81844,2022-03-11,negative,-0.8271,0.888
81845,2022-03-11,positive,0.4215,0.951
81846,2022-03-11,negative,-0.1027,0.868
81847,2022-03-11,negative,-0.4939,0.875
81848,2022-03-11,neutral,0.0,1.0
81849,2022-03-11,neutral,0.0,1.0
81850,2022-03-11,positive,0.1779,0.869
81851,2022-03-11,neutral,0.0,1.0
81852,2022-03-11,neutral,0.0,1.0
81853,2022-03-11,positive,0.2023,0.968
81854,2022-03-11,positive,0.2023,0.933
81855,2022-03-11,positive,0.7184,0.883
81856,2022-03-11,negative,-0.7506,0.819
81857,2022-03-11,negative,-0.4588,0.777
81858,2022-03-11,positive,0.25,0.857
81859,2022-03-11,negative,-0.802,0.594
81860,2022-03-11,negative,-0.128,0.926
81861,2022-03-11,neutral,0.0,1.0
81862,2022-03-11,positive,0.2732,0.903
81863,2022-03-11,positive,0.6808,0.923
81864,2022-03-11,positive,0.3612,0.933
81865,2022-03-11,negative,-0.4767,0.76
81866,2022-03-11,negative,-0.128,0.897
81867,2022-03-11,positive,0.2732,0.896
81868,2022-03-11,negative,-0.1779,0.683
81869,2022-03-11,positive,0.34,0.866
81870,2022-03-11,negative,-0.0258,0.923
81871,2022-03-11,positive,0.0516,0.981
81872,2022-03-11,positive,0.8481,0.871
81873,2022-03-11,negative,-0.4767,0.859
81874,2022-03-11,positive,0.2732,0.726
81875,2022-03-11,positive,0.2732,0.905
81876,2022-03-11,positive,0.2732,0.889
81877,2022-03-11,positive,0.9136,0.843
81878,2022-03-11,positive,0.802,0.876
81879,2022-03-11,positive,0.4588,0.929
81880,2022-03-11,positive,0.4939,0.927
81881,2022-03-11,positive,0.5719,0.749
81882,2022-03-11,positive,0.296,0.957
81883,2022-03-11,positive,0.5106,0.837
81884,2022-03-11,negative,-0.128,0.739
81885,2022-03-11,neutral,0.0,1.0
81886,2022-03-11,negative,-0.5859,0.798
81887,2022-03-11,positive,0.7783,0.842
81888,2022-03-11,positive,0.4215,0.756
81889,2022-03-11,negative,-0.4404,0.912
81890,2022-03-11,positive,0.4404,0.873
81891,2022-03-11,negative,-0.8658,0.711
81892,2022-03-11,positive,0.775,0.615
81893,2022-03-11,positive,0.128,0.882
81894,2022-03-11,negative,-0.3182,0.869
81895,2022-03-11,positive,0.3612,0.898
81896,2022-03-11,positive,0.0772,0.947
81897,2022-03-11,negative,-0.5423,0.788
81898,2022-03-11,positive,0.34,0.957
81899,2022-03-11,negative,-0.2732,0.686
81900,2022-03-11,positive,0.6249,0.596
81901,2022-03-11,positive,0.6652,0.832
81902,2022-03-11,negative,-0.6486,0.782
81903,2022-03-11,neutral,0.0,1.0
81904,2022-03-11,positive,0.6908,0.903
81905,2022-03-11,positive,0.1779,0.978
81906,2022-03-11,negative,-0.3089,0.956
81907,2022-03-11,negative,-0.4215,0.928
81908,2022-03-11,positive,0.7884,0.9
81909,2022-03-11,negative,-0.0588,0.909
81910,2022-03-11,negative,-0.3612,0.748
81911,2022-03-11,positive,0.4215,0.909
81912,2022-03-11,negative,-0.0772,0.866
81913,2022-03-11,negative,-0.3182,0.85
81914,2022-03-11,positive,0.8885,0.841
81915,2022-03-11,negative,-0.3818,0.781
81916,2022-03-11,positive,0.836,0.87
81917,2022-03-11,negative,-0.6369,0.625
81918,2022-03-11,neutral,0.0,1.0
81919,2022-03-11,positive,0.2263,0.971
81920,2022-03-11,neutral,0.0,1.0
81921,2022-03-11,positive,0.3182,0.937
81922,2022-03-11,neutral,0.0,1.0
81923,2022-03-11,neutral,0.0,1.0
81924,2022-03-11,positive,0.5574,0.87
81925,2022-03-11,positive,0.7964,0.769
81926,2022-03-11,negative,-0.5106,0.926
81927,2022-03-11,neutral,0.0,1.0
81928,2022-03-11,positive,0.8555,0.819
81929,2022-03-11,positive,0.5927,0.935
81930,2022-03-11,positive,0.5574,0.871
81931,2022-03-11,negative,-0.6124,0.839
81932,2022-03-11,neutral,0.0,1.0
81933,2022-03-11,positive,0.836,0.724
81934,2022-03-11,negative,-0.7184,0.857
81935,2022-03-11,positive,0.7264,0.816
81936,2022-03-11,positive,0.4215,0.811
81937,2022-03-11,negative,-0.3818,0.845
81938,2022-03-11,positive,0.1531,0.798
81939,2022-03-11,neutral,0.0,1.0
81940,2022-03-11,positive,0.4019,0.87
81941,2022-03-11,neutral,0.0,1.0
81942,2022-03-11,negative,-0.8126,0.692
81943,2022-03-11,negative,-0.4939,0.81
81944,2022-03-11,positive,0.6249,0.856
81945,2022-03-11,negative,-0.0258,0.754
81946,2022-03-11,negative,-0.7506,0.621
81947,2022-03-11,negative,-0.2263,0.743
81948,2022-03-11,positive,0.8074,0.813
81949,2022-03-11,negative,-0.2732,0.851
81950,2022-03-11,neutral,0.0,1.0
81951,2022-03-11,positive,0.7935,0.729
81952,2022-03-11,neutral,0.0,1.0
81953,2022-03-11,positive,0.34,0.909
81954,2022-03-11,positive,0.2023,0.921
81955,2022-03-11,negative,-0.6705,0.686
81956,2022-03-11,positive,0.5859,0.938
81957,2022-03-11,neutral,0.0,1.0
81958,2022-03-11,positive,0.3182,0.916
81959,2022-03-11,positive,0.4019,0.891
81960,2022-03-11,positive,0.3818,0.925
81961,2022-03-11,positive,0.0772,0.967
81962,2022-03-11,positive,0.6908,0.923
81963,2022-03-11,positive,0.4215,0.915
81964,2022-03-11,positive,0.34,0.957
81965,2022-03-11,negative,-0.25,0.894
81966,2022-03-11,negative,-0.4215,0.951
81967,2022-03-11,positive,0.1779,0.954
81968,2022-03-11,negative,-0.296,0.79
81969,2022-03-11,neutral,0.0,1.0
81970,2022-03-11,positive,0.0258,0.909
81971,2022-03-11,negative,-0.0516,0.686
81972,2022-03-11,positive,0.3818,0.88
81973,2022-03-11,positive,0.0516,0.871
81974,2022-03-11,positive,0.2263,0.967
81975,2022-03-11,positive,0.765,0.872
81976,2022-03-11,negative,-0.4939,0.878
81977,2022-03-11,positive,0.3818,0.926
81978,2022-03-11,positive,0.4019,0.816
81979,2022-03-11,negative,-0.5927,0.838
81980,2022-03-11,positive,0.128,0.817
81981,2022-03-11,positive,0.4588,0.856
81982,2022-03-11,positive,0.7613,0.854
81983,2022-03-11,positive,0.6597,0.769
81984,2022-03-11,neutral,0.0,1.0
81985,2022-03-11,negative,-0.5574,0.85
81986,2022-03-11,neutral,0.0,1.0
81987,2022-03-11,neutral,0.0,1.0
81988,2022-03-11,positive,0.4522,0.709
81989,2022-03-11,neutral,0.0,1.0
81990,2022-03-11,negative,-0.7269,0.873
81991,2022-03-11,negative,-0.3804,0.859
81992,2022-03-11,neutral,0.0,1.0
81993,2022-03-11,negative,-0.5023,0.832
81994,2022-03-11,negative,-0.6597,0.864
81995,2022-03-11,positive,0.4404,0.838
81996,2022-03-11,positive,0.9117,0.833
81997,2022-03-11,positive,0.5267,0.864
81998,2022-03-11,positive,0.8225,0.828
81999,2022-03-11,negative,-0.3612,0.955
82000,2022-03-11,neutral,0.0,1.0
82001,2022-03-11,neutral,0.0,1.0
82002,2022-03-11,positive,0.4019,0.938
82003,2022-03-11,positive,0.34,0.909
82004,2022-03-11,positive,0.34,0.922
82005,2022-03-11,negative,-0.1531,0.971
82006,2022-03-11,positive,0.34,0.921
82007,2022-03-11,positive,0.6597,0.808
82008,2022-03-11,negative,-0.5267,0.855
82009,2022-03-11,positive,0.1901,0.777
82010,2022-03-11,neutral,0.0,1.0
82011,2022-03-11,positive,0.4588,0.752
82012,2022-03-11,negative,-0.3818,0.851
82013,2022-03-11,negative,-0.0258,0.808
82014,2022-03-11,positive,0.4215,0.899
82015,2022-03-11,positive,0.7269,0.798
82016,2022-03-11,positive,0.4588,0.63
82017,2022-03-11,positive,0.0772,0.963
82018,2022-03-11,neutral,0.0,1.0
82019,2022-03-11,neutral,0.0,1.0
82020,2022-03-11,positive,0.3612,0.938
82021,2022-03-11,positive,0.9186,0.652
82022,2022-03-11,positive,0.4019,0.915
82023,2022-03-11,positive,0.4939,0.865
82024,2022-03-11,neutral,0.0,1.0
82025,2022-03-11,negative,-0.631,0.845
82026,2022-03-11,negative,-0.128,0.936
82027,2022-03-11,positive,0.2023,0.665
82028,2022-03-11,negative,-0.2023,0.859
82029,2022-03-11,positive,0.4019,0.793
82030,2022-03-11,positive,0.25,0.785
82031,2022-03-11,positive,0.1779,0.962
82032,2022-03-11,positive,0.4019,0.917
82033,2022-03-11,positive,0.6597,0.822
82034,2022-03-11,positive,0.6486,0.845
82035,2022-03-11,positive,0.4215,0.917
82036,2022-03-11,positive,0.8176,0.8
82037,2022-03-11,positive,0.836,0.729
82038,2022-03-11,positive,0.5106,0.896
82039,2022-03-11,positive,0.4939,0.784
82040,2022-03-11,positive,0.8957,0.604
82041,2022-03-11,negative,-0.5423,0.728
82042,2022-03-11,negative,-0.2617,0.922
82043,2022-03-11,positive,0.8625,0.665
82044,2022-03-11,positive,0.2023,0.955
82045,2022-03-11,positive,0.7925,0.616
82046,2022-03-11,positive,0.3804,0.918
82047,2022-03-11,positive,0.5106,0.904
82048,2022-03-11,positive,0.5859,0.876
82049,2022-03-11,positive,0.128,0.955
82050,2022-03-11,positive,0.6908,0.845
82051,2022-03-11,negative,-0.6705,0.835
82052,2022-03-11,positive,0.4939,0.868
82053,2022-03-11,positive,0.4404,0.891
82054,2022-03-11,negative,-0.7579,0.658
82055,2022-03-11,neutral,0.0,1.0
82056,2022-03-11,neutral,0.0,1.0
82057,2022-03-11,positive,0.5423,0.831
82058,2022-03-11,negative,-0.5574,0.676
82059,2022-03-12,positive,0.6597,0.852
82060,2022-03-12,positive,0.3384,0.944
82061,2022-03-12,neutral,0.0,1.0
82062,2022-03-12,positive,0.4939,0.816
82063,2022-03-12,negative,-0.4902,0.908
82064,2022-03-12,positive,0.4754,0.872
82065,2022-03-12,neutral,0.0,1.0
82066,2022-03-12,positive,0.3818,0.955
82067,2022-03-12,positive,0.6908,0.905
82068,2022-03-12,negative,-0.2023,0.853
82069,2022-03-12,positive,0.5859,0.917
82070,2022-03-12,neutral,0.0,1.0
82071,2022-03-12,positive,0.6369,0.856
82072,2022-03-12,positive,0.5849,0.854
82073,2022-03-12,negative,-0.5859,0.858
82074,2022-03-12,neutral,0.0,1.0
82075,2022-03-12,positive,0.7906,0.839
82076,2022-03-12,positive,0.4404,0.828
82077,2022-03-12,negative,-0.7876,0.774
82078,2022-03-12,positive,0.4215,0.95
82079,2022-03-12,negative,-0.5719,0.825
82080,2022-03-12,positive,0.7783,0.888
82081,2022-03-12,positive,0.6819,0.849
82082,2022-03-12,positive,0.25,0.915
82083,2022-03-12,negative,-0.128,0.973
82084,2022-03-12,positive,0.5859,0.854
82085,2022-03-12,positive,0.2023,0.967
82086,2022-03-12,negative,-0.3818,0.924
82087,2022-03-12,positive,0.4939,0.954
82088,2022-03-12,positive,0.1779,0.934
82089,2022-03-12,positive,0.836,0.844
82090,2022-03-12,positive,0.8271,0.844
82091,2022-03-12,positive,0.9195,0.753
82092,2022-03-12,positive,0.8271,0.835
82093,2022-03-12,positive,0.3182,0.727
82094,2022-03-12,positive,0.4019,0.838
82095,2022-03-12,positive,0.6597,0.909
82096,2022-03-12,positive,0.128,0.855
82097,2022-03-12,negative,-0.7269,0.664
82098,2022-03-12,positive,0.34,0.836
82099,2022-03-12,negative,-0.1027,0.897
82100,2022-03-12,positive,0.5267,0.87
82101,2022-03-12,neutral,0.0,1.0
82102,2022-03-12,negative,-0.194,0.834
82103,2022-03-12,neutral,0.0,1.0
82104,2022-03-12,negative,-0.5267,0.815
82105,2022-03-12,positive,0.5267,0.805
82106,2022-03-12,neutral,0.0,1.0
82107,2022-03-12,positive,0.3818,0.729
82108,2022-03-12,positive,0.0772,0.886
82109,2022-03-12,positive,0.2263,0.864
82110,2022-03-12,negative,-0.25,0.857
82111,2022-03-12,positive,0.6865,0.821
82112,2022-03-12,positive,0.5574,0.769
82113,2022-03-12,neutral,0.0,1.0
82114,2022-03-12,negative,-0.5423,0.824
82115,2022-03-12,positive,0.7096,0.852
82116,2022-03-12,negative,-0.3182,0.965
82117,2022-03-12,negative,-0.0258,0.766
82118,2022-03-12,neutral,0.0,1.0
82119,2022-03-12,positive,0.875,0.799
82120,2022-03-12,positive,0.9307,0.692
82121,2022-03-12,neutral,0.0,1.0
82122,2022-03-12,negative,-0.5423,0.842
82123,2022-03-12,neutral,0.0,1.0
82124,2022-03-12,positive,0.3818,0.75
82125,2022-03-12,positive,0.128,0.952
82126,2022-03-12,neutral,0.0,1.0
82127,2022-03-12,neutral,0.0,1.0
82128,2022-03-12,positive,0.4927,0.842
82129,2022-03-12,negative,-0.2263,0.767
82130,2022-03-12,neutral,0.0,1.0
82131,2022-03-12,neutral,0.0,1.0
82132,2022-03-12,negative,-0.4588,0.788
82133,2022-03-12,negative,-0.25,0.763
82134,2022-03-12,negative,-0.25,0.868
82135,2022-03-12,positive,0.34,0.958
82136,2022-03-12,negative,-0.3612,0.875
82137,2022-03-12,neutral,0.0,1.0
82138,2022-03-12,positive,0.7506,0.67
82139,2022-03-12,positive,0.6249,0.79
82140,2022-03-12,negative,-0.1531,0.781
82141,2022-03-12,neutral,0.0,1.0
82142,2022-03-12,positive,0.5423,0.919
82143,2022-03-12,negative,-0.4588,0.822
82144,2022-03-12,positive,0.7717,0.688
82145,2022-03-12,negative,-0.4449,0.946
82146,2022-03-12,positive,0.2263,0.927
82147,2022-03-12,positive,0.2023,0.947
82148,2022-03-12,positive,0.6808,0.561
82149,2022-03-12,positive,0.4939,0.833
82150,2022-03-12,positive,0.7845,0.905
82151,2022-03-12,neutral,0.0,1.0
82152,2022-03-12,positive,0.0516,0.976
82153,2022-03-12,positive,0.1027,0.848
82154,2022-03-12,neutral,0.0,1.0
82155,2022-03-12,negative,-0.7506,0.781
82156,2022-03-12,negative,-0.3612,0.878
82157,2022-03-12,negative,-0.0085,0.851
82158,2022-03-12,positive,0.6478,0.89
82159,2022-03-12,positive,0.7003,0.633
82160,2022-03-12,positive,0.6486,0.78
82161,2022-03-12,positive,0.6705,0.832
82162,2022-03-12,positive,0.4404,0.805
82163,2022-03-12,positive,0.0772,0.969
82164,2022-03-12,negative,-0.5423,0.815
82165,2022-03-12,neutral,0.0,1.0
82166,2022-03-12,positive,0.0258,0.619
82167,2022-03-12,positive,0.5719,0.83
82168,2022-03-12,positive,0.7845,0.753
82169,2022-03-12,positive,0.1531,0.846
82170,2022-03-12,negative,-0.2382,0.922
82171,2022-03-12,positive,0.9081,0.773
82172,2022-03-12,positive,0.0516,0.887
82173,2022-03-12,positive,0.2585,0.908
82174,2022-03-12,positive,0.7783,0.793
82175,2022-03-12,positive,0.5106,0.784
82176,2022-03-12,positive,0.7184,0.898
82177,2022-03-12,negative,-0.5574,0.865
82178,2022-03-12,positive,0.5719,0.654
82179,2022-03-12,negative,-0.9531,0.561
82180,2022-03-12,neutral,0.0,1.0
82181,2022-03-12,neutral,0.0,1.0
82182,2022-03-12,negative,-0.1027,0.974
82183,2022-03-12,negative,-0.34,0.841
82184,2022-03-12,positive,0.765,0.828
82185,2022-03-12,positive,0.3612,0.741
82186,2022-03-12,neutral,0.0,1.0
82187,2022-03-12,neutral,0.0,1.0
82188,2022-03-12,positive,0.4019,0.769
82189,2022-03-12,positive,0.128,0.544
82190,2022-03-12,positive,0.0258,0.909
82191,2022-03-12,negative,-0.7184,0.85
82192,2022-03-12,positive,0.7184,0.828
82193,2022-03-12,positive,0.2023,0.735
82194,2022-03-12,positive,0.7184,0.879
82195,2022-03-12,positive,0.4019,0.769
82196,2022-03-12,negative,-0.1779,0.677
82197,2022-03-12,positive,0.765,0.677
82198,2022-03-12,positive,0.4902,0.879
82199,2022-03-12,neutral,0.0,1.0
82200,2022-03-12,positive,0.0772,0.712
82201,2022-03-12,negative,-0.1531,0.737
82202,2022-03-12,positive,0.2644,0.915
82203,2022-03-12,negative,-0.8316,0.585
82204,2022-03-12,positive,0.6808,0.931
82205,2022-03-12,neutral,0.0,1.0
82206,2022-03-12,neutral,0.0,1.0
82207,2022-03-12,neutral,0.0,1.0
82208,2022-03-12,negative,-0.6705,0.701
82209,2022-03-12,neutral,0.0,1.0
82210,2022-03-12,positive,0.4404,0.68
82211,2022-03-12,neutral,0.0,1.0
82212,2022-03-12,positive,0.743,0.774
82213,2022-03-12,negative,-0.8442,0.789
82214,2022-03-12,negative,-0.5267,0.871
82215,2022-03-12,positive,0.3612,0.921
82216,2022-03-12,positive,0.6369,0.839
82217,2022-03-12,negative,-0.0258,0.878
82218,2022-03-12,neutral,0.0,1.0
82219,2022-03-12,negative,-0.5709,0.831
82220,2022-03-12,positive,0.128,0.725
82221,2022-03-12,positive,0.8655,0.584
82222,2022-03-12,negative,-0.5994,0.87
82223,2022-03-12,negative,-0.34,0.848
82224,2022-03-12,positive,0.8957,0.774
82225,2022-03-12,neutral,0.0,1.0
82226,2022-03-12,positive,0.4019,0.87
82227,2022-03-12,positive,0.6369,0.729
82228,2022-03-12,neutral,0.0,1.0
82229,2022-03-12,negative,-0.3182,0.956
82230,2022-03-12,positive,0.7269,0.816
82231,2022-03-12,positive,0.8176,0.813
82232,2022-03-13,positive,0.8519,0.864
82233,2022-03-13,positive,0.6764,0.907
82234,2022-03-13,negative,-0.25,0.882
82235,2022-03-13,positive,0.4019,0.92
82236,2022-03-13,negative,-0.2263,0.821
82237,2022-03-13,negative,-0.5994,0.929
82238,2022-03-13,neutral,0.0,1.0
82239,2022-03-13,positive,0.4404,0.891
82240,2022-03-13,positive,0.4019,0.942
82241,2022-03-13,positive,0.3818,0.95
82242,2022-03-13,positive,0.7096,0.826
82243,2022-03-13,negative,-0.2732,0.925
82244,2022-03-13,negative,-0.34,0.69
82245,2022-03-13,positive,0.0387,0.937
82246,2022-03-13,negative,-0.4939,0.868
82247,2022-03-13,neutral,0.0,1.0
82248,2022-03-13,negative,-0.7717,0.875
82249,2022-03-13,positive,0.0364,0.923
82250,2022-03-13,negative,-0.6908,0.89
82251,2022-03-13,positive,0.2732,0.829
82252,2022-03-13,positive,0.34,0.876
82253,2022-03-13,positive,0.4215,0.926
82254,2022-03-13,positive,0.4404,0.906
82255,2022-03-13,positive,0.5574,0.874
82256,2022-03-13,positive,0.128,0.692
82257,2022-03-13,negative,-0.0772,0.93
82258,2022-03-13,positive,0.6597,0.909
82259,2022-03-13,positive,0.7269,0.893
82260,2022-03-13,positive,0.3612,0.783
82261,2022-03-13,positive,0.8934,0.695
82262,2022-03-13,negative,-0.3182,0.824
82263,2022-03-13,positive,0.3612,0.954
82264,2022-03-13,negative,-0.3477,0.865
82265,2022-03-13,positive,0.34,0.915
82266,2022-03-13,positive,0.2023,0.942
82267,2022-03-13,neutral,0.0,1.0
82268,2022-03-13,negative,-0.5106,0.852
82269,2022-03-13,negative,-0.4782,0.837
82270,2022-03-13,neutral,0.0,1.0
82271,2022-03-13,positive,0.1027,0.973
82272,2022-03-13,positive,0.2732,0.861
82273,2022-03-13,positive,0.8658,0.865
82274,2022-03-13,negative,-0.7964,0.676
82275,2022-03-13,positive,0.743,0.793
82276,2022-03-13,positive,0.5574,0.919
82277,2022-03-13,neutral,0.0,1.0
82278,2022-03-13,positive,0.2263,0.917
82279,2022-03-13,positive,0.5719,0.878
82280,2022-03-13,neutral,0.0,1.0
82281,2022-03-13,negative,-0.1027,0.92
82282,2022-03-13,positive,0.25,0.73
82283,2022-03-13,neutral,0.0,1.0
82284,2022-03-13,negative,-0.5574,0.854
82285,2022-03-13,negative,-0.296,0.972
82286,2022-03-13,negative,-0.2023,0.846
82287,2022-03-13,negative,-0.6908,0.849
82288,2022-03-13,neutral,0.0,1.0
82289,2022-03-13,negative,-0.4767,0.814
82290,2022-03-13,positive,0.7893,0.845
82291,2022-03-13,negative,-0.5423,0.765
82292,2022-03-13,neutral,0.0,1.0
82293,2022-03-13,positive,0.5106,0.837
82294,2022-03-13,negative,-0.4019,0.902
82295,2022-03-13,positive,0.7717,0.824
82296,2022-03-13,positive,0.3182,0.901
82297,2022-03-13,positive,0.7717,0.888
82298,2022-03-13,positive,0.743,0.866
82299,2022-03-13,positive,0.2732,0.591
82300,2022-03-13,negative,-0.2023,0.927
82301,2022-03-13,positive,0.1779,0.918
82302,2022-03-13,positive,0.296,0.962
82303,2022-03-13,neutral,0.0,1.0
82304,2022-03-13,negative,-0.6486,0.894
82305,2022-03-13,neutral,0.0,1.0
82306,2022-03-13,positive,0.4215,0.939
82307,2022-03-13,positive,0.743,0.883
82308,2022-03-13,negative,-0.6478,0.869
82309,2022-03-13,negative,-0.2732,0.897
82310,2022-03-13,negative,-0.7269,0.711
82311,2022-03-13,positive,0.3818,0.681
82312,2022-03-13,neutral,0.0,1.0
82313,2022-03-13,positive,0.5574,0.874
82314,2022-03-13,neutral,0.0,1.0
82315,2022-03-13,neutral,0.0,1.0
82316,2022-03-13,positive,0.0258,0.735
82317,2022-03-13,positive,0.4588,0.947
82318,2022-03-13,positive,0.0772,0.899
82319,2022-03-13,positive,0.8176,0.886
82320,2022-03-13,negative,-0.4767,0.829
82321,2022-03-13,negative,-0.1779,0.804
82322,2022-03-13,positive,0.2263,0.921
82323,2022-03-13,positive,0.2023,0.833
82324,2022-03-13,neutral,0.0,1.0
82325,2022-03-13,positive,0.4215,0.696
82326,2022-03-13,positive,0.2023,0.827
82327,2022-03-13,positive,0.4588,0.842
82328,2022-03-13,positive,0.296,0.869
82329,2022-03-13,neutral,0.0,1.0
82330,2022-03-13,positive,0.8591,0.822
82331,2022-03-13,negative,-0.4767,0.907
82332,2022-03-13,negative,-0.1531,0.963
82333,2022-03-13,positive,0.6865,0.821
82334,2022-03-13,positive,0.4019,0.899
82335,2022-03-13,positive,0.2732,0.932
82336,2022-03-13,neutral,0.0,1.0
82337,2022-03-13,positive,0.34,0.943
82338,2022-03-13,positive,0.5994,0.71
82339,2022-03-13,positive,0.4005,0.837
82340,2022-03-13,negative,-0.0516,0.739
82341,2022-03-13,positive,0.2263,0.957
82342,2022-03-13,positive,0.5719,0.778
82343,2022-03-13,neutral,0.0,1.0
82344,2022-03-13,neutral,0.0,1.0
82345,2022-03-13,negative,-0.6369,0.807
82346,2022-03-13,positive,0.1531,0.848
82347,2022-03-13,negative,-0.8625,0.571
82348,2022-03-13,positive,0.34,0.871
82349,2022-03-13,neutral,0.0,1.0
82350,2022-03-13,negative,-0.2023,0.899
82351,2022-03-13,negative,-0.2732,0.94
82352,2022-03-13,neutral,0.0,1.0
82353,2022-03-13,negative,-0.8074,0.751
82354,2022-03-14,positive,0.5267,0.782
82355,2022-03-14,neutral,0.0,1.0
82356,2022-03-14,positive,0.1779,0.717
82357,2022-03-14,negative,-0.296,0.845
82358,2022-03-14,positive,0.4754,0.874
82359,2022-03-14,positive,0.8537,0.63
82360,2022-03-14,positive,0.4215,0.965
82361,2022-03-14,positive,0.6486,0.717
82362,2022-03-14,positive,0.1779,0.871
82363,2022-03-14,positive,0.8316,0.808
82364,2022-03-14,positive,0.1511,0.926
82365,2022-03-14,positive,0.1027,0.877
82366,2022-03-14,positive,0.6369,0.856
82367,2022-03-14,positive,0.4576,0.77
82368,2022-03-14,positive,0.2003,0.9
82369,2022-03-14,negative,-0.3716,0.937
82370,2022-03-14,positive,0.34,0.945
82371,2022-03-14,positive,0.765,0.664
82372,2022-03-14,positive,0.6597,0.906
82373,2022-03-14,positive,0.34,0.951
82374,2022-03-14,negative,-0.296,0.939
82375,2022-03-14,negative,-0.4404,0.909
82376,2022-03-14,negative,-0.5719,0.821
82377,2022-03-14,positive,0.6808,0.903
82378,2022-03-14,positive,0.4767,0.807
82379,2022-03-14,neutral,0.0,1.0
82380,2022-03-14,positive,0.7615,0.801
82381,2022-03-14,negative,-0.6124,0.828
82382,2022-03-14,positive,0.5859,0.854
82383,2022-03-14,positive,0.4588,0.81
82384,2022-03-14,negative,-0.128,0.744
82385,2022-03-14,positive,0.3612,0.878
82386,2022-03-14,neutral,0.0,1.0
82387,2022-03-14,positive,0.3182,0.909
82388,2022-03-14,negative,-0.2023,0.894
82389,2022-03-14,positive,0.34,0.957
82390,2022-03-14,negative,-0.6486,0.71
82391,2022-03-14,neutral,0.0,1.0
82392,2022-03-14,neutral,0.0,1.0
82393,2022-03-14,positive,0.3818,0.867
82394,2022-03-14,negative,-0.7184,0.857
82395,2022-03-14,negative,-0.3182,0.958
82396,2022-03-14,negative,-0.2732,0.943
82397,2022-03-14,negative,-0.2755,0.791
82398,2022-03-14,positive,0.0772,0.967
82399,2022-03-14,neutral,0.0,1.0
82400,2022-03-14,positive,0.8779,0.805
82401,2022-03-14,positive,0.2732,0.888
82402,2022-03-14,positive,0.7351,0.863
82403,2022-03-14,negative,-0.8074,0.719
82404,2022-03-14,positive,0.6249,0.934
82405,2022-03-14,negative,-0.4404,0.855
82406,2022-03-14,positive,0.4019,0.876
82407,2022-03-14,positive,0.6705,0.552
82408,2022-03-14,negative,-0.7184,0.75
82409,2022-03-14,positive,0.0258,0.903
82410,2022-03-14,positive,0.5106,0.829
82411,2022-03-14,neutral,0.0,1.0
82412,2022-03-14,positive,0.1027,0.915
82413,2022-03-14,positive,0.5106,0.707
