,date,Class,Polarity,Subjectivity
0,2015-07-01,positive,0.25,0.833
1,2015-07-02,positive,0.6486,0.725
2,2015-07-03,positive,0.3818,0.698
3,2015-07-04,negative,-0.4404,0.868
4,2015-07-05,neutral,0.0,1.0
5,2015-07-06,negative,-0.1531,0.65
6,2015-07-07,negative,-0.765,0.761
7,2015-07-08,negative,-0.3182,0.677
8,2015-07-09,positive,0.7096,0.753
9,2015-07-10,negative,-0.4588,0.84
10,2015-07-11,positive,0.0258,0.939
11,2015-07-12,neutral,0.0,1.0
12,2015-07-12,neutral,0.0,1.0
13,2015-07-13,neutral,0.0,1.0
14,2015-07-13,neutral,0.0,1.0
15,2015-07-14,neutral,0.0,1.0
16,2015-07-14,neutral,0.0,0.803
17,2015-07-15,neutral,0.0,0.843
18,2015-07-15,positive,0.5423,0.873
19,2015-07-16,positive,0.5423,0.873
20,2015-07-16,negative,-0.1779,0.787
21,2015-07-17,positive,0.4939,0.728
22,2015-07-17,positive,0.5994,0.738
23,2015-07-18,negative,-0.6124,0.783
24,2015-07-18,negative,-0.3182,0.897
25,2015-07-19,negative,-0.296,0.753
26,2015-07-19,negative,-0.25,0.758
27,2015-07-20,neutral,0.0,1.0
28,2015-07-20,neutral,0.0,1.0
29,2015-07-21,negative,-0.6597,0.779
30,2015-07-21,negative,-0.6597,0.759
31,2015-07-22,negative,-0.6249,0.849
32,2015-07-22,negative,-0.6249,0.864
33,2015-07-23,positive,0.743,0.792
34,2015-07-23,positive,0.743,0.73
35,2015-07-24,positive,0.4588,0.594
36,2015-07-24,positive,0.4588,0.549
37,2015-07-25,positive,0.4019,0.87
38,2015-07-25,positive,0.6705,0.8
39,2015-07-26,positive,0.8481,0.653
40,2015-07-26,positive,0.7506,0.593
41,2015-07-27,neutral,0.0,1.0
42,2015-07-27,negative,-0.1027,0.903
43,2015-07-28,neutral,0.0,1.0
44,2015-07-28,neutral,0.0,1.0
45,2015-07-29,positive,0.7351,0.763
46,2015-07-29,positive,0.7351,0.721
47,2015-07-30,neutral,0.0,1.0
48,2015-07-31,positive,0.8074,0.819
49,2015-08-01,positive,0.5859,0.696
50,2015-08-01,neutral,0.0,1.0
51,2015-08-02,negative,-0.5106,0.904
52,2015-08-03,negative,-0.3612,0.889
53,2015-08-03,neutral,0.0,1.0
54,2015-08-04,positive,0.128,0.864
55,2015-08-04,positive,0.4588,0.857
56,2015-08-05,positive,0.5267,0.848
57,2015-08-05,positive,0.5267,0.871
58,2015-08-06,negative,-0.5574,0.806
59,2015-08-06,neutral,0.0,1.0
60,2015-08-07,positive,0.8176,0.678
61,2015-08-07,neutral,0.0,1.0
62,2015-08-08,negative,-0.4336,0.913
63,2015-08-08,negative,-0.4336,0.91
64,2015-08-09,neutral,0.0,1.0
65,2015-08-09,negative,-0.4336,0.918
66,2015-08-10,negative,-0.0516,0.915
67,2015-08-10,negative,-0.0516,0.948
68,2015-08-11,negative,-0.5574,0.754
69,2015-08-11,negative,-0.5574,0.772
70,2015-08-12,positive,0.0772,0.824
71,2015-08-12,neutral,0.0,1.0
72,2015-08-13,positive,0.4767,0.849
73,2015-08-13,positive,0.4019,0.673
74,2015-08-14,positive,0.5574,0.753
75,2015-08-14,positive,0.4767,0.784
76,2015-08-15,neutral,0.0,1.0
77,2015-08-15,negative,-0.34,0.818
78,2015-08-16,neutral,0.0,1.0
79,2015-08-17,negative,-0.5267,0.699
80,2015-08-17,negative,-0.5719,0.707
81,2015-08-18,positive,0.128,0.798
82,2015-08-18,positive,0.4767,0.769
83,2015-08-19,negative,-0.2263,0.913
84,2015-08-19,negative,-0.2263,0.913
85,2015-08-20,negative,-0.1027,0.693
86,2015-08-20,positive,0.5423,0.757
87,2015-08-21,neutral,0.0,1.0
88,2015-08-21,negative,-0.5994,0.837
89,2015-08-22,positive,0.4767,0.819
90,2015-08-22,positive,0.4767,0.866
91,2015-08-23,positive,0.4588,0.8
92,2015-08-23,positive,0.4588,0.8
93,2015-08-24,positive,0.765,0.48
94,2015-08-24,negative,-0.1027,0.333
95,2015-08-25,negative,-0.3612,0.848
96,2015-08-25,negative,-0.3612,0.894
97,2015-08-26,negative,-0.3182,0.874
98,2015-08-26,negative,-0.3182,0.881
99,2015-08-27,positive,0.6808,0.781
100,2015-08-27,neutral,0.0,1.0
101,2015-08-28,positive,0.34,0.882
102,2015-08-28,positive,0.34,0.844
103,2015-08-29,neutral,0.0,1.0
104,2015-08-29,neutral,0.0,1.0
105,2015-08-30,neutral,0.0,1.0
106,2015-08-30,neutral,0.0,1.0
107,2015-08-31,positive,0.2732,0.877
108,2015-08-31,positive,0.2732,0.811
109,2015-09-01,negative,-0.0516,0.688
110,2015-09-01,negative,-0.0516,0.688
111,2015-09-02,positive,0.4019,0.748
112,2015-09-02,positive,0.4019,0.876
113,2015-09-03,neutral,0.0,1.0
114,2015-09-03,neutral,0.0,1.0
115,2015-09-04,positive,0.0258,0.932
116,2015-09-04,positive,0.4939,0.792
117,2015-09-05,positive,0.5719,0.761
118,2015-09-05,positive,0.6369,0.743
119,2015-09-06,neutral,0.0,1.0
120,2015-09-06,positive,0.3818,0.843
121,2015-09-07,neutral,0.0,1.0
122,2015-09-07,positive,0.5093,0.82
123,2015-09-08,positive,0.7783,0.618
124,2015-09-08,positive,0.8689,0.417
125,2015-09-09,positive,0.5267,0.884
126,2015-09-09,positive,0.8555,0.58
127,2015-09-10,positive,0.4767,0.807
128,2015-09-10,positive,0.4767,0.886
129,2015-09-11,neutral,0.0,1.0
130,2015-09-11,neutral,0.0,1.0
131,2015-09-12,positive,0.4019,0.838
132,2015-09-12,positive,0.4019,0.847
133,2015-09-13,positive,0.3818,0.852
134,2015-09-13,positive,0.3818,0.906
135,2015-09-14,neutral,0.0,1.0
136,2015-09-14,positive,0.4019,0.838
137,2015-09-15,positive,0.6249,0.825
138,2015-09-15,positive,0.4404,0.855
139,2015-09-16,positive,0.3182,0.798
140,2015-09-16,positive,0.296,0.901
141,2015-09-17,negative,-0.4588,0.833
142,2015-09-17,positive,0.4588,0.879
143,2015-09-18,positive,0.796,0.597
144,2015-09-18,positive,0.624,0.619
145,2015-09-19,positive,0.4648,0.723
146,2015-09-19,positive,0.5859,0.714
147,2015-09-20,positive,0.6124,0.824
148,2015-09-20,positive,0.3612,0.848
149,2015-09-21,positive,0.6249,0.423
150,2015-09-21,positive,0.6249,0.837
151,2015-09-22,negative,-0.6608,0.759
152,2015-09-22,negative,-0.6249,0.698
153,2015-09-23,positive,0.1531,0.833
154,2015-09-23,positive,0.1531,0.861
155,2015-09-24,positive,0.7096,0.79
156,2015-09-24,positive,0.7345,0.783
157,2015-09-25,negative,-0.6369,0.794
158,2015-09-25,neutral,0.0,1.0
159,2015-09-26,negative,-0.296,0.647
160,2015-09-26,positive,0.4588,0.864
161,2015-09-27,negative,-0.4215,0.759
162,2015-09-27,negative,-0.1779,0.818
163,2015-09-28,positive,0.296,0.913
164,2015-09-28,positive,0.5574,0.825
165,2015-09-29,negative,-0.4588,0.756
166,2015-09-29,positive,0.7351,0.676
167,2015-09-30,positive,0.4019,0.722
168,2015-09-30,positive,0.8555,0.755
169,2015-10-01,positive,0.5667,0.825
170,2015-10-01,neutral,0.0,1.0
171,2015-10-02,positive,0.8126,0.757
172,2015-10-02,positive,0.5223,0.84
173,2015-10-03,neutral,0.0,1.0
174,2015-10-03,positive,0.8126,0.778
175,2015-10-04,positive,0.7096,0.718
176,2015-10-04,positive,0.6369,0.781
177,2015-10-05,positive,0.4588,0.9
178,2015-10-05,positive,0.0258,0.742
179,2015-10-06,positive,0.0258,0.718
180,2015-10-06,positive,0.6908,0.759
181,2015-10-07,negative,-0.357,0.84
182,2015-10-07,positive,0.0567,0.743
183,2015-10-08,positive,0.4019,0.886
184,2015-10-08,positive,0.4019,0.828
185,2015-10-09,positive,0.8402,0.767
186,2015-10-09,positive,0.3818,0.825
187,2015-10-10,positive,0.3182,0.864
188,2015-10-10,negative,-0.1027,0.92
189,2015-10-11,neutral,0.0,1.0
190,2015-10-11,neutral,0.0,1.0
191,2015-10-12,neutral,0.0,1.0
192,2015-10-12,neutral,0.0,1.0
193,2015-10-13,negative,-0.4019,0.909
194,2015-10-13,positive,0.6249,0.769
195,2015-10-14,positive,0.4404,0.909
196,2015-10-14,neutral,0.0,1.0
197,2015-10-15,positive,0.4019,0.92
198,2015-10-15,neutral,0.0,1.0
199,2015-10-16,positive,0.6588,0.722
200,2015-10-16,positive,0.8591,0.732
201,2015-10-17,positive,0.743,0.805
202,2015-10-17,positive,0.7269,0.747
203,2015-10-18,positive,0.7269,0.764
204,2015-10-18,neutral,0.0,1.0
205,2015-10-19,neutral,0.0,1.0
206,2015-10-19,neutral,0.0,1.0
207,2015-10-20,neutral,0.0,1.0
208,2015-10-20,positive,0.765,0.732
209,2015-10-21,neutral,0.0,1.0
210,2015-10-21,positive,0.6249,0.661
211,2015-10-22,negative,-0.0516,0.804
212,2015-10-23,positive,0.3612,0.884
213,2015-10-24,neutral,0.0,1.0
214,2015-10-25,positive,0.6486,0.819
215,2015-10-26,positive,0.3182,0.919
216,2015-10-26,neutral,0.0,1.0
217,2015-10-27,negative,-0.1027,0.833
218,2015-10-27,negative,-0.4215,0.865
219,2015-10-28,positive,0.872,0.68
220,2015-10-28,positive,0.9062,0.58
221,2015-10-29,positive,0.5859,0.833
222,2015-10-29,negative,-0.5106,0.669
223,2015-10-30,positive,0.4199,0.758
224,2015-10-30,positive,0.743,0.605
225,2015-10-31,negative,-0.3612,0.676
226,2015-10-31,negative,-0.1027,0.723
227,2015-11-01,positive,0.4767,0.706
228,2015-11-01,positive,0.34,0.779
229,2015-11-02,negative,-0.5994,0.885
230,2015-11-02,positive,0.1779,0.776
231,2015-11-03,positive,0.0516,0.95
232,2015-11-03,positive,0.0516,0.965
233,2015-11-04,positive,0.6249,0.831
234,2015-11-04,positive,0.6249,0.831
235,2015-11-05,neutral,0.0,1.0
236,2015-11-05,neutral,0.0,1.0
237,2015-11-06,neutral,0.0,1.0
238,2015-11-06,neutral,0.0,1.0
239,2015-11-07,negative,-0.4404,0.854
240,2015-11-07,negative,-0.4404,0.873
241,2015-11-08,positive,0.25,0.674
242,2015-11-08,positive,0.8999,0.732
243,2015-11-09,positive,0.3612,0.912
244,2015-11-09,positive,0.5574,0.827
245,2015-11-10,positive,0.5106,0.87
246,2015-11-10,positive,0.743,0.827
247,2015-11-11,negative,-0.4023,0.891
248,2015-11-11,negative,-0.4023,0.891
249,2015-11-12,positive,0.8271,0.686
250,2015-11-12,positive,0.4939,0.905
251,2015-11-13,positive,0.4939,0.903
252,2015-11-13,positive,0.4696,0.907
253,2015-11-14,neutral,0.0,1.0
254,2015-11-14,positive,0.6369,0.873
255,2015-11-15,positive,0.6369,0.877
256,2015-11-15,positive,0.6369,0.881
257,2015-11-16,neutral,0.0,1.0
258,2015-11-16,neutral,0.0,1.0
259,2015-11-17,negative,-0.5267,0.751
260,2015-11-17,positive,0.6597,0.852
261,2015-11-18,positive,0.34,0.786
262,2015-11-18,positive,0.1901,0.797
263,2015-11-19,negative,-0.1027,0.676
264,2015-11-19,positive,0.6738,0.685
265,2015-11-20,positive,0.0015,0.749
266,2015-11-20,positive,0.5106,0.816
267,2015-11-21,negative,-0.9042,0.691
268,2015-11-21,negative,-0.8625,0.635
269,2015-11-22,positive,0.0772,0.961
270,2015-11-22,neutral,0.0,1.0
271,2015-11-23,positive,0.34,0.909
272,2015-11-23,positive,0.6124,0.821
273,2015-11-24,negative,-0.34,0.924
274,2015-11-24,negative,-0.34,0.87
275,2015-11-25,negative,-0.4588,0.771
276,2015-11-25,negative,-0.4588,0.778
277,2015-11-26,neutral,0.0,1.0
278,2015-11-26,neutral,0.0,1.0
279,2015-11-27,positive,0.4019,0.909
280,2015-11-27,positive,0.4696,0.891
281,2015-11-28,positive,0.8271,0.637
282,2015-11-28,positive,0.8271,0.627
283,2015-11-29,negative,-0.1027,0.951
284,2015-11-29,positive,0.4588,0.893
285,2015-11-30,positive,0.2732,0.909
286,2015-11-30,positive,0.2732,0.937
287,2015-12-01,positive,0.3612,0.912
288,2015-12-01,positive,0.6124,0.828
289,2015-12-02,positive,0.7219,0.726
290,2015-12-02,positive,0.6531,0.753
291,2015-12-03,neutral,0.0,1.0
292,2015-12-03,neutral,0.0,1.0
293,2015-12-04,neutral,0.0,1.0
294,2015-12-04,positive,0.2732,0.913
295,2015-12-05,negative,-0.7574,0.758
296,2015-12-05,positive,0.4703,0.896
297,2015-12-06,negative,-0.296,0.905
298,2015-12-06,positive,0.4939,0.851
299,2015-12-07,negative,-0.1027,0.68
300,2015-12-07,neutral,0.0,1.0
301,2015-12-08,negative,-0.128,0.785
302,2015-12-08,positive,0.6705,0.619
303,2015-12-09,negative,-0.6124,0.872
304,2015-12-09,negative,-0.0772,0.742
305,2015-12-10,positive,0.3818,0.92
306,2015-12-10,positive,0.3612,0.921
307,2015-12-11,negative,-0.6249,0.78
308,2015-12-11,negative,-0.6369,0.833
309,2015-12-12,neutral,0.0,1.0
310,2015-12-12,positive,0.4939,0.912
311,2015-12-13,positive,0.5994,0.692
312,2015-12-13,positive,0.4215,0.777
313,2015-12-14,negative,-0.5106,0.895
314,2015-12-14,negative,-0.5106,0.895
315,2015-12-15,positive,0.5719,0.887
316,2015-12-15,positive,0.5719,0.883
317,2015-12-16,positive,0.5719,0.824
318,2015-12-16,positive,0.8316,0.732
319,2015-12-17,positive,0.4019,0.903
320,2015-12-17,positive,0.628,0.835
321,2015-12-18,positive,0.4404,0.909
322,2015-12-18,positive,0.765,0.752
323,2015-12-19,neutral,0.0,1.0
324,2015-12-19,neutral,0.0,1.0
325,2015-12-20,neutral,0.0,1.0
326,2015-12-20,negative,-0.6486,0.823
327,2015-12-21,positive,0.25,0.811
328,2015-12-21,positive,0.1027,0.597
329,2015-12-22,negative,-0.1779,0.733
330,2015-12-22,negative,-0.5574,0.647
331,2015-12-23,neutral,0.0,1.0
332,2015-12-23,negative,-0.4404,0.888
333,2015-12-24,positive,0.6808,0.763
334,2015-12-24,neutral,0.0,1.0
335,2015-12-25,positive,0.7964,0.725
336,2015-12-25,positive,0.6369,0.791
337,2015-12-26,positive,0.9371,0.622
338,2015-12-26,positive,0.9118,0.648
339,2015-12-27,neutral,0.0,1.0
340,2015-12-27,positive,0.4019,0.856
341,2015-12-28,negative,-0.7003,0.818
342,2015-12-28,negative,-0.7003,0.818
343,2015-12-29,positive,0.4588,0.756
344,2015-12-29,positive,0.7579,0.686
345,2015-12-30,neutral,0.0,1.0
346,2015-12-30,positive,0.5423,0.877
347,2015-12-31,positive,0.7783,0.698
348,2015-12-31,positive,0.6124,0.828
349,2016-01-01,negative,-0.2732,0.78
350,2016-01-01,negative,-0.7845,0.648
351,2016-01-02,positive,0.5106,0.836
352,2016-01-02,positive,0.7096,0.785
353,2016-01-03,negative,-0.6808,0.843
354,2016-01-03,negative,-0.7579,0.789
355,2016-01-04,negative,-0.4404,0.795
356,2016-01-04,negative,-0.2528,0.71
357,2016-01-05,positive,0.4919,0.776
358,2016-01-05,positive,0.3182,0.843
359,2016-01-06,positive,0.3736,0.916
360,2016-01-06,positive,0.3182,0.895
361,2016-01-07,positive,0.1779,0.934
362,2016-01-07,neutral,0.0,1.0
363,2016-01-08,neutral,0.0,1.0
364,2016-01-08,neutral,0.0,1.0
365,2016-01-09,positive,0.7124,0.733
366,2016-01-09,positive,0.4082,0.836
367,2016-01-10,positive,0.8074,0.707
368,2016-01-10,positive,0.2023,0.724
369,2016-01-11,negative,-0.8519,0.729
370,2016-01-11,negative,-0.8957,0.651
371,2016-01-12,positive,0.0258,0.557
372,2016-01-12,positive,0.886,0.595
373,2016-01-13,positive,0.2023,0.933
374,2016-01-13,negative,-0.1779,0.783
375,2016-01-14,positive,0.3818,0.898
376,2016-01-14,negative,-0.1027,0.876
377,2016-01-15,positive,0.3818,0.88
378,2016-01-15,negative,-0.4184,0.728
379,2016-01-16,positive,0.6808,0.706
380,2016-01-16,negative,-0.3612,0.709
381,2016-01-17,positive,0.2003,0.767
382,2016-01-17,positive,0.4939,0.701
383,2016-01-18,negative,-0.6908,0.493
384,2016-01-18,negative,-0.7351,0.795
385,2016-01-19,positive,0.5267,0.471
386,2016-01-19,positive,0.1027,0.947
387,2016-01-20,negative,-0.6369,0.822
388,2016-01-20,positive,0.25,0.588
389,2016-01-21,negative,-0.1027,0.955
390,2016-01-21,negative,-0.1027,0.951
391,2016-01-22,positive,0.3818,0.902
392,2016-01-22,neutral,0.0,1.0
393,2016-01-23,negative,-0.296,0.901
394,2016-01-23,negative,-0.7579,0.755
395,2016-01-24,positive,0.3182,0.802
396,2016-01-24,negative,-0.1027,0.723
397,2016-01-25,negative,-0.3612,0.608
398,2016-01-25,positive,0.5859,0.614
399,2016-01-26,positive,0.4767,0.678
400,2016-01-26,positive,0.1779,0.588
401,2016-01-27,positive,0.4767,0.747
402,2016-01-27,positive,0.128,0.777
403,2016-01-28,positive,0.5859,0.844
404,2016-01-28,neutral,0.0,1.0
405,2016-01-29,negative,-0.6124,0.844
406,2016-01-29,negative,-0.0516,0.854
407,2016-01-30,neutral,0.0,1.0
408,2016-01-30,negative,-0.3612,0.848
409,2016-01-31,negative,-0.4215,0.859
410,2016-01-31,negative,-0.4215,0.906
411,2016-02-01,negative,-0.4019,0.92
412,2016-02-01,negative,-0.0258,0.798
413,2016-02-02,neutral,0.0,1.0
414,2016-02-02,positive,0.7184,0.769
415,2016-02-03,positive,0.1779,0.855
416,2016-02-03,negative,-0.1531,0.935
417,2016-02-04,positive,0.3182,0.924
418,2016-02-04,positive,0.7351,0.807
419,2016-02-05,negative,-0.2263,0.703
420,2016-02-05,negative,-0.2263,0.694
421,2016-02-06,negative,-0.296,0.905
422,2016-02-06,neutral,0.0,1.0
423,2016-02-07,positive,0.5013,0.809
424,2016-02-07,positive,0.1531,0.792
425,2016-02-08,positive,0.4019,0.856
426,2016-02-08,positive,0.4106,0.791
427,2016-02-09,positive,0.7184,0.682
428,2016-02-09,positive,0.128,0.782
429,2016-02-10,positive,0.3612,0.898
430,2016-02-10,negative,-0.0258,0.819
431,2016-02-11,negative,-0.7351,0.783
432,2016-02-11,positive,0.7096,0.58
433,2016-02-12,neutral,0.0,1.0
434,2016-02-12,positive,0.7579,0.824
435,2016-02-13,neutral,0.0,1.0
436,2016-02-13,neutral,0.0,1.0
437,2016-02-14,neutral,0.0,1.0
438,2016-02-14,positive,0.4767,0.853
439,2016-02-15,neutral,0.0,1.0
440,2016-02-16,positive,0.4501,0.718
441,2016-02-17,negative,-0.0382,0.909
442,2016-02-17,negative,-0.4588,0.667
443,2016-02-18,positive,0.5574,0.833
444,2016-02-18,positive,0.8399,0.714
445,2016-02-19,negative,-0.2263,0.823
446,2016-02-19,negative,-0.1779,0.761
447,2016-02-20,positive,0.34,0.861
448,2016-02-20,positive,0.3182,0.922
449,2016-02-21,positive,0.6087,0.876
450,2016-02-21,positive,0.7559,0.811
451,2016-02-22,negative,-0.2023,0.764
452,2016-02-22,negative,-0.4404,0.828
453,2016-02-23,positive,0.2023,0.933
454,2016-02-23,positive,0.2023,0.933
455,2016-02-24,positive,0.3182,0.698
456,2016-02-24,negative,-0.5574,0.882
457,2016-02-25,positive,0.7096,0.796
458,2016-02-25,negative,-0.68,0.781
459,2016-02-26,positive,0.5106,0.864
460,2016-02-26,positive,0.5106,0.852
461,2016-02-27,neutral,0.0,1.0
462,2016-02-27,neutral,0.0,1.0
463,2016-02-28,positive,0.5859,0.847
464,2016-02-28,neutral,0.0,1.0
465,2016-02-29,positive,0.2023,0.714
466,2016-02-29,neutral,0.0,0.795
467,2016-03-01,negative,-0.8225,0.699
468,2016-03-01,negative,-0.765,0.663
469,2016-03-02,negative,-0.4404,0.892
470,2016-03-02,negative,-0.5994,0.818
471,2016-03-03,neutral,0.0,0.885
472,2016-03-03,neutral,0.0,1.0
473,2016-03-04,positive,0.4939,0.833
474,2016-03-04,positive,0.2263,0.615
475,2016-03-05,negative,-0.6124,0.833
476,2016-03-05,neutral,0.0,1.0
477,2016-03-06,neutral,0.0,1.0
478,2016-03-06,neutral,0.0,1.0
479,2016-03-07,positive,0.4754,0.754
480,2016-03-08,positive,0.6997,0.823
481,2016-03-08,positive,0.2732,0.909
482,2016-03-09,positive,0.0516,0.954
483,2016-03-09,positive,0.4404,0.86
484,2016-03-10,positive,0.6908,0.595
485,2016-03-10,positive,0.0258,0.782
486,2016-03-11,positive,0.5423,0.844
487,2016-03-11,negative,-0.5267,0.855
488,2016-03-12,neutral,0.0,1.0
489,2016-03-12,negative,-0.5267,0.848
490,2016-03-13,negative,-0.5859,0.798
491,2016-03-13,neutral,0.0,1.0
492,2016-03-14,positive,0.5423,0.857
493,2016-03-14,positive,0.5719,0.697
494,2016-03-15,positive,0.34,0.893
495,2016-03-15,positive,0.2023,0.909
496,2016-03-16,negative,-0.743,0.636
497,2016-03-16,negative,-0.5994,0.661
498,2016-03-17,negative,-0.25,0.833
499,2016-03-17,neutral,0.0,1.0
500,2016-03-18,positive,0.8402,0.654
501,2016-03-18,positive,0.7184,0.739
502,2016-03-19,neutral,0.0,1.0
503,2016-03-19,positive,0.743,0.73
504,2016-03-20,positive,0.4215,0.859
505,2016-03-20,positive,0.4215,0.859
506,2016-03-21,positive,0.4019,0.906
507,2016-03-21,neutral,0.0,1.0
508,2016-03-22,negative,-0.2263,0.747
509,2016-03-22,negative,-0.128,0.669
510,2016-03-23,negative,-0.5267,0.565
511,2016-03-23,positive,0.0772,0.658
512,2016-03-24,positive,0.7506,0.621
513,2016-03-24,positive,0.7506,0.61
514,2016-03-25,positive,0.3818,0.89
515,2016-03-25,positive,0.5267,0.761
516,2016-03-26,negative,-0.7297,0.328
517,2016-03-26,negative,-0.6597,0.357
518,2016-03-27,positive,0.836,0.681
519,2016-03-27,positive,0.6369,0.755
520,2016-03-28,positive,0.3182,0.706
521,2016-03-28,positive,0.7964,0.74
522,2016-03-29,positive,0.7425,0.759
523,2016-03-29,positive,0.3182,0.87
524,2016-03-30,positive,0.8442,0.573
525,2016-03-30,negative,-0.1901,0.626
526,2016-03-31,negative,-0.4939,0.84
527,2016-03-31,neutral,0.0,1.0
528,2016-04-01,positive,0.5267,0.888
529,2016-04-01,positive,0.5267,0.898
530,2016-04-02,neutral,0.0,1.0
531,2016-04-02,neutral,0.0,1.0
532,2016-04-03,positive,0.5719,0.852
533,2016-04-03,negative,-0.5859,0.513
534,2016-04-04,negative,-0.6249,0.819
535,2016-04-04,negative,-0.1513,0.822
536,2016-04-05,negative,-0.765,0.62
537,2016-04-05,positive,0.5994,0.731
538,2016-04-06,neutral,0.0,1.0
539,2016-04-06,neutral,0.0,1.0
540,2016-04-07,negative,-0.296,0.927
541,2016-04-07,negative,-0.5423,0.857
542,2016-04-08,negative,-0.4588,0.857
543,2016-04-08,positive,0.8779,0.701
544,2016-04-09,negative,-0.296,0.913
545,2016-04-09,negative,-0.296,0.922
546,2016-04-10,positive,0.1027,0.822
547,2016-04-10,positive,0.3182,0.836
548,2016-04-11,positive,0.7264,0.786
549,2016-04-11,negative,-0.3612,0.928
550,2016-04-12,positive,0.6908,0.826
551,2016-04-12,positive,0.6705,0.587
552,2016-04-13,positive,0.2732,0.909
553,2016-04-13,positive,0.0516,0.848
554,2016-04-14,positive,0.5848,0.722
555,2016-04-14,positive,0.7269,0.821
556,2016-04-15,negative,-0.4019,0.716
557,2016-04-15,positive,0.0258,0.519
558,2016-04-16,neutral,0.0,1.0
559,2016-04-16,neutral,0.0,1.0
560,2016-04-17,negative,-0.5267,0.845
561,2016-04-17,negative,-0.3182,0.753
562,2016-04-18,negative,-0.3612,0.868
563,2016-04-18,negative,-0.3612,0.811
564,2016-04-19,negative,-0.4019,0.825
565,2016-04-19,negative,-0.5106,0.879
566,2016-04-20,neutral,0.0,1.0
567,2016-04-20,positive,0.4404,0.896
568,2016-04-21,positive,0.4767,0.854
569,2016-04-21,positive,0.5994,0.521
570,2016-04-22,positive,0.6908,0.778
571,2016-04-22,neutral,0.0,1.0
572,2016-04-23,neutral,0.0,1.0
573,2016-04-23,neutral,0.0,1.0
574,2016-04-24,neutral,0.0,1.0
575,2016-04-24,neutral,0.0,1.0
576,2016-04-25,positive,0.4019,0.906
577,2016-04-25,positive,0.8091,0.771
578,2016-04-26,negative,-0.659,0.848
579,2016-04-26,negative,-0.2263,0.794
580,2016-04-27,positive,0.296,0.919
581,2016-04-27,neutral,0.0,1.0
582,2016-04-28,neutral,0.0,1.0
583,2016-04-28,negative,-0.1027,0.71
584,2016-04-29,positive,0.25,0.695
585,2016-04-29,positive,0.25,0.687
586,2016-04-30,positive,0.7506,0.637
587,2016-04-30,positive,0.8658,0.653
588,2016-05-01,positive,0.2263,0.921
589,2016-05-01,negative,-0.7783,0.674
590,2016-05-02,negative,-0.5719,0.861
591,2016-05-02,negative,-0.3875,0.914
592,2016-05-03,negative,-0.3818,0.918
593,2016-05-03,positive,0.34,0.928
594,2016-05-04,negative,-0.0772,0.814
595,2016-05-04,positive,0.296,0.916
596,2016-05-05,neutral,0.0,1.0
597,2016-05-05,positive,0.5994,0.855
598,2016-05-06,negative,-0.0772,0.848
599,2016-05-06,neutral,0.0,1.0
600,2016-05-07,positive,0.1027,0.748
601,2016-05-07,positive,0.1027,0.748
602,2016-05-08,positive,0.5859,0.827
603,2016-05-08,positive,0.5994,0.754
604,2016-05-09,positive,0.8625,0.714
605,2016-05-09,positive,0.7269,0.675
606,2016-05-10,neutral,0.0,1.0
607,2016-05-10,positive,0.7096,0.712
608,2016-05-11,neutral,0.0,1.0
609,2016-05-11,negative,-0.4939,0.842
610,2016-05-12,positive,0.34,0.888
611,2016-05-12,negative,-0.5423,0.851
612,2016-05-13,neutral,0.0,1.0
613,2016-05-13,positive,0.3182,0.901
614,2016-05-14,negative,-0.765,0.596
615,2016-05-14,positive,0.4019,0.926
616,2016-05-15,positive,0.6249,0.88
617,2016-05-15,neutral,0.0,1.0
618,2016-05-16,negative,-0.7717,0.601
619,2016-05-16,positive,0.7096,0.815
620,2016-05-17,negative,-0.7717,0.757
621,2016-05-17,positive,0.1779,0.753
622,2016-05-18,positive,0.4404,0.868
623,2016-05-18,negative,-0.2263,0.493
624,2016-05-19,negative,-0.7964,0.66
625,2016-05-19,positive,0.4588,0.786
626,2016-05-20,neutral,0.0,1.0
627,2016-05-20,neutral,0.0,1.0
628,2016-05-21,positive,0.0772,0.846
629,2016-05-21,positive,0.0772,0.841
630,2016-05-22,positive,0.4003,0.891
631,2016-05-22,positive,0.34,0.789
632,2016-05-23,negative,-0.1531,0.811
633,2016-05-23,negative,-0.1531,0.784
634,2016-05-24,positive,0.3612,0.894
635,2016-05-24,negative,-0.4215,0.877
636,2016-05-25,positive,0.25,0.929
637,2016-05-25,positive,0.7184,0.778
638,2016-05-26,positive,0.6636,0.611
639,2016-05-26,positive,0.5423,0.824
640,2016-05-27,negative,-0.5267,0.63
641,2016-05-27,positive,0.6597,0.81
642,2016-05-28,positive,0.5106,0.875
643,2016-05-28,positive,0.7096,0.789
644,2016-05-29,positive,0.7506,0.785
645,2016-05-29,positive,0.128,0.954
646,2016-05-30,positive,0.5719,0.861
647,2016-05-30,negative,-0.3182,0.644
648,2016-05-31,negative,-0.296,0.934
649,2016-05-31,negative,-0.296,0.927
650,2016-06-01,negative,-0.5363,0.732
651,2016-06-01,positive,0.4019,0.912
652,2016-06-02,positive,0.0772,0.947
653,2016-06-02,negative,-0.2732,0.905
654,2016-06-03,positive,0.4767,0.837
655,2016-06-03,positive,0.5574,0.82
656,2016-06-04,positive,0.6124,0.815
657,2016-06-04,positive,0.34,0.909
658,2016-06-05,positive,0.8316,0.714
659,2016-06-05,positive,0.7351,0.693
