date,Polarity_avg,Subjectivity_avg,Class
2018-02-14,0.08105000000000001,0.8835,positive
2018-02-14,0.08105000000000001,0.8835,negative
2018-02-15,-0.465,0.7875,neutral
2018-02-15,-0.465,0.7875,negative
2018-02-16,0.54395,0.8680000000000001,positive
2018-02-17,-0.11075000000000002,0.7475,positive
2018-02-17,-0.11075000000000002,0.7475,negative
2018-02-18,-0.12290000000000001,0.945,negative
2018-02-18,-0.12290000000000001,0.945,positive
2018-02-19,0.08895,0.8895,positive
2018-02-19,0.08895,0.8895,neutral
2018-02-20,0.2084,0.904,neutral
2018-02-20,0.2084,0.904,positive
2018-02-21,-0.09210000000000002,0.7925,negative
2018-02-21,-0.09210000000000002,0.7925,positive
2018-02-22,0.17,0.9775,neutral
2018-02-22,0.17,0.9775,positive
2018-02-23,0.5768,0.8494999999999999,positive
2018-02-24,0.6475500000000001,0.889,positive
2018-02-25,0.37095,0.9315,positive
2018-02-26,0.1366,0.9615,positive
2018-02-26,0.1366,0.9615,neutral
2018-02-27,0.41055,0.8280000000000001,positive
2018-02-28,0.2921,0.911,positive
2018-03-01,-0.09759999999999999,0.9059999999999999,positive
2018-03-01,-0.09759999999999999,0.9059999999999999,negative
2018-03-02,0.58375,0.873,positive
2018-03-03,-0.29664999999999997,0.8745,positive
2018-03-03,-0.29664999999999997,0.8745,negative
2018-03-04,-0.25875,0.8385,negative
2018-03-04,-0.25875,0.8385,neutral
2018-03-05,0.02495,0.7244999999999999,negative
2018-03-05,0.02495,0.7244999999999999,positive
2018-03-06,0.7934,0.7125,positive
2018-03-07,0.26990000000000003,0.8685,positive
2018-03-08,0.058699999999999974,0.739,positive
2018-03-08,0.058699999999999974,0.739,negative
2018-03-09,0.031799999999999995,0.835,negative
2018-03-09,0.031799999999999995,0.835,positive
2018-03-10,-0.6859999999999999,0.821,negative
2018-03-11,0.64195,0.8145,positive
2018-03-12,-0.1523,0.8445,negative
2018-03-12,-0.1523,0.8445,positive
2018-03-13,0.11020000000000002,0.8315,negative
2018-03-13,0.11020000000000002,0.8315,positive
2018-03-14,-0.18015,0.8275,positive
2018-03-14,-0.18015,0.8275,negative
2018-03-15,0.1909,0.9590000000000001,neutral
2018-03-15,0.1909,0.9590000000000001,positive
2018-03-16,-0.08235000000000003,0.786,negative
2018-03-16,-0.08235000000000003,0.786,positive
2018-03-17,-0.39540000000000003,0.7835000000000001,negative
2018-03-18,-0.2553,0.9490000000000001,negative
2018-03-18,-0.2553,0.9490000000000001,neutral
2018-03-19,-0.07694999999999999,0.788,negative
2018-03-19,-0.07694999999999999,0.788,positive
2018-03-20,0.2671,0.8155,negative
2018-03-20,0.2671,0.8155,positive
2018-03-21,0.06355,0.8475,negative
2018-03-21,0.06355,0.8475,positive
2018-03-22,-0.03689999999999999,0.8420000000000001,negative
2018-03-22,-0.03689999999999999,0.8420000000000001,positive
2018-03-23,-0.21025,0.825,positive
2018-03-23,-0.21025,0.825,negative
2018-03-24,0.36005,0.9145000000000001,positive
2018-03-25,0.008350000000000024,0.7545,negative
2018-03-25,0.008350000000000024,0.7545,positive
2018-03-26,-0.318,0.8085,negative
2018-03-27,-0.0864,0.87,positive
2018-03-27,-0.0864,0.87,negative
2018-03-28,0.24695,0.9095,neutral
2018-03-28,0.24695,0.9095,positive
2018-03-29,-0.56465,0.849,negative
2018-03-30,-0.007000000000000006,0.8454999999999999,negative
2018-03-30,-0.007000000000000006,0.8454999999999999,positive
2018-03-31,-0.6294,0.7925,negative
2018-04-01,-0.010299999999999976,0.7975,positive
2018-04-01,-0.010299999999999976,0.7975,negative
2018-04-02,-0.2698,0.9335,negative
2018-04-03,-0.04504999999999998,0.6970000000000001,positive
2018-04-03,-0.04504999999999998,0.6970000000000001,negative
2018-04-04,0.31845,0.9299999999999999,neutral
2018-04-04,0.31845,0.9299999999999999,positive
2018-04-05,-0.22224999999999998,0.8135,negative
2018-04-05,-0.22224999999999998,0.8135,positive
2018-04-06,-0.06620000000000004,0.8109999999999999,negative
2018-04-06,-0.06620000000000004,0.8109999999999999,positive
2018-04-07,0.4639,0.7705,positive
2018-04-08,0.36755,0.9405,neutral
2018-04-08,0.36755,0.9405,positive
2018-04-09,0.29295,0.9195,neutral
2018-04-09,0.29295,0.9195,positive
2018-04-10,-0.3243,0.9590000000000001,neutral
2018-04-10,-0.3243,0.9590000000000001,negative
2018-04-11,0.060950000000000004,0.8200000000000001,positive
2018-04-11,0.060950000000000004,0.8200000000000001,negative
2018-04-12,0.3844,0.798,positive
2018-04-13,-0.3777,0.7849999999999999,positive
2018-04-13,-0.3777,0.7849999999999999,negative
2018-04-14,-0.08779999999999999,0.881,positive
2018-04-14,-0.08779999999999999,0.881,negative
2018-04-15,0.54825,0.851,positive
2018-04-16,-0.0386,0.9155,neutral
2018-04-16,-0.0386,0.9155,negative
2018-04-17,0.014950000000000019,0.7775,positive
2018-04-17,0.014950000000000019,0.7775,negative
2018-04-18,0.44115000000000004,0.736,positive
2018-04-19,0.5536,0.8200000000000001,positive
2018-04-20,-0.2997,0.9199999999999999,negative
2018-04-20,-0.2997,0.9199999999999999,neutral
2018-04-21,-0.1495,0.8665,negative
2018-04-22,0.2497,0.867,negative
2018-04-22,0.2497,0.867,positive
2018-04-23,0.5517,0.8295,positive
2018-04-24,-0.20934999999999998,0.7949999999999999,positive
2018-04-24,-0.20934999999999998,0.7949999999999999,negative
2018-04-25,0.2113,0.8025,positive
2018-04-25,0.2113,0.8025,negative
2018-04-26,-0.158,0.886,positive
2018-04-26,-0.158,0.886,negative
2018-04-27,-0.4158,0.864,negative
2018-04-27,-0.4158,0.864,neutral
2018-04-28,0.16955,0.738,positive
2018-04-28,0.16955,0.738,negative
2018-04-29,0.3592,0.8895,positive
2018-04-29,0.3592,0.8895,neutral
2018-04-30,-0.43599999999999994,0.8195,negative
2018-05-01,-0.35745,0.8105,negative
2018-05-02,0.1089,0.8165,positive
2018-05-02,0.1089,0.8165,negative
2018-05-03,0.09129999999999999,0.8045,negative
2018-05-03,0.09129999999999999,0.8045,positive
2018-05-04,-0.2851,0.6165,negative
2018-05-05,0.32015,0.761,positive
2018-05-05,0.32015,0.761,negative
2018-05-06,0.13954999999999998,0.777,negative
2018-05-06,0.13954999999999998,0.777,positive
2018-05-07,-0.058499999999999996,0.9085,positive
2018-05-07,-0.058499999999999996,0.9085,negative
2018-05-08,0.3715,0.924,positive
2018-05-09,0.30215,0.8605,positive
2018-05-09,0.30215,0.8605,negative
2018-05-10,0.38754999999999995,0.847,positive
2018-05-11,0.37895,0.8975,neutral
2018-05-11,0.37895,0.8975,positive
2018-05-12,-0.20095,0.873,negative
2018-05-12,-0.20095,0.873,neutral
2018-05-13,0.08284999999999998,0.8205,negative
2018-05-13,0.08284999999999998,0.8205,positive
2018-05-14,0.08574999999999999,0.841,negative
2018-05-14,0.08574999999999999,0.841,positive
2018-05-15,-0.12219999999999999,0.7495,positive
2018-05-15,-0.12219999999999999,0.7495,negative
2018-05-16,-0.09505,0.888,negative
2018-05-16,-0.09505,0.888,positive
2018-05-17,0.4111,0.8935,positive
2018-05-18,0.47635,0.7424999999999999,positive
2018-05-19,0.56995,0.775,positive
2018-05-20,0.125,0.888,positive
2018-05-20,0.125,0.888,neutral
2018-05-21,0.3162,0.845,positive
2018-05-21,0.3162,0.845,negative
2018-05-22,-0.6643,0.7115,negative
2018-05-23,0.48945,0.8975,positive
2018-05-24,0.39744999999999997,0.758,positive
2018-05-25,-0.18795,0.935,negative
2018-05-26,0.0413,0.782,positive
2018-05-26,0.0413,0.782,negative
2018-05-27,0.25365,0.8805000000000001,positive
2018-05-27,0.25365,0.8805000000000001,negative
2018-05-28,0.5971500000000001,0.7975,positive
2018-05-29,0.4211,0.8345,positive
2018-05-30,0.4568,0.8315,positive
2018-05-30,0.4568,0.8315,neutral
2018-05-31,0.2553,0.9355,neutral
2018-05-31,0.2553,0.9355,positive
2018-06-01,0.056050000000000016,0.8355,positive
2018-06-01,0.056050000000000016,0.8355,negative
2018-06-02,-0.26015,0.8109999999999999,negative
2018-06-02,-0.26015,0.8109999999999999,positive
2018-06-03,0.06589999999999999,0.8785000000000001,positive
2018-06-03,0.06589999999999999,0.8785000000000001,negative
2018-06-04,-0.2202,0.944,negative
2018-06-04,-0.2202,0.944,neutral
2018-06-05,0.0708,0.796,positive
2018-06-06,0.3818,0.928,positive
2018-06-07,0.19324999999999998,0.8825,negative
2018-06-07,0.19324999999999998,0.8825,positive
2018-06-08,-0.148,0.9595,negative
2018-06-08,-0.148,0.9595,neutral
2018-06-09,-0.2553,0.9395,negative
2018-06-09,-0.2553,0.9395,neutral
2018-06-10,0.25125000000000003,0.915,positive
2018-06-11,-0.24805000000000002,0.8045,positive
2018-06-11,-0.24805000000000002,0.8045,negative
2018-06-12,-0.6387,0.726,negative
2018-06-13,0.75535,0.797,positive
2018-06-14,0.10115,0.9465,positive
2018-06-14,0.10115,0.9465,neutral
2018-06-15,0.30575,0.9325,positive
2018-06-15,0.30575,0.9325,neutral
2018-06-16,-0.8267,0.71,negative
2018-06-17,-0.3454,0.87,neutral
2018-06-17,-0.3454,0.87,negative
2018-06-18,-0.212,0.857,negative
2018-06-19,-0.4019,0.902,negative
2018-06-20,-0.1645,0.9415,negative
2018-06-21,-0.05510000000000004,0.835,negative
2018-06-21,-0.05510000000000004,0.835,positive
2018-06-22,-0.41355,0.862,negative
2018-06-22,-0.41355,0.862,neutral
2018-06-23,-0.07900000000000001,0.7925,negative
2018-06-23,-0.07900000000000001,0.7925,positive
2018-06-24,-0.0826,0.755,negative
2018-06-25,-0.5418499999999999,0.825,negative
2018-06-26,0.6157999999999999,0.8375,positive
2018-06-27,0.64425,0.7555000000000001,positive
2018-06-28,-0.008050000000000002,0.87,positive
2018-06-28,-0.008050000000000002,0.87,negative
2018-06-29,0.3243,0.829,neutral
2018-06-29,0.3243,0.829,positive
2018-06-30,-0.08780000000000002,0.8520000000000001,negative
2018-06-30,-0.08780000000000002,0.8520000000000001,positive
2018-07-01,0.5568,0.8434999999999999,positive
2018-07-02,0.15925000000000003,0.794,negative
2018-07-02,0.15925000000000003,0.794,positive
2018-07-03,0.10424999999999998,0.8035000000000001,negative
2018-07-03,0.10424999999999998,0.8035000000000001,positive
2018-07-04,0.025900000000000034,0.8155,positive
2018-07-04,0.025900000000000034,0.8155,negative
2018-07-05,-0.07925000000000001,0.885,negative
2018-07-05,-0.07925000000000001,0.885,positive
2018-07-06,0.27390000000000003,0.7805,positive
2018-07-06,0.27390000000000003,0.7805,negative
2018-07-07,-0.12455,0.785,positive
2018-07-07,-0.12455,0.785,negative
2018-07-08,0.3162,0.699,positive
2018-07-08,0.3162,0.699,negative
2018-07-09,-0.36819999999999997,0.8625,negative
2018-07-10,-0.5017,0.7929999999999999,negative
2018-07-11,0.0129,0.9724999999999999,positive
2018-07-11,0.0129,0.9724999999999999,neutral
2018-07-12,0.22305,0.8334999999999999,positive
2018-07-12,0.22305,0.8334999999999999,negative
2018-07-13,-0.009800000000000003,0.8515,positive
2018-07-13,-0.009800000000000003,0.8515,negative
2018-07-14,0.24695,0.8995,positive
2018-07-14,0.24695,0.8995,neutral
2018-07-15,0.2553,0.871,positive
2018-07-15,0.2553,0.871,neutral
2018-07-16,0.2553,0.883,positive
2018-07-16,0.2553,0.883,neutral
2018-07-17,0.042899999999999994,0.851,positive
2018-07-17,0.042899999999999994,0.851,negative
2018-07-18,0.08975,0.6575,positive
2018-07-18,0.08975,0.6575,negative
2018-07-19,0.05685000000000001,0.8,negative
2018-07-19,0.05685000000000001,0.8,positive
2018-07-20,-0.27475,0.7549999999999999,negative
2018-07-21,0.6974,0.827,positive
2018-07-22,0.1525,0.8674999999999999,positive
2018-07-23,0.0386,0.98,positive
2018-07-23,0.0386,0.98,neutral
2018-07-24,0.0,1.0,neutral
2018-07-25,0.16445,0.8815,negative
2018-07-25,0.16445,0.8815,positive
2018-07-26,-0.1924,0.7915,negative
2018-07-26,-0.1924,0.7915,positive
2018-07-27,0.2086,0.946,positive
2018-07-28,-0.01535000000000003,0.7495,negative
2018-07-28,-0.01535000000000003,0.7495,positive
2018-07-29,0.55845,0.8280000000000001,positive
2018-07-30,0.019850000000000007,0.895,positive
2018-07-30,0.019850000000000007,0.895,negative
2018-07-31,-0.37895,0.8400000000000001,neutral
2018-07-31,-0.37895,0.8400000000000001,negative
2018-08-01,0.6987,0.7875000000000001,positive
2018-08-02,0.2295,0.8045,negative
2018-08-02,0.2295,0.8045,positive
2018-08-03,-0.43135,0.871,negative
2018-08-04,0.0524,0.8534999999999999,positive
2018-08-05,-0.0038,0.8714999999999999,negative
2018-08-05,-0.0038,0.8714999999999999,neutral
2018-08-06,0.35695,0.8354999999999999,positive
2018-08-07,0.4124,0.8115,positive
2018-08-07,0.4124,0.8115,neutral
2018-08-08,0.17,0.9475,positive
2018-08-08,0.17,0.9475,neutral
2018-08-09,-0.14675,0.8434999999999999,negative
2018-08-09,-0.14675,0.8434999999999999,positive
2018-08-10,-0.29969999999999997,0.766,negative
2018-08-11,0.5796,0.8240000000000001,positive
2018-08-12,0.337,0.6925,positive
2018-08-12,0.337,0.6925,negative
2018-08-13,0.0726,0.9470000000000001,positive
2018-08-13,0.0726,0.9470000000000001,negative
2018-08-14,-0.1591,0.9685,negative
2018-08-14,-0.1591,0.9685,neutral
2018-08-15,-0.01695000000000002,0.8334999999999999,positive
2018-08-15,-0.01695000000000002,0.8334999999999999,negative
2018-08-16,-0.035499999999999976,0.7675000000000001,negative
2018-08-16,-0.035499999999999976,0.7675000000000001,positive
2018-08-17,-0.03845,0.9185,positive
2018-08-17,-0.03845,0.9185,negative
2018-08-18,0.18994999999999995,0.8145,positive
2018-08-18,0.18994999999999995,0.8145,negative
2018-08-19,0.28175,0.8460000000000001,positive
2018-08-20,0.012749999999999997,0.7915,negative
2018-08-20,0.012749999999999997,0.7915,positive
2018-08-21,0.06669999999999998,0.7505,negative
2018-08-21,0.06669999999999998,0.7505,positive
2018-08-22,-0.07994999999999997,0.7895000000000001,positive
2018-08-22,-0.07994999999999997,0.7895000000000001,negative
2018-08-23,0.48545000000000005,0.7935,positive
2018-08-24,0.11315,0.902,neutral
2018-08-24,0.11315,0.902,positive
2018-08-25,0.10705,0.7284999999999999,positive
2018-08-25,0.10705,0.7284999999999999,negative
2018-08-26,-0.2813,0.7875,positive
2018-08-26,-0.2813,0.7875,negative
2018-08-27,-0.33005,0.847,negative
2018-08-28,0.49305,0.8580000000000001,positive
2018-08-29,0.3812,0.8394999999999999,positive
2018-08-30,0.11434999999999998,0.8705,positive
2018-08-30,0.11434999999999998,0.8705,negative
2018-08-31,0.50925,0.8440000000000001,positive
2018-09-01,-0.19255,0.8365,positive
2018-09-01,-0.19255,0.8365,negative
2018-09-02,0.16219999999999996,0.77,negative
2018-09-02,0.16219999999999996,0.77,positive
2018-09-03,0.12689999999999999,0.91,positive
2018-09-03,0.12689999999999999,0.91,negative
2018-09-04,-0.07014999999999999,0.847,positive
2018-09-04,-0.07014999999999999,0.847,negative
2018-09-05,0.05295,0.895,negative
2018-09-05,0.05295,0.895,positive
2018-09-06,-0.08600000000000002,0.849,negative
2018-09-06,-0.08600000000000002,0.849,positive
2018-09-07,0.698,0.788,positive
2018-09-08,0.4063,0.868,positive
2018-09-08,0.4063,0.868,neutral
2018-09-09,-0.6626000000000001,0.8594999999999999,negative
2018-09-10,-0.6824,0.8200000000000001,negative
2018-09-11,0.15175,0.7605,positive
2018-09-12,0.14924999999999997,0.7795,negative
2018-09-12,0.14924999999999997,0.7795,positive
2018-09-13,0.16235,0.8485,negative
2018-09-13,0.16235,0.8485,positive
2018-09-14,0.3891,0.8125,positive
2018-09-14,0.3891,0.8125,negative
2018-09-15,-0.2997,0.935,negative
2018-09-15,-0.2997,0.935,neutral
2018-09-16,-0.5415,0.7555000000000001,negative
2018-09-17,0.7036,0.7215,positive
2018-09-18,-0.0258,0.9315,negative
2018-09-18,-0.0258,0.9315,neutral
2018-09-19,0.21469999999999997,0.7135,positive
2018-09-19,0.21469999999999997,0.7135,negative
2018-09-20,0.3883,0.7855,positive
2018-09-21,0.5103,0.827,positive
2018-09-22,0.5568,0.8475,positive
2018-09-23,0.20379999999999998,0.6725,positive
2018-09-23,0.20379999999999998,0.6725,negative
2018-09-24,0.13975,0.8405,positive
2018-09-25,0.31070000000000003,0.7775,positive
2018-09-25,0.31070000000000003,0.7775,negative
2018-09-26,0.75335,0.7235,positive
2018-09-27,0.51555,0.7785,positive
2018-09-28,0.29390000000000005,0.891,positive
2018-09-29,0.42669999999999997,0.895,positive
2018-09-30,0.10880000000000004,0.8460000000000001,positive
2018-09-30,0.10880000000000004,0.8460000000000001,negative
2018-10-01,0.1872,0.9515,positive
2018-10-01,0.1872,0.9515,neutral
2018-10-02,0.56985,0.8445,positive
2018-10-03,0.4568,0.8135,neutral
2018-10-03,0.4568,0.8135,positive
2018-10-04,-0.1366,0.9415,neutral
2018-10-04,-0.1366,0.9415,negative
2018-10-05,-0.11109999999999998,0.7655,positive
2018-10-05,-0.11109999999999998,0.7655,negative
2018-10-06,0.4215,0.9115,positive
2018-10-07,0.021649999999999947,0.7885,positive
2018-10-07,0.021649999999999947,0.7885,negative
2018-10-08,0.172,0.938,positive
2018-10-09,-0.212,0.743,negative
2018-10-10,0.1205,0.876,negative
2018-10-10,0.1205,0.876,positive
2018-10-11,0.24780000000000002,0.7695000000000001,positive
2018-10-11,0.24780000000000002,0.7695000000000001,negative
2018-10-12,0.29295,0.9315,positive
2018-10-12,0.29295,0.9315,neutral
2018-10-13,-0.1607,0.8945,negative
2018-10-14,0.09664999999999999,0.8565,positive
2018-10-14,0.09664999999999999,0.8565,negative
2018-10-15,0.5326500000000001,0.817,positive
2018-10-16,0.07014999999999999,0.7495,positive
2018-10-16,0.07014999999999999,0.7495,negative
2018-10-17,-0.1279,0.7395,negative
2018-10-18,0.21075,0.9495,positive
2018-10-18,0.21075,0.9495,neutral
2018-10-19,-0.19935,0.929,negative
2018-10-20,0.08974999999999998,0.845,positive
2018-10-20,0.08974999999999998,0.845,negative
2018-10-21,-0.6705,0.7725,negative
2018-10-22,0.20095,0.938,positive
2018-10-22,0.20095,0.938,neutral
2018-10-23,0.4019,0.899,positive
2018-10-24,0.38584999999999997,0.753,positive
2018-10-25,0.11150000000000002,0.826,positive
2018-10-25,0.11150000000000002,0.826,negative
2018-10-26,0.1752,0.9175,positive
2018-10-27,-0.09759999999999999,0.8320000000000001,negative
2018-10-27,-0.09759999999999999,0.8320000000000001,positive
2018-10-28,-0.28505,0.8185,negative
2018-10-28,-0.28505,0.8185,positive
2018-10-29,0.28785000000000005,0.6545,positive
2018-10-29,0.28785000000000005,0.6545,negative
2018-10-30,0.21134999999999998,0.7495,positive
2018-10-30,0.21134999999999998,0.7495,negative
2018-10-31,-0.0129,0.925,negative
2018-10-31,-0.0129,0.925,neutral
2018-11-01,0.32985,0.901,neutral
2018-11-01,0.32985,0.901,positive
2018-11-02,-0.4215,0.901,negative
2018-11-03,0.11624999999999999,0.725,negative
2018-11-03,0.11624999999999999,0.725,positive
2018-11-04,0.0,1.0,neutral
2018-11-05,0.24165,0.877,positive
2018-11-05,0.24165,0.877,negative
2018-11-06,-0.04185,0.8525,positive
2018-11-06,-0.04185,0.8525,negative
2018-11-07,0.33525,0.845,neutral
2018-11-07,0.33525,0.845,positive
2018-11-08,0.30585,0.9095,positive
2018-11-09,0.2419,0.8654999999999999,positive
2018-11-09,0.2419,0.8654999999999999,negative
2018-11-10,0.24805,0.8855,positive
2018-11-11,0.6889000000000001,0.8260000000000001,positive
2018-11-12,0.67805,0.821,positive
2018-11-13,-0.21315,0.9325,negative
2018-11-14,0.009500000000000008,0.725,positive
2018-11-14,0.009500000000000008,0.725,negative
2018-11-15,0.2377,0.9095,positive
2018-11-15,0.2377,0.9095,neutral
2018-11-16,0.4487,0.8029999999999999,positive
2018-11-17,-0.2951,0.739,negative
2018-11-17,-0.2951,0.739,positive
2018-11-18,0.3141,0.8415,positive
2018-11-19,-0.2295,0.7789999999999999,positive
2018-11-19,-0.2295,0.7789999999999999,negative
2018-11-20,0.051500000000000004,0.8385,positive
2018-11-21,-0.50045,0.8109999999999999,negative
2018-11-22,0.34965,0.8260000000000001,negative
2018-11-22,0.34965,0.8260000000000001,positive
2018-11-23,0.7191,0.746,positive
2018-11-24,0.46455,0.7815000000000001,positive
2018-11-25,-0.1508,0.7085,negative
2018-11-26,0.03770000000000001,0.7915000000000001,positive
2018-11-26,0.03770000000000001,0.7915000000000001,negative
2018-11-27,-0.04915,0.7949999999999999,positive
2018-11-27,-0.04915,0.7949999999999999,negative
2018-11-28,0.27695000000000003,0.8645,positive
2018-11-29,-0.499,0.8025,negative
2018-11-30,-0.21545,0.878,negative
2018-11-30,-0.21545,0.878,positive
2018-12-01,0.21395,0.8565,positive
2018-12-02,0.2158,0.789,negative
2018-12-02,0.2158,0.789,positive
2018-12-03,0.3404,0.8945000000000001,positive
2018-12-03,0.3404,0.8945000000000001,neutral
2018-12-04,-0.2202,0.8534999999999999,negative
2018-12-04,-0.2202,0.8534999999999999,neutral
2018-12-05,0.31155,0.6725,negative
2018-12-05,0.31155,0.6725,positive
2018-12-06,-0.1366,0.896,negative
2018-12-06,-0.1366,0.896,neutral
2018-12-07,-0.47945000000000004,0.8055,negative
2018-12-08,-0.09509999999999999,0.6970000000000001,negative
2018-12-08,-0.09509999999999999,0.6970000000000001,positive
2018-12-09,-0.3715,0.8815,neutral
2018-12-09,-0.3715,0.8815,negative
2018-12-10,-0.32455,0.7315,negative
2018-12-11,0.1618,0.9079999999999999,positive
2018-12-11,0.1618,0.9079999999999999,negative
2018-12-12,0.6101000000000001,0.884,positive
2018-12-13,-0.05904999999999999,0.9525,negative
2018-12-13,-0.05904999999999999,0.9525,positive
2018-12-14,-0.11830000000000002,0.7025,positive
2018-12-14,-0.11830000000000002,0.7025,negative
2018-12-15,-0.3147,0.8260000000000001,negative
2018-12-16,0.74515,0.8245,positive
2018-12-17,0.5457,0.8685,positive
2018-12-18,0.20984999999999998,0.8305,positive
2018-12-18,0.20984999999999998,0.8305,negative
2018-12-19,0.1813,0.8360000000000001,positive
2018-12-19,0.1813,0.8360000000000001,negative
2018-12-20,-0.2587,0.849,negative
2018-12-20,-0.2587,0.849,positive
2018-12-21,0.611,0.8855,positive
2018-12-22,-0.08895,0.9235,negative
2018-12-22,-0.08895,0.9235,neutral
2018-12-23,0.34455,0.718,positive
2018-12-24,0.1525,0.8899999999999999,positive
2018-12-25,-0.09079999999999996,0.8465,negative
2018-12-25,-0.09079999999999996,0.8465,positive
2018-12-26,0.2553,0.9435,positive
2018-12-26,0.2553,0.9435,neutral
2018-12-27,0.5489,0.8354999999999999,positive
2018-12-28,0.2202,0.9585,neutral
2018-12-28,0.2202,0.9585,positive
2018-12-29,0.5103,0.8255,positive
2018-12-30,0.5525,0.8734999999999999,positive
2018-12-31,-0.32594999999999996,0.857,negative
2019-01-01,-0.26495,0.7915000000000001,negative
2019-01-02,0.6545000000000001,0.8255,positive
2019-01-03,-0.41055,0.848,negative
2019-01-04,-0.6116,0.849,negative
2019-01-05,-0.41125,0.868,neutral
2019-01-05,-0.41125,0.868,negative
2019-01-06,0.2407,0.872,negative
2019-01-06,0.2407,0.872,positive
2019-01-07,0.09345,0.8865000000000001,negative
2019-01-07,0.09345,0.8865000000000001,positive
2019-01-08,-0.49805,0.844,negative
2019-01-09,0.16885,0.9305,positive
2019-01-09,0.16885,0.9305,negative
2019-01-10,0.2997,0.854,positive
2019-01-10,0.2997,0.854,neutral
2019-01-11,0.37095,0.922,positive
2019-01-12,-0.21015,0.944,neutral
2019-01-12,-0.21015,0.944,negative
2019-01-13,0.1806,0.9045000000000001,neutral
2019-01-13,0.1806,0.9045000000000001,positive
2019-01-14,0.15245000000000003,0.7765,negative
2019-01-14,0.15245000000000003,0.7765,positive
2019-01-15,0.46204999999999996,0.8955,positive
2019-01-16,0.0,1.0,neutral
2019-01-17,-0.37895,0.89,neutral
2019-01-17,-0.37895,0.89,negative
2019-01-18,-0.29315,0.8819999999999999,positive
2019-01-18,-0.29315,0.8819999999999999,negative
2019-01-19,0.04844999999999999,0.8325,negative
2019-01-19,0.04844999999999999,0.8325,positive
2019-01-20,-0.63365,0.8055,negative
2019-01-21,0.13695,0.873,negative
2019-01-21,0.13695,0.873,positive
2019-01-22,-0.06740000000000002,0.8280000000000001,negative
2019-01-22,-0.06740000000000002,0.8280000000000001,positive
2019-01-23,0.3715,0.9095,neutral
2019-01-23,0.3715,0.9095,positive
2019-01-24,0.025300000000000003,0.786,positive
2019-01-24,0.025300000000000003,0.786,negative
2019-01-25,0.22865,0.6839999999999999,positive
2019-01-26,0.6152500000000001,0.837,positive
2019-01-27,0.27985,0.7989999999999999,positive
2019-01-28,0.07535,0.863,positive
2019-01-28,0.07535,0.863,negative
2019-01-29,0.0,1.0,neutral
2019-01-30,0.064,0.9755,neutral
2019-01-30,0.064,0.9755,positive
2019-01-31,0.0,1.0,neutral
2019-02-01,0.41125,0.744,positive
2019-02-01,0.41125,0.744,neutral
2019-02-02,-0.36345,0.913,neutral
2019-02-02,-0.36345,0.913,negative
2019-02-03,0.5736,0.8694999999999999,positive
2019-02-04,0.44789999999999996,0.878,positive
2019-02-05,-0.58365,0.873,negative
2019-02-06,0.08574999999999999,0.862,negative
2019-02-06,0.08574999999999999,0.862,positive
2019-02-07,0.7105,0.8175,positive
2019-02-08,-0.19855,0.8200000000000001,negative
2019-02-08,-0.19855,0.8200000000000001,positive
2019-02-09,-0.12755000000000002,0.7364999999999999,positive
2019-02-09,-0.12755000000000002,0.7364999999999999,negative
2019-02-10,0.0009,0.9045000000000001,neutral
2019-02-10,0.0009,0.9045000000000001,positive
2019-02-11,0.33455,0.7675000000000001,positive
2019-02-11,0.33455,0.7675000000000001,negative
2019-02-12,0.29245,0.8665,neutral
2019-02-12,0.29245,0.8665,positive
2019-02-13,-0.25215,0.8865000000000001,negative
2019-02-13,-0.25215,0.8865000000000001,neutral
2019-02-14,0.26415,0.7865,positive
2019-02-15,0.57625,0.853,positive
2019-02-16,-0.63365,0.7415,negative
2019-02-17,0.1591,0.9635,neutral
2019-02-17,0.1591,0.9635,positive
2019-02-18,0.03205000000000002,0.776,positive
2019-02-18,0.03205000000000002,0.776,negative
2019-02-19,-0.23835,0.874,neutral
2019-02-19,-0.23835,0.874,negative
2019-02-20,0.28595,0.921,positive
2019-02-20,0.28595,0.921,neutral
2019-02-21,0.4256,0.868,positive
2019-02-22,0.10439999999999999,0.8089999999999999,positive
2019-02-22,0.10439999999999999,0.8089999999999999,negative
2019-02-23,0.5824,0.8394999999999999,positive
2019-02-24,0.0,1.0,neutral
2019-02-25,-0.064,0.9075,neutral
2019-02-25,-0.064,0.9075,negative
2019-02-26,0.1839,0.9490000000000001,positive
2019-02-27,0.26744999999999997,0.7525,positive
2019-02-28,0.5991500000000001,0.819,positive
2019-03-01,0.44035,0.8534999999999999,positive
2019-03-01,0.44035,0.8534999999999999,neutral
2019-03-02,0.7819499999999999,0.766,positive
2019-03-03,0.1191,0.9735,neutral
2019-03-03,0.1191,0.9735,positive
2019-03-04,0.3953,0.8825000000000001,positive
2019-03-04,0.3953,0.8825000000000001,neutral
2019-03-05,0.51555,0.8215,positive
2019-03-06,0.45424999999999993,0.8005,positive
2019-03-07,0.36755,0.9279999999999999,neutral
2019-03-07,0.36755,0.9279999999999999,positive
2019-03-08,0.35960000000000003,0.8049999999999999,positive
2019-03-09,-0.5362,0.8714999999999999,negative
2019-03-10,0.0,1.0,neutral
2019-03-11,0.15175,0.855,positive
2019-03-12,-0.12755,0.755,negative
2019-03-13,0.32445,0.83,positive
