Date,Open,High,Low,Close,Volume
"Thursday, February 25, 2021",104.55,104.55,104.55,104.55,--
"Wednesday, February 24, 2021",105.65,105.65,105.65,105.65,--
"Tuesday, February 23, 2021",105.66,105.66,105.66,105.66,--
"Monday, February 22, 2021",105.56,105.56,105.56,105.56,--
"Friday, February 19, 2021",105.4,105.4,105.4,105.4,--
"Thursday, February 18, 2021",105.65,105.65,105.65,105.65,--
"Wednesday, February 17, 2021",105.94,105.94,105.94,105.94,--
"Tuesday, February 16, 2021",106.03,106.03,106.03,106.03,--
"Monday, February 15, 2021",106.36,106.36,106.36,106.36,--
"Friday, February 12, 2021",106.34,106.34,106.34,106.34,--
"Thursday, February 11, 2021",106.44,106.44,106.44,106.44,--
"Wednesday, February 10, 2021",106.47,106.47,106.47,106.47,--
"Tuesday, February 09, 2021",106.37,106.37,106.37,106.37,--
"Monday, February 08, 2021",106.33,106.33,106.33,106.33,--
"Friday, February 05, 2021",106.27,106.27,106.27,106.27,--
"Thursday, February 04, 2021",106.22,106.22,106.22,106.22,--
"Wednesday, February 03, 2021",106.28,106.28,106.28,106.28,--
"Tuesday, February 02, 2021",106.23,106.23,106.23,106.23,--
"Monday, February 01, 2021",106.14,106.14,106.14,106.14,--
"Friday, January 29, 2021",106.23,106.23,106.23,106.23,--
"Thursday, January 28, 2021",106.27,106.27,106.27,106.27,--
"Wednesday, January 27, 2021",106.19,106.19,106.19,106.19,--
"Tuesday, January 26, 2021",106.16,106.16,106.16,106.16,--
"Monday, January 25, 2021",106.19,106.19,106.19,106.19,--
"Friday, January 22, 2021",106.05,106.05,106.05,106.05,--
"Thursday, January 21, 2021",106.15,106.15,106.15,106.15,--
"Wednesday, January 20, 2021",105.95,105.95,105.95,105.95,--
"Tuesday, January 19, 2021",105.85,105.85,105.85,105.85,--
"Monday, January 18, 2021",105.64,105.64,105.64,105.64,--
"Friday, January 15, 2021",105.64,105.64,105.64,105.64,--
"Thursday, January 14, 2021",105.49,105.49,105.49,105.49,--
"Wednesday, January 13, 2021",105.38,105.38,105.38,105.38,--
"Tuesday, January 12, 2021",105.3,105.3,105.3,105.3,--
"Monday, January 11, 2021",105.27,105.27,105.27,105.27,--
"Friday, January 08, 2021",105.41,105.41,105.41,105.41,--
"Thursday, January 07, 2021",105.69,105.69,105.69,105.69,--
"Wednesday, January 06, 2021",105.63,105.63,105.63,105.63,--
"Tuesday, January 05, 2021",105.74,105.74,105.74,105.74,--
"Monday, January 04, 2021",105.75,105.75,105.75,105.75,--
"Thursday, December 31, 2020",105.6,105.6,105.6,105.6,--
"Wednesday, December 30, 2020",105.42,105.42,105.42,105.42,--
"Tuesday, December 29, 2020",105.4,105.4,105.4,105.4,--
"Monday, December 28, 2020",105.45,105.45,105.45,105.45,--
"Thursday, December 24, 2020",105.45,105.45,105.45,105.45,--
"Wednesday, December 23, 2020",105.44,105.44,105.44,105.44,--
"Tuesday, December 22, 2020",105.35,105.35,105.35,105.35,--
"Monday, December 21, 2020",105.29,105.29,105.29,105.29,--
"Friday, December 18, 2020",105.32,105.32,105.32,105.32,--
"Thursday, December 17, 2020",105.31,105.31,105.31,105.31,--
"Wednesday, December 16, 2020",105.27,105.27,105.27,105.27,--
"Tuesday, December 15, 2020",105.17,105.17,105.17,105.17,--
"Monday, December 14, 2020",105.04,105.04,105.04,105.04,--
"Friday, December 11, 2020",104.99,104.99,104.99,104.99,--
"Thursday, December 10, 2020",104.97,104.97,104.97,104.97,--
"Wednesday, December 09, 2020",104.93,104.93,104.93,104.93,--
"Tuesday, December 08, 2020",104.99,104.99,104.99,104.99,--
"Monday, December 07, 2020",104.9,104.9,104.9,104.9,--
"Friday, December 04, 2020",104.7,104.7,104.7,104.7,--
"Thursday, December 03, 2020",104.66,104.66,104.66,104.66,--
"Wednesday, December 02, 2020",104.48,104.48,104.48,104.48,--
"Tuesday, December 01, 2020",104.33,104.33,104.33,104.33,--
"Monday, November 30, 2020",104.46,104.46,104.46,104.46,--
"Friday, November 27, 2020",104.37,104.37,104.37,104.37,--
"Thursday, November 26, 2020",104.23,104.23,104.23,104.23,--
"Wednesday, November 25, 2020",104.23,104.23,104.23,104.23,--
"Tuesday, November 24, 2020",104.13,104.13,104.13,104.13,--
"Monday, November 23, 2020",104.01,104.01,104.01,104.01,--
"Friday, November 20, 2020",104.01,104.01,104.01,104.01,--
"Thursday, November 19, 2020",103.96,103.96,103.96,103.96,--
"Wednesday, November 18, 2020",103.93,103.93,103.93,103.93,--
"Tuesday, November 17, 2020",103.95,103.95,103.95,103.95,--
"Monday, November 16, 2020",103.88,103.88,103.88,103.88,--
"Friday, November 13, 2020",103.89,103.89,103.89,103.89,--
"Thursday, November 12, 2020",103.93,103.93,103.93,103.93,--
"Wednesday, November 11, 2020",103.77,103.77,103.77,103.77,--
"Tuesday, November 10, 2020",103.76,103.76,103.76,103.76,--
"Monday, November 09, 2020",103.7,103.7,103.7,103.7,--
"Friday, November 06, 2020",103.7,103.7,103.7,103.7,--
"Thursday, November 05, 2020",103.95,103.95,103.95,103.95,--
"Wednesday, November 04, 2020",103.94,103.94,103.94,103.94,--
"Tuesday, November 03, 2020",103.89,103.89,103.89,103.89,--
"Monday, November 02, 2020",103.9,103.9,103.9,103.9,--
"Friday, October 30, 2020",103.76,103.76,103.76,103.76,--
"Thursday, October 29, 2020",103.95,103.95,103.95,103.95,--
"Wednesday, October 28, 2020",104.2,104.2,104.2,104.2,--
"Tuesday, October 27, 2020",104.31,104.31,104.31,104.31,--
"Monday, October 26, 2020",104.24,104.24,104.24,104.24,--
"Friday, October 23, 2020",104.19,104.19,104.19,104.19,--
"Thursday, October 22, 2020",104.21,104.21,104.21,104.21,--
"Wednesday, October 21, 2020",104.28,104.28,104.28,104.28,--
"Tuesday, October 20, 2020",104.27,104.27,104.27,104.27,--
"Monday, October 19, 2020",104.29,104.29,104.29,104.29,--
"Friday, October 16, 2020",104.37,104.37,104.37,104.37,--
"Thursday, October 15, 2020",104.37,104.37,104.37,104.37,--
"Wednesday, October 14, 2020",104.4,104.4,104.4,104.4,--
"Tuesday, October 13, 2020",104.42,104.42,104.42,104.42,--
"Monday, October 12, 2020",104.43,104.43,104.43,104.43,--
"Friday, October 09, 2020",104.39,104.39,104.39,104.39,--
"Thursday, October 08, 2020",104.42,104.42,104.42,104.42,--
"Wednesday, October 07, 2020",104.21,104.21,104.21,104.21,--
"Tuesday, October 06, 2020",104.17,104.17,104.17,104.17,--
"Monday, October 05, 2020",104.14,104.14,104.14,104.14,--
"Friday, October 02, 2020",104.21,104.21,104.21,104.21,--
"Thursday, October 01, 2020",104.27,104.27,104.27,104.27,--
"Wednesday, September 30, 2020",104.27,104.27,104.27,104.27,--
"Tuesday, September 29, 2020",104.42,104.42,104.42,104.42,--
"Monday, September 28, 2020",104.26,104.26,104.26,104.26,--
"Friday, September 25, 2020",104,104,104,104,--
"Thursday, September 24, 2020",103.97,103.97,103.97,103.97,--
"Wednesday, September 23, 2020",104.06,104.06,104.06,104.06,--
"Tuesday, September 22, 2020",104.13,104.13,104.13,104.13,--
"Monday, September 21, 2020",104.17,104.17,104.17,104.17,--
"Friday, September 18, 2020",104.33,104.33,104.33,104.33,--
"Thursday, September 17, 2020",104.37,104.37,104.37,104.37,--
"Wednesday, September 16, 2020",104.37,104.37,104.37,104.37,--
"Tuesday, September 15, 2020",104.28,104.28,104.28,104.28,--
"Monday, September 14, 2020",104.25,104.25,104.25,104.25,--
"Friday, September 11, 2020",104.25,104.25,104.25,104.25,--
"Thursday, September 10, 2020",104.33,104.33,104.33,104.33,--
"Wednesday, September 09, 2020",104.25,104.25,104.25,104.25,--
"Tuesday, September 08, 2020",104.2,104.2,104.2,104.2,--
"Monday, September 07, 2020",104.08,104.08,104.08,104.08,--
"Friday, September 04, 2020",104.02,104.02,104.02,104.02,--
"Thursday, September 03, 2020",104.24,104.24,104.24,104.24,--
"Wednesday, September 02, 2020",104.59,104.59,104.59,104.59,--
"Tuesday, September 01, 2020",104.75,104.75,104.75,104.75,--
"Monday, August 31, 2020",104.78,104.78,104.78,104.78,--
"Friday, August 28, 2020",104.47,104.47,104.47,104.47,--
"Thursday, August 27, 2020",104.18,104.18,104.18,104.18,--
"Wednesday, August 26, 2020",104.35,104.35,104.35,104.35,--
"Tuesday, August 25, 2020",104.18,104.18,104.18,104.18,--
"Monday, August 24, 2020",104.14,104.14,104.14,104.14,--
"Friday, August 21, 2020",103.88,103.88,103.88,103.88,--
"Thursday, August 20, 2020",103.87,103.87,103.87,103.87,--
"Wednesday, August 19, 2020",103.87,103.87,103.87,103.87,--
"Tuesday, August 18, 2020",103.96,103.96,103.96,103.96,--
"Monday, August 17, 2020",103.74,103.74,103.74,103.74,--
"Friday, August 14, 2020",103.63,103.63,103.63,103.63,--
"Thursday, August 13, 2020",103.7,103.7,103.7,103.7,--
"Wednesday, August 12, 2020",103.75,103.75,103.75,103.75,--
"Tuesday, August 11, 2020",103.58,103.58,103.58,103.58,--
"Monday, August 10, 2020",103.83,103.83,103.83,103.83,--
"Friday, August 07, 2020",103.78,103.78,103.78,103.78,--
"Thursday, August 06, 2020",104.01,104.01,104.01,104.01,--
"Wednesday, August 05, 2020",103.92,103.92,103.92,103.92,--
"Tuesday, August 04, 2020",103.72,103.72,103.72,103.72,--
"Monday, August 03, 2020",103.62,103.62,103.62,103.62,--
"Friday, July 31, 2020",103.33,103.33,103.33,103.33,--
"Thursday, July 30, 2020",103.2,103.2,103.2,103.2,--
"Wednesday, July 29, 2020",103.13,103.13,103.13,103.13,--
"Tuesday, July 28, 2020",102.97,102.97,102.97,102.97,--
"Monday, July 27, 2020",102.86,102.86,102.86,102.86,--
"Friday, July 24, 2020",102.95,102.95,102.95,102.95,--
"Thursday, July 23, 2020",103,103,103,103,--
"Wednesday, July 22, 2020",103.13,103.13,103.13,103.13,--
"Tuesday, July 21, 2020",103.03,103.03,103.03,103.03,--
"Monday, July 20, 2020",102.87,102.87,102.87,102.87,--
"Friday, July 17, 2020",102.76,102.76,102.76,102.76,--
"Thursday, July 16, 2020",102.63,102.63,102.63,102.63,--
"Wednesday, July 15, 2020",102.58,102.58,102.58,102.58,--
"Tuesday, July 14, 2020",102.53,102.53,102.53,102.53,--
"Monday, July 13, 2020",102.51,102.51,102.51,102.51,--
"Friday, July 10, 2020",102.35,102.35,102.35,102.35,--
"Thursday, July 09, 2020",102.49,102.49,102.49,102.49,--
"Wednesday, July 08, 2020",102.41,102.41,102.41,102.41,--
"Tuesday, July 07, 2020",102.48,102.48,102.48,102.48,--
"Monday, July 06, 2020",102.51,102.51,102.51,102.51,--
"Friday, July 03, 2020",102.23,102.23,102.23,102.23,--
"Thursday, July 02, 2020",102.23,102.23,102.23,102.23,--
"Wednesday, July 01, 2020",102.03,102.03,102.03,102.03,--
"Tuesday, June 30, 2020",101.98,101.98,101.98,101.98,--
"Monday, June 29, 2020",102.07,102.07,102.07,102.07,--
"Friday, June 26, 2020",102.02,102.02,102.02,102.02,--
"Thursday, June 25, 2020",101.91,101.91,101.91,101.91,--
"Wednesday, June 24, 2020",101.84,101.84,101.84,101.84,--
"Tuesday, June 23, 2020",102.02,102.02,102.02,102.02,--
"Monday, June 22, 2020",101.84,101.84,101.84,101.84,--
"Friday, June 19, 2020",101.79,101.79,101.79,101.79,--
"Thursday, June 18, 2020",101.62,101.62,101.62,101.62,--
"Wednesday, June 17, 2020",101.45,101.45,101.45,101.45,--
"Tuesday, June 16, 2020",101.46,101.46,101.46,101.46,--
"Monday, June 15, 2020",101.43,101.43,101.43,101.43,--
"Friday, June 12, 2020",101.41,101.41,101.41,101.41,--
"Thursday, June 11, 2020",101.63,101.63,101.63,101.63,--
"Wednesday, June 10, 2020",101.66,101.66,101.66,101.66,--
"Tuesday, June 09, 2020",101.18,101.18,101.18,101.18,--
"Monday, June 08, 2020",100.96,100.96,100.96,100.96,--
"Friday, June 05, 2020",100.77,100.77,100.77,100.77,--
"Thursday, June 04, 2020",100.74,100.74,100.74,100.74,--
"Wednesday, June 03, 2020",100.92,100.92,100.92,100.92,--
"Tuesday, June 02, 2020",101.1,101.1,101.1,101.1,--
"Monday, June 01, 2020",101.19,101.19,101.19,101.19,--
"Friday, May 29, 2020",101,101,101,101,--
"Thursday, May 28, 2020",101.03,101.03,101.03,101.03,--
"Wednesday, May 27, 2020",100.91,100.91,100.91,100.91,--
"Tuesday, May 26, 2020",100.84,100.84,100.84,100.84,--
"Monday, May 25, 2020",100.74,100.74,100.74,100.74,--
"Friday, May 22, 2020",100.76,100.76,100.76,100.76,--
"Thursday, May 21, 2020",100.87,100.87,100.87,100.87,--
"Wednesday, May 20, 2020",101,101,101,101,--
"Tuesday, May 19, 2020",100.79,100.79,100.79,100.79,--
"Monday, May 18, 2020",100.63,100.63,100.63,100.63,--
"Friday, May 15, 2020",100.64,100.64,100.64,100.64,--
"Thursday, May 14, 2020",100.58,100.58,100.58,100.58,--
"Wednesday, May 13, 2020",100.5,100.5,100.5,100.5,--
"Tuesday, May 12, 2020",100.43,100.43,100.43,100.43,--
"Monday, May 11, 2020",100.36,100.36,100.36,100.36,--
"Friday, May 08, 2020",100.52,100.52,100.52,100.52,--
"Thursday, May 07, 2020",100.57,100.57,100.57,100.57,--
"Wednesday, May 06, 2020",100.33,100.33,100.33,100.33,--
"Tuesday, May 05, 2020",100.36,100.36,100.36,100.36,--
"Monday, May 04, 2020",100.27,100.27,100.27,100.27,--
"Friday, May 01, 2020",100.22,100.22,100.22,100.22,--
"Thursday, April 30, 2020",100.48,100.48,100.48,100.48,--
"Wednesday, April 29, 2020",100.7,100.7,100.7,100.7,--
"Tuesday, April 28, 2020",100.68,100.68,100.68,100.68,--
"Monday, April 27, 2020",100.49,100.49,100.49,100.49,--
"Friday, April 24, 2020",100.44,100.44,100.44,100.44,--
"Thursday, April 23, 2020",100.11,100.11,100.11,100.11,--
"Wednesday, April 22, 2020",100,100,100,100,--
"Tuesday, April 21, 2020",99.7,99.7,99.7,99.7,--
"Monday, April 20, 2020",99.65,99.65,99.65,99.65,--
"Friday, April 17, 2020",99.85,99.85,99.85,99.85,--
"Thursday, April 16, 2020",100.07,100.07,100.07,100.07,--
"Wednesday, April 15, 2020",100.86,100.86,100.86,100.86,--
"Tuesday, April 14, 2020",100.76,100.76,100.76,100.76,--
"Monday, April 13, 2020",100.66,100.66,100.66,100.66,--
"Thursday, April 09, 2020",100.24,100.24,100.24,100.24,--
"Wednesday, April 08, 2020",99.91,99.91,99.91,99.91,--
"Tuesday, April 07, 2020",99.85,99.85,99.85,99.85,--
"Monday, April 06, 2020",99.96,99.96,99.96,99.96,--
"Friday, April 03, 2020",99.77,99.77,99.77,99.77,--
"Thursday, April 02, 2020",99.38,99.38,99.38,99.38,--
"Wednesday, April 01, 2020",98.95,98.95,98.95,98.95,--
"Tuesday, March 31, 2020",98.36,98.36,98.36,98.36,--
"Monday, March 30, 2020",98.98,98.98,98.98,98.98,--
"Friday, March 27, 2020",98.42,98.42,98.42,98.42,--
"Thursday, March 26, 2020",98.83,98.83,98.83,98.83,--
"Wednesday, March 25, 2020",98.15,98.15,98.15,98.15,--
"Tuesday, March 24, 2020",98.03,98.03,98.03,98.03,--
"Monday, March 23, 2020",97.68,97.68,97.68,97.68,--
"Friday, March 20, 2020",95.79,95.79,95.79,95.79,--
"Thursday, March 19, 2020",94.26,94.26,94.26,94.26,--
"Wednesday, March 18, 2020",94.25,94.25,94.25,94.25,--
"Tuesday, March 17, 2020",95.67,95.67,95.67,95.67,--
"Monday, March 16, 2020",97.27,97.27,97.27,97.27,--
"Friday, March 13, 2020",97.34,97.34,97.34,97.34,--
"Thursday, March 12, 2020",98.03,98.03,98.03,98.03,--
"Wednesday, March 11, 2020",98.48,98.48,98.48,98.48,--
"Tuesday, March 10, 2020",99.03,99.03,99.03,99.03,--
"Monday, March 09, 2020",100.45,100.45,100.45,100.45,--
"Friday, March 06, 2020",101.34,101.34,101.34,101.34,--
"Thursday, March 05, 2020",101.23,101.23,101.23,101.23,--
"Wednesday, March 04, 2020",101.23,101.23,101.23,101.23,--
"Tuesday, March 03, 2020",101.06,101.06,101.06,101.06,--
"Monday, March 02, 2020",100.48,100.48,100.48,100.48,--
"Friday, February 28, 2020",100.47,100.47,100.47,100.47,--
"Thursday, February 27, 2020",100.06,100.06,100.06,100.06,--
"Wednesday, February 26, 2020",100.11,100.11,100.11,100.11,--
"Tuesday, February 25, 2020",100.04,100.04,100.04,100.04,--
"Monday, February 24, 2020",100.08,100.08,100.08,100.08,--
"Friday, February 21, 2020",99.77,99.77,99.77,99.77,--
"Thursday, February 20, 2020",99.6,99.6,99.6,99.6,--
"Wednesday, February 19, 2020",99.52,99.52,99.52,99.52,--
"Tuesday, February 18, 2020",99.57,99.57,99.57,99.57,--
"Monday, February 17, 2020",99.47,99.47,99.47,99.47,--
"Friday, February 14, 2020",99.47,99.47,99.47,99.47,--
"Thursday, February 13, 2020",99.4,99.4,99.4,99.4,--
"Wednesday, February 12, 2020",99.32,99.32,99.32,99.32,--
"Tuesday, February 11, 2020",99.36,99.36,99.36,99.36,--
"Monday, February 10, 2020",99.57,99.57,99.57,99.57,--
"Friday, February 07, 2020",99.42,99.42,99.42,99.42,--
"Thursday, February 06, 2020",99.2,99.2,99.2,99.2,--
"Wednesday, February 05, 2020",99.18,99.18,99.18,99.18,--
"Tuesday, February 04, 2020",99.26,99.26,99.26,99.26,--
"Monday, February 03, 2020",99.58,99.58,99.58,99.58,--
"Friday, January 31, 2020",99.77,99.77,99.77,99.77,--
"Thursday, January 30, 2020",99.54,99.54,99.54,99.54,--
"Wednesday, January 29, 2020",99.41,99.41,99.41,99.41,--
"Tuesday, January 28, 2020",99.18,99.18,99.18,99.18,--
"Monday, January 27, 2020",99.23,99.23,99.23,99.23,--
"Friday, January 24, 2020",99.11,99.11,99.11,99.11,--
"Thursday, January 23, 2020",99,99,99,99,--
"Wednesday, January 22, 2020",98.92,98.92,98.92,98.92,--
"Tuesday, January 21, 2020",99.03,99.03,99.03,99.03,--
"Monday, January 20, 2020",98.79,98.79,98.79,98.79,--
"Friday, January 17, 2020",98.79,98.79,98.79,98.79,--
"Thursday, January 16, 2020",98.9,98.9,98.9,98.9,--
"Wednesday, January 15, 2020",99.02,99.02,99.02,99.02,--
"Tuesday, January 14, 2020",98.96,98.96,98.96,98.96,--
"Monday, January 13, 2020",98.86,98.86,98.86,98.86,--
"Friday, January 10, 2020",98.86,98.86,98.86,98.86,--
"Thursday, January 09, 2020",98.72,98.72,98.72,98.72,--
"Wednesday, January 08, 2020",98.73,98.73,98.73,98.73,--
"Tuesday, January 07, 2020",98.9,98.9,98.9,98.9,--
"Monday, January 06, 2020",99.09,99.09,99.09,99.09,--
"Friday, January 03, 2020",99.24,99.24,99.24,99.24,--
"Thursday, January 02, 2020",98.9,98.9,98.9,98.9,--
"Tuesday, December 31, 2019",98.63,98.63,98.63,98.63,--
"Monday, December 30, 2019",98.61,98.61,98.61,98.61,--
"Friday, December 27, 2019",98.59,98.59,98.59,98.59,--
"Thursday, December 26, 2019",98.53,98.53,98.53,98.53,--
"Tuesday, December 24, 2019",98.55,98.55,98.55,98.55,--
"Monday, December 23, 2019",98.41,98.41,98.41,98.41,--
"Friday, December 20, 2019",98.53,98.53,98.53,98.53,--
"Thursday, December 19, 2019",98.58,98.58,98.58,98.58,--
"Wednesday, December 18, 2019",98.47,98.47,98.47,98.47,--
"Tuesday, December 17, 2019",98.54,98.54,98.54,98.54,--
"Monday, December 16, 2019",98.43,98.43,98.43,98.43,--
"Friday, December 13, 2019",98.58,98.58,98.58,98.58,--
"Thursday, December 12, 2019",98.25,98.25,98.25,98.25,--
"Wednesday, December 11, 2019",98.63,98.63,98.63,98.63,--
"Tuesday, December 10, 2019",98.44,98.44,98.44,98.44,--
"Monday, December 09, 2019",98.44,98.44,98.44,98.44,--
"Friday, December 06, 2019",98.39,98.39,98.39,98.39,--
"Thursday, December 05, 2019",98.43,98.43,98.43,98.43,--
"Wednesday, December 04, 2019",98.53,98.53,98.53,98.53,--
"Tuesday, December 03, 2019",98.68,98.68,98.68,98.68,--
"Monday, December 02, 2019",98.14,98.14,98.14,98.14,--
"Friday, November 29, 2019",98.2,98.2,98.2,98.2,--
"Thursday, November 28, 2019",98.37,98.37,98.37,98.37,--
"Wednesday, November 27, 2019",98.37,98.37,98.37,98.37,--
"Tuesday, November 26, 2019",98.5,98.5,98.5,98.5,--
"Monday, November 25, 2019",98.42,98.42,98.42,98.42,--
"Friday, November 22, 2019",98.31,98.31,98.31,98.31,--
"Thursday, November 21, 2019",98.36,98.36,98.36,98.36,--
"Wednesday, November 20, 2019",98.43,98.43,98.43,98.43,--
"Tuesday, November 19, 2019",98.33,98.33,98.33,98.33,--
"Monday, November 18, 2019",98.27,98.27,98.27,98.27,--
"Friday, November 15, 2019",98.09,98.09,98.09,98.09,--
"Thursday, November 14, 2019",98.2,98.2,98.2,98.2,--
"Wednesday, November 13, 2019",98.12,98.12,98.12,98.12,--
"Tuesday, November 12, 2019",98.12,98.12,98.12,98.12,--
"Monday, November 11, 2019",98.1,98.1,98.1,98.1,--
"Friday, November 08, 2019",98.08,98.08,98.08,98.08,--
"Thursday, November 07, 2019",98.02,98.02,98.02,98.02,--
"Wednesday, November 06, 2019",98.47,98.47,98.47,98.47,--
"Tuesday, November 05, 2019",98.26,98.26,98.26,98.26,--
"Monday, November 04, 2019",98.45,98.45,98.45,98.45,--
"Friday, November 01, 2019",98.45,98.45,98.45,98.45,--
"Thursday, October 31, 2019",98.4,98.4,98.4,98.4,--
"Wednesday, October 30, 2019",98.03,98.03,98.03,98.03,--
"Tuesday, October 29, 2019",98.08,98.08,98.08,98.08,--
"Monday, October 28, 2019",98.15,98.15,98.15,98.15,--
"Friday, October 25, 2019",98.38,98.38,98.38,98.38,--
"Thursday, October 24, 2019",98.46,98.46,98.46,98.46,--
"Wednesday, October 23, 2019",98.43,98.43,98.43,98.43,--
"Tuesday, October 22, 2019",98.34,98.34,98.34,98.34,--
"Monday, October 21, 2019",98.26,98.26,98.26,98.26,--
"Friday, October 18, 2019",98.44,98.44,98.44,98.44,--
"Thursday, October 17, 2019",98.31,98.31,98.31,98.31,--
"Wednesday, October 16, 2019",98.3,98.3,98.3,98.3,--
"Tuesday, October 15, 2019",98.09,98.09,98.09,98.09,--
"Monday, October 14, 2019",98.36,98.36,98.36,98.36,--
"Friday, October 11, 2019",98.19,98.19,98.19,98.19,--
"Thursday, October 10, 2019",98.46,98.46,98.46,98.46,--
"Wednesday, October 09, 2019",98.61,98.61,98.61,98.61,--
"Tuesday, October 08, 2019",98.9,98.9,98.9,98.9,--
"Monday, October 07, 2019",98.92,98.92,98.92,98.92,--
"Friday, October 04, 2019",99.13,99.13,99.13,99.13,--
"Thursday, October 03, 2019",98.94,98.94,98.94,98.94,--
"Wednesday, October 02, 2019",98.75,98.75,98.75,98.75,--
"Tuesday, October 01, 2019",98.61,98.61,98.61,98.61,--
"Monday, September 30, 2019",98.36,98.36,98.36,98.36,--
"Friday, September 27, 2019",98.54,98.54,98.54,98.54,--
"Thursday, September 26, 2019",98.63,98.63,98.63,98.63,--
"Wednesday, September 25, 2019",98.53,98.53,98.53,98.53,--
"Tuesday, September 24, 2019",98.94,98.94,98.94,98.94,--
"Monday, September 23, 2019",98.72,98.72,98.72,98.72,--
"Friday, September 20, 2019",98.54,98.54,98.54,98.54,--
"Thursday, September 19, 2019",98.35,98.35,98.35,98.35,--
"Wednesday, September 18, 2019",98.31,98.31,98.31,98.31,--
"Tuesday, September 17, 2019",98.51,98.51,98.51,98.51,--
"Monday, September 16, 2019",98.48,98.48,98.48,98.48,--
"Friday, September 13, 2019",98.09,98.09,98.09,98.09,--
"Thursday, September 12, 2019",98.44,98.44,98.44,98.44,--
"Wednesday, September 11, 2019",98.61,98.61,98.61,98.61,--
"Tuesday, September 10, 2019",98.75,98.75,98.75,98.75,--
"Monday, September 09, 2019",99.06,99.06,99.06,99.06,--
"Friday, September 06, 2019",99.25,99.25,99.25,99.25,--
"Thursday, September 05, 2019",99.22,99.22,99.22,99.22,--
"Wednesday, September 04, 2019",99.57,99.57,99.57,99.57,--
"Tuesday, September 03, 2019",99.41,99.41,99.41,99.41,--
"Monday, September 02, 2019",99.52,99.52,99.52,99.52,--
"Friday, August 30, 2019",99.51,99.51,99.51,99.51,--
"Thursday, August 29, 2019",99.69,99.69,99.69,99.69,--
"Wednesday, August 28, 2019",99.71,99.71,99.71,99.71,--
"Tuesday, August 27, 2019",99.56,99.56,99.56,99.56,--
"Monday, August 26, 2019",99.3,99.3,99.3,99.3,--
"Friday, August 23, 2019",99.4,99.4,99.4,99.4,--
"Thursday, August 22, 2019",99,99,99,99,--
"Wednesday, August 21, 2019",99.18,99.18,99.18,99.18,--
"Tuesday, August 20, 2019",99.29,99.29,99.29,99.29,--
"Monday, August 19, 2019",99.26,99.26,99.26,99.26,--
"Friday, August 16, 2019",99.44,99.44,99.44,99.44,--
"Thursday, August 15, 2019",99.44,99.44,99.44,99.44,--
"Wednesday, August 14, 2019",99.29,99.29,99.29,99.29,--
"Tuesday, August 13, 2019",99.25,99.25,99.25,99.25,--
"Monday, August 12, 2019",99.4,99.4,99.4,99.4,--
"Friday, August 09, 2019",99.17,99.17,99.17,99.17,--
"Thursday, August 08, 2019",99.27,99.27,99.27,99.27,--
"Wednesday, August 07, 2019",99.2,99.2,99.2,99.2,--
"Tuesday, August 06, 2019",99.06,99.06,99.06,99.06,--
"Monday, August 05, 2019",98.99,98.99,98.99,98.99,--
"Friday, August 02, 2019",98.68,98.68,98.68,98.68,--
"Thursday, August 01, 2019",98.72,98.72,98.72,98.72,--
"Wednesday, July 31, 2019",98.38,98.38,98.38,98.38,--
"Tuesday, July 30, 2019",98.35,98.35,98.35,98.35,--
"Monday, July 29, 2019",98.33,98.33,98.33,98.33,--
"Friday, July 26, 2019",98.26,98.26,98.26,98.26,--
"Thursday, July 25, 2019",98.42,98.42,98.42,98.42,--
"Wednesday, July 24, 2019",98.54,98.54,98.54,98.54,--
"Tuesday, July 23, 2019",98.53,98.53,98.53,98.53,--
"Monday, July 22, 2019",98.61,98.61,98.61,98.61,--
"Friday, July 19, 2019",98.6,98.6,98.6,98.6,--
"Thursday, July 18, 2019",98.59,98.59,98.59,98.59,--
"Wednesday, July 17, 2019",98.58,98.58,98.58,98.58,--
"Tuesday, July 16, 2019",98.43,98.43,98.43,98.43,--
"Monday, July 15, 2019",98.53,98.53,98.53,98.53,--
"Friday, July 12, 2019",98.45,98.45,98.45,98.45,--
"Thursday, July 11, 2019",98.36,98.36,98.36,98.36,--
"Wednesday, July 10, 2019",98.49,98.49,98.49,98.49,--
"Tuesday, July 09, 2019",98.26,98.26,98.26,98.26,--
"Monday, July 08, 2019",98.29,98.29,98.29,98.29,--
"Friday, July 05, 2019",98.22,98.22,98.22,98.22,--
"Thursday, July 04, 2019",98.53,98.53,98.53,98.53,--
"Wednesday, July 03, 2019",98.52,98.52,98.52,98.52,--
"Tuesday, July 02, 2019",98.47,98.47,98.47,98.47,--
"Monday, July 01, 2019",98.41,98.41,98.41,98.41,--
"Monday, July 01, 2019",98.41,98.41,98.41,98.41,--
"Friday, June 28, 2019",98.47,98.47,98.47,98.47,--
"Thursday, June 27, 2019",98.5,98.5,98.5,98.5,--
"Wednesday, June 26, 2019",98.4,98.4,98.4,98.4,--
"Tuesday, June 25, 2019",98.48,98.48,98.48,98.48,--
"Monday, June 24, 2019",98.57,98.57,98.57,98.57,--
"Monday, June 17, 2019",97.62,97.62,97.62,97.62,--
"Friday, June 14, 2019",97.71,97.71,97.71,97.71,--
"Thursday, June 13, 2019",98,98,98,98,--
