Date,Open,High,Low,Close,Volume
"Tuesday, April 05, 2022",107.01,107.01,107.01,107.01,--
"Monday, April 04, 2022",107.61,107.61,107.61,107.61,--
"Friday, April 01, 2022",107.56,107.56,107.56,107.56,--
"Thursday, March 31, 2022",108.22,108.22,108.22,108.22,--
"Wednesday, March 30, 2022",108.6,108.6,108.6,108.6,--
"Tuesday, March 29, 2022",108.31,108.31,108.31,108.31,--
"Monday, March 28, 2022",108.69,108.69,108.69,108.69,--
"Friday, March 25, 2022",108.86,108.86,108.86,108.86,--
"Thursday, March 24, 2022",109.47,109.47,109.47,109.47,--
"Wednesday, March 23, 2022",109.85,109.85,109.85,109.85,--
"Tuesday, March 22, 2022",109.07,109.07,109.07,109.07,--
"Monday, March 21, 2022",109.42,109.42,109.42,109.42,--
"Friday, March 18, 2022",110.03,110.03,110.03,110.03,--
"Thursday, March 17, 2022",110.21,110.21,110.21,110.21,--
"Wednesday, March 16, 2022",109.18,109.18,109.18,109.18,--
"Tuesday, March 15, 2022",109.89,109.89,109.89,109.89,--
"Monday, March 14, 2022",110.38,110.38,110.38,110.38,--
"Friday, March 11, 2022",111.24,111.24,111.24,111.24,--
"Thursday, March 10, 2022",110.77,110.77,110.77,110.77,--
"Wednesday, March 09, 2022",110.72,110.72,110.72,110.72,--
"Tuesday, March 08, 2022",111.52,111.52,111.52,111.52,--
"Monday, March 07, 2022",111.33,111.33,111.33,111.33,--
"Friday, March 04, 2022",110.84,110.84,110.84,110.84,--
"Thursday, March 03, 2022",110.18,110.18,110.18,110.18,--
"Wednesday, March 02, 2022",110.39,110.39,110.39,110.39,--
"Tuesday, March 01, 2022",110.94,110.94,110.94,110.94,--
"Monday, February 28, 2022",110.03,110.03,110.03,110.03,--
"Friday, February 25, 2022",108.8,108.8,108.8,108.8,--
"Thursday, February 24, 2022",109.04,109.04,109.04,109.04,--
"Wednesday, February 23, 2022",108.59,108.59,108.59,108.59,--
"Tuesday, February 22, 2022",108.35,108.35,108.35,108.35,--
"Monday, February 21, 2022",108.17,108.17,108.17,108.17,--
"Friday, February 18, 2022",108.13,108.13,108.13,108.13,--
"Thursday, February 17, 2022",108.06,108.06,108.06,108.06,--
"Wednesday, February 16, 2022",107.7,107.7,107.7,107.7,--
"Tuesday, February 15, 2022",107.63,107.63,107.63,107.63,--
"Monday, February 14, 2022",107.96,107.96,107.96,107.96,--
"Friday, February 11, 2022",107.99,107.99,107.99,107.99,--
"Thursday, February 10, 2022",107.15,107.15,107.15,107.15,--
"Wednesday, February 09, 2022",107.74,107.74,107.74,107.74,--
"Tuesday, February 08, 2022",107.62,107.62,107.62,107.62,--
"Monday, February 07, 2022",107.78,107.78,107.78,107.78,--
"Friday, February 04, 2022",107.86,107.86,107.86,107.86,--
"Thursday, February 03, 2022",108.3,108.3,108.3,108.3,--
"Wednesday, February 02, 2022",108.79,108.79,108.79,108.79,--
"Tuesday, February 01, 2022",108.67,108.67,108.67,108.67,--
"Monday, January 31, 2022",109.08,109.08,109.08,109.08,--
"Friday, January 28, 2022",108.81,108.81,108.81,108.81,--
"Thursday, January 27, 2022",108.47,108.47,108.47,108.47,--
"Wednesday, January 26, 2022",108.41,108.41,108.41,108.41,--
"Tuesday, January 25, 2022",108.96,108.96,108.96,108.96,--
"Monday, January 24, 2022",108.99,108.99,108.99,108.99,--
"Friday, January 21, 2022",108.71,108.71,108.71,108.71,--
"Thursday, January 20, 2022",108.38,108.38,108.38,108.38,--
"Wednesday, January 19, 2022",108.29,108.29,108.29,108.29,--
"Tuesday, January 18, 2022",108.42,108.42,108.42,108.42,--
"Monday, January 17, 2022",108.84,108.84,108.84,108.84,--
"Friday, January 14, 2022",108.79,108.79,108.79,108.79,--
"Thursday, January 13, 2022",109.15,109.15,109.15,109.15,--
"Wednesday, January 12, 2022",109.2,109.2,109.2,109.2,--
"Monday, January 10, 2022",108.96,108.96,108.96,108.96,--
"Friday, January 07, 2022",108.95,108.95,108.95,108.95,--
"Thursday, January 06, 2022",109.08,109.08,109.08,109.08,--
"Wednesday, January 05, 2022",109.56,109.56,109.56,109.56,--
"Tuesday, January 04, 2022",110.15,110.15,110.15,110.15,--
"Friday, December 31, 2021",110.47,110.47,110.47,110.47,--
"Thursday, December 30, 2021",110.58,110.58,110.58,110.58,--
"Wednesday, December 29, 2021",110.24,110.24,110.24,110.24,--
"Tuesday, December 28, 2021",110.12,110.12,110.12,110.12,--
"Friday, December 24, 2021",109.79,109.79,109.79,109.79,--
"Thursday, December 23, 2021",109.76,109.76,109.76,109.76,--
"Wednesday, December 22, 2021",109.94,109.94,109.94,109.94,--
"Tuesday, December 21, 2021",109.72,109.72,109.72,109.72,--
"Monday, December 20, 2021",109.72,109.72,109.72,109.72,--
"Friday, December 17, 2021",109.69,109.69,109.69,109.69,--
"Thursday, December 16, 2021",109.83,109.83,109.83,109.83,--
"Wednesday, December 15, 2021",109.5,109.5,109.5,109.5,--
"Tuesday, December 14, 2021",109.45,109.45,109.45,109.45,--
"Monday, December 13, 2021",109.77,109.77,109.77,109.77,--
"Friday, December 10, 2021",109.71,109.71,109.71,109.71,--
"Thursday, December 09, 2021",109.71,109.71,109.71,109.71,--
"Wednesday, December 08, 2021",110.05,110.05,110.05,110.05,--
"Tuesday, December 07, 2021",109.97,109.97,109.97,109.97,--
"Monday, December 06, 2021",109.89,109.89,109.89,109.89,--
"Friday, December 03, 2021",109.94,109.94,109.94,109.94,--
"Thursday, December 02, 2021",109.76,109.76,109.76,109.76,--
"Wednesday, December 01, 2021",109.75,109.75,109.75,109.75,--
"Tuesday, November 30, 2021",110.16,110.16,110.16,110.16,--
"Monday, November 29, 2021",110.37,110.37,110.37,110.37,--
"Friday, November 26, 2021",110.55,110.55,110.55,110.55,--
"Thursday, November 25, 2021",110.24,110.24,110.24,110.24,--
"Wednesday, November 24, 2021",110.22,110.22,110.22,110.22,--
"Tuesday, November 23, 2021",109.98,109.98,109.98,109.98,--
"Monday, November 22, 2021",110.12,110.12,110.12,110.12,--
"Friday, November 19, 2021",110.75,110.75,110.75,110.75,--
"Thursday, November 18, 2021",111.18,111.18,111.18,111.18,--
"Wednesday, November 17, 2021",111.25,111.25,111.25,111.25,--
"Tuesday, November 16, 2021",111.1,111.1,111.1,111.1,--
"Monday, November 15, 2021",111.1,111.1,111.1,111.1,--
"Friday, November 12, 2021",110.94,110.94,110.94,110.94,--
"Thursday, November 11, 2021",110.87,110.87,110.87,110.87,--
"Wednesday, November 10, 2021",110.85,110.85,110.85,110.85,--
"Tuesday, November 09, 2021",110.97,110.97,110.97,110.97,--
"Monday, November 08, 2021",110.59,110.59,110.59,110.59,--
"Friday, November 05, 2021",110.5,110.5,110.5,110.5,--
"Thursday, November 04, 2021",110.28,110.28,110.28,110.28,--
"Wednesday, November 03, 2021",109.82,109.82,109.82,109.82,--
"Tuesday, November 02, 2021",109.88,109.88,109.88,109.88,--
"Monday, November 01, 2021",109.67,109.67,109.67,109.67,--
"Friday, October 29, 2021",109.95,109.95,109.95,109.95,--
"Thursday, October 28, 2021",109.98,109.98,109.98,109.98,--
"Wednesday, October 27, 2021",110.65,110.65,110.65,110.65,--
"Tuesday, October 26, 2021",110.43,110.43,110.43,110.43,--
"Monday, October 25, 2021",110.24,110.24,110.24,110.24,--
"Friday, October 22, 2021",109.91,109.91,109.91,109.91,--
"Thursday, October 21, 2021",109.85,109.85,109.85,109.85,--
"Wednesday, October 20, 2021",109.66,109.66,109.66,109.66,--
"Tuesday, October 19, 2021",109.4,109.4,109.4,109.4,--
"Monday, October 18, 2021",109.5,109.5,109.5,109.5,--
"Friday, October 15, 2021",109.73,109.73,109.73,109.73,--
"Thursday, October 14, 2021",109.94,109.94,109.94,109.94,--
"Wednesday, October 13, 2021",109.73,109.73,109.73,109.73,--
"Tuesday, October 12, 2021",109.46,109.46,109.46,109.46,--
"Monday, October 11, 2021",109.5,109.5,109.5,109.5,--
"Friday, October 08, 2021",109.47,109.47,109.47,109.47,--
"Thursday, October 07, 2021",109.47,109.47,109.47,109.47,--
"Wednesday, October 06, 2021",109.5,109.5,109.5,109.5,--
"Tuesday, October 05, 2021",109.62,109.62,109.62,109.62,--
"Monday, October 04, 2021",109.41,109.41,109.41,109.41,--
"Friday, October 01, 2021",109.4,109.4,109.4,109.4,--
"Thursday, September 30, 2021",109.16,109.16,109.16,109.16,--
"Wednesday, September 29, 2021",109.09,109.09,109.09,109.09,--
"Tuesday, September 28, 2021",109.07,109.07,109.07,109.07,--
"Monday, September 27, 2021",109.12,109.12,109.12,109.12,--
"Friday, September 24, 2021",109.03,109.03,109.03,109.03,--
"Thursday, September 23, 2021",109.18,109.18,109.18,109.18,--
"Wednesday, September 22, 2021",109.38,109.38,109.38,109.38,--
"Tuesday, September 21, 2021",109.56,109.56,109.56,109.56,--
"Monday, September 20, 2021",109.65,109.65,109.65,109.65,--
"Friday, September 17, 2021",109.57,109.57,109.57,109.57,--
"Thursday, September 16, 2021",109.85,109.85,109.85,109.85,--
"Wednesday, September 15, 2021",109.99,109.99,109.99,109.99,--
"Tuesday, September 14, 2021",109.95,109.95,109.95,109.95,--
"Monday, September 13, 2021",109.98,109.98,109.98,109.98,--
"Friday, September 10, 2021",110,110,110,110,--
"Thursday, September 09, 2021",110.21,110.21,110.21,110.21,--
"Wednesday, September 08, 2021",109.91,109.91,109.91,109.91,--
"Tuesday, September 07, 2021",109.65,109.65,109.65,109.65,--
"Monday, September 06, 2021",109.75,109.75,109.75,109.75,--
"Friday, September 03, 2021",109.69,109.69,109.69,109.69,--
"Thursday, September 02, 2021",109.77,109.77,109.77,109.77,--
"Wednesday, September 01, 2021",109.73,109.73,109.73,109.73,--
"Tuesday, August 31, 2021",109.73,109.73,109.73,109.73,--
