Date,Oil,Gold $,Silver $,Platinum $,Palladium $,Euro_USD,TIPS,VIX,Inflation_index,BNB,LTC,XMR,ETH,SP500,Polarity_avg,Subjectivity_avg,BTC Volume,BTC
2017-11-30,63.53,1280.2,16.57,940.0,1010.0,1.1849,97.86,11.28,0.88,1.68,74.24,151.4,375.79,2647.58,0.31805,0.9185,7012056861.0,8601.11
2017-12-01,64.57,1275.5,16.42,934.0,1016.0,1.1885,98.07,11.43,0.81,1.74,83.27,160.6,392.41,2642.22,-0.00020000000000003348,0.9259999999999999,5701058894.0,9231.73
2017-12-02,64.19666666666666,1274.8166666666666,16.39,932.0,1015.6666666666666,1.1878333333333333,98.06,11.513333333333334,0.8066666666666668,1.75,84.35,170.77,389.81,2641.293333333333,-0.31845,0.9335,4322062491.0,9315.0
2017-12-03,63.82333333333333,1274.1333333333334,16.36,930.0,1015.3333333333334,1.1871666666666667,98.05,11.596666666666666,0.8033333333333333,1.88,85.41,168.73,392.93,2640.366666666667,0.35565,0.927,5558339440.0,9550.61
2017-12-04,63.45,1273.45,16.33,928.0,1015.0,1.1865,98.04,11.68,0.8,2.1,87.84,177.17,396.23,2639.44,0.21145,0.8215,5172410472.0,9823.21
2017-12-05,63.45,1266.3,16.285,918.0,992.0,1.1847,98.04,11.33,0.78,2.19,86.56,227.8,391.62,2629.57,0.3599,0.8445,5810449280.0,10073.29
2017-12-06,62.25,1263.7,16.115,907.0,997.0,1.1817,98.15,11.02,0.77,2.19,85.02,236.09,363.09,2629.27,-0.18495,0.6955,10698478472.0,12107.34
2017-12-07,62.37,1255.0,15.91,900.0,1013.0,1.1786,98.01,10.16,0.81,2.36,83.5,238.58,369.02,2636.98,0.0,0.893,15207302203.0,15205.32
2017-12-08,63.86,1250.65,15.825,892.0,1009.0,1.1742,98.0,9.58,0.81,2.41,106.13,235.25,387.65,2651.5,-0.5954999999999999,0.8654999999999999,17954467360.0,14084.84
2017-12-09,64.44666666666667,1249.4833333333333,15.828333333333333,889.3333333333334,1008.3333333333334,1.176,98.00333333333333,9.5,0.8133333333333334,2.22,131.96,223.17,402.5,2654.33,0.00065,0.8215,11825314600.0,12902.24
2017-12-10,65.03333333333333,1248.3166666666668,15.831666666666667,886.6666666666666,1007.6666666666666,1.1778,98.00666666666667,9.42,0.8166666666666667,2.11,126.34,208.49,375.39,2657.16,0.1988,0.874,11418990112.0,13134.53
2017-12-11,65.62,1247.15,15.835,884.0,1007.0,1.1796,98.01,9.34,0.82,2.3,181.91,237.51,437.48,2659.99,0.39175,0.7915000000000001,10328800911.0,14383.69
2017-12-12,64.96,1240.9,15.78,883.0,1006.0,1.1766,98.04,9.92,0.81,2.29,269.28,262.39,554.83,2664.11,-0.0806,0.7665,12402377539.0,14832.98
2017-12-13,63.66,1242.65,15.705,877.0,1008.0,1.1736,98.12,10.18,0.79,2.35,255.66,258.32,593.75,2662.85,-0.49815,0.8015000000000001,11052636143.0,13862.96
2017-12-14,63.72,1251.0,16.01,879.0,1020.0,1.1845,98.12,10.49,0.77,2.68,237.24,276.21,590.98,2652.01,0.20715,0.8360000000000001,11640249922.0,14068.29
2017-12-15,63.81,1254.6,15.985,882.0,1028.0,1.1806,97.98,9.42,0.75,3.4,255.09,265.76,582.41,2675.81,0.1366,0.97,12153898094.0,15067.14
2017-12-16,64.02333333333334,1256.6,16.02,888.6666666666666,1023.6666666666666,1.1802333333333335,97.95666666666666,9.456666666666667,0.7633333333333333,3.97,254.4,278.52,592.42,2680.5933333333332,-0.13815,0.851,10841218353.0,16590.71
2017-12-17,64.23666666666666,1258.6,16.055,895.3333333333334,1019.3333333333334,1.1798666666666666,97.93333333333334,9.493333333333332,0.7766666666666667,4.9,271.41,299.22,613.11,2685.3766666666666,-0.2192,0.876,11329645963.0,16299.75
2017-12-18,64.45,1260.6,16.09,902.0,1015.0,1.1795,97.91,9.53,0.79,4.77,304.11,323.78,674.4,2690.16,0.1379,0.729,12636889871.0,16221.84
2017-12-19,63.69,1260.35,16.155,914.0,1016.0,1.1823,97.65,10.03,0.84,4.89,295.92,318.72,698.57,2681.47,-0.0203,0.8215,14338029229.0,15019.18
2017-12-20,64.43,1264.55,16.185,920.0,1031.0,1.1845,97.53,9.72,0.89,4.36,264.9,395.05,689.64,2679.25,0.11175,0.9635,18713838783.0,13997.31
2017-12-21,64.64,1269.5,16.145,917.0,1033.0,1.1859,97.78,9.62,0.85,4.37,267.86,352.67,692.76,2684.57,-0.1559499999999999,0.743,13906373502.0,13333.53
2017-12-22,64.61,1274.45,16.175,918.0,1044.0,1.1853,97.77,9.9,0.84,3.66,223.44,291.91,569.17,2683.34,-0.728,0.8185,18729328059.0,11665.51
2017-12-23,64.76777777777778,1275.44,16.240000000000002,918.2,1046.2,1.18614,97.7775,9.958333333333334,0.56,4.08,243.12,322.21,606.72,2682.63,0.2202,0.95,11036518620.0,12397.07
2017-12-24,64.92555555555555,1276.43,16.305,918.4,1048.4,1.18698,97.785,10.016666666666666,0.28,4.46,232.93,284.49,585.88,2681.92,0.296,0.9255,9759888484.0,11753.71
2017-12-25,65.08333333333333,1277.42,16.37,918.6,1050.6,1.18782,97.79249999999999,10.075,0.0,5.53,230.3,303.92,645.13,2681.21,0.17625,0.8009999999999999,9001265955.0,11815.85
2017-12-26,65.55666666666667,1278.41,16.435,918.8,1052.8,1.18866,97.8,10.25,0.83,7.62,241.65,321.81,652.7,2680.5,0.20095,0.9455,11333754663.0,13579.45
2017-12-27,66.03,1279.4,16.5,919.0,1055.0,1.1895,98.01,10.47,0.76,8.49,228.74,354.52,641.1,2682.62,0.3621999999999999,0.877,10532726154.0,13310.78
2017-12-28,66.8,1291.0,16.74,925.0,1057.0,1.1934,97.88,10.18,0.75,7.81,209.34,317.37,617.32,2687.54,-0.4906,0.7875000000000001,10367677714.0,12234.27
2017-12-29,66.73,1301.525,16.865,930.5,1072.0,1.1993,98.09,11.04,0.73,7.34,204.65,314.58,628.2,2673.61,0.59215,0.866,10910042851.0,12217.57
2017-12-30,66.71666666666667,1304.15625,16.91375,931.875,1075.75,1.2011,98.055,10.828333333333333,0.4866666666666667,6.54,182.53,275.76,597.91,2679.16,0.7064999999999999,0.7935000000000001,12047849123.0,10797.1
2017-12-31,66.70333333333333,1306.7875,16.9625,933.25,1079.5,1.2029,98.02000000000001,10.616666666666665,0.24333333333333335,7.2,193.38,290.81,630.51,2684.71,-0.23835,0.957,10116955252.0,11795.03
2018-01-01,66.69,1309.41875,17.011249999999997,934.625,1083.25,1.2046999999999999,97.985,10.405,0.0,7.01,190.72,298.93,643.38,2690.26,0.5822,0.8605,8574570905.0,11372.47
2018-01-02,66.65,1312.05,17.06,936.0,1087.0,1.2065,97.95,9.77,0.77,7.33,211.99,317.9,733.31,2695.81,0.45555,0.7949999999999999,14028312259.0,12421.94
2018-01-03,67.85,1314.9,17.125,951.0,1086.0,1.2023,98.02,9.15,0.76,7.94,204.3,343.1,801.6,2713.06,-0.1901,0.9625,13988807031.0,12656.95
2018-01-04,67.93,1314.5,17.13,959.0,1100.0,1.2065,98.01,9.22,0.75,7.64,200.04,334.04,812.96,2723.99,0.3681999999999999,0.829,18137551827.0,12928.23
2018-01-05,68.01,1317.15,17.155,966.0,1095.0,1.2045,97.96,9.22,0.76,12.4,207.24,320.03,829.5,2743.15,0.0073,0.7410000000000001,19758742808.0,14490.77
2018-01-06,68.16666666666667,1318.0833333333335,17.16,967.6666666666666,1093.3333333333333,1.2021,97.95666666666666,9.32,0.7633333333333333,18.92,246.47,376.43,866.05,2744.67,-0.74065,0.813,15226638217.0,14571.83
2018-01-07,68.32333333333334,1319.0166666666667,17.165000000000003,969.3333333333334,1091.6666666666667,1.1997,97.95333333333333,9.42,0.7666666666666667,15.5,239.64,381.6,958.02,2746.19,-0.59215,0.72,13190888247.0,13689.12
2018-01-08,68.48,1319.95,17.17,971.0,1090.0,1.1973,97.95,9.52,0.77,15.26,213.69,338.44,959.59,2747.71,-0.2294,0.926,15297748422.0,12674.49
2018-01-09,69.08,1311.0,17.055,970.5,1108.0,1.1932,97.77,10.08,0.82,14.6,207.12,346.55,959.4466666666667,2751.29,0.24935,0.871,13919291289.0,12237.28
2018-01-10,69.79,1319.75,17.135,970.0,1095.0,1.1992,97.73,9.82,0.82,14.55,209.55,341.06,959.3033333333333,2748.23,-0.0759499999999999,0.8805000000000001,15511696581.0,12524.72
2018-01-11,70.36,1323.05,17.01,981.0,1078.0,1.2017,97.68,9.88,0.83,17.48,190.49,295.32,959.16,2767.56,-0.2644499999999999,0.8375,13830280191.0,11133.46
2018-01-12,69.64,1326.8,17.12,991.0,1098.0,1.2137,97.64,10.16,0.81,18.3,194.24,323.75,939.078,2786.24,0.0950999999999999,0.8935,10020513114.0,11465.15
2018-01-13,69.86333333333333,1330.95,17.188333333333333,994.6666666666666,1108.3333333333333,1.2183666666666666,97.63666666666667,10.41,0.54,18.18,212.56,344.48,918.996,2783.785,0.3715,0.9185,10467114870.0,11776.45
2018-01-14,70.08666666666667,1335.1,17.256666666666668,998.3333333333334,1118.6666666666667,1.2230333333333334,97.63333333333333,10.66,0.27,17.04,195.8,327.74,898.914,2781.33,-0.09345,0.9035,9089797920.0,11297.79
2018-01-15,70.31,1339.25,17.325,1002.0,1129.0,1.2277,97.63,10.91,0.0,15.95,189.79,338.01,878.832,2778.875,-0.0129,0.9375,10460049116.0,11267.67
2018-01-16,69.4,1333.85,17.095,994.5,1105.0,1.223,97.74,11.66,0.78,11.32,153.49,260.83,858.75,2776.42,-0.1591,0.937,15372034192.0,9364.71
2018-01-17,69.19,1335.65,17.21,1002.0,1104.0,1.2203,97.6,11.91,0.79,11.66,153.15,262.08,832.79,2802.56,-0.0129,0.9455,15346862422.0,9186.8
2018-01-18,69.48,1332.2,17.09,1003.0,1107.0,1.2235,97.62,12.22,0.81,11.67,157.64,258.7,847.12,2798.03,0.0572,0.8425,12333031953.0,9380.28
2018-01-19,68.56,1334.95,17.04,1011.0,1112.0,1.2255,97.53,11.27,0.81,12.23,157.91,298.38,850.33,2810.3,-0.20805,0.8525,8779857866.0,9498.69
2018-01-20,68.81333333333333,1334.1666666666667,17.038333333333334,1013.0,1105.3333333333333,1.2249666666666668,97.49,11.19,0.8166666666666667,13.25,172.68,314.07,945.29,2817.8566666666666,0.0327999999999999,0.897,9657692596.0,10555.81
2018-01-21,69.06666666666666,1333.3833333333332,17.036666666666665,1015.0,1098.6666666666667,1.2244333333333333,97.45,11.11,0.8233333333333334,11.48,155.37,281.56,856.38,2825.4133333333334,0.0293,0.9265,8130261682.0,9464.83
2018-01-22,69.32,1332.6,17.035,1017.0,1092.0,1.2239,97.41,11.03,0.83,10.62,146.87,257.75,818.59,2832.97,0.0518499999999999,0.7955000000000001,8597748303.0,8919.22
2018-01-23,69.81,1333.4,16.98,998.0,1087.0,1.2249,97.54,11.1,0.81,10.64,144.48,250.64,801.36,2839.13,0.1366,0.973,7882351123.0,8831.07
2018-01-24,69.91,1353.7,17.19,1016.0,1099.0,1.2352,97.48,11.47,0.82,11.0,145.26,256.15,854.48,2837.54,0.54105,0.8714999999999999,8077508696.0,9167.46
2018-01-25,71.08,1354.95,17.52,1020.0,1100.0,1.2407,97.57,11.58,0.79,10.68,145.49,255.91,852.26,2839.25,0.02165,0.924,7160979679.0,9086.76
2018-01-26,70.08,1353.15,17.4,1017.0,1087.0,1.2436,97.47,11.08,0.8,10.64,142.31,260.64,849.64,2872.87,0.59965,0.896,7865547213.0,8995.41
2018-01-27,69.52333333333333,1350.05,17.378333333333334,1015.0,1086.3333333333333,1.2417,97.41666666666667,12.0,0.8033333333333333,10.67,145.65,258.76,891.43,2866.423333333333,0.28555,0.728,6106183983.0,9212.26
2018-01-28,68.96666666666667,1346.95,17.356666666666666,1013.0,1085.6666666666667,1.2398,97.36333333333333,12.92,0.8066666666666668,10.89,155.98,267.25,923.2449999999999,2859.976666666667,-0.16565,0.827,6723858655.0,9482.9
2018-01-29,68.41,1343.85,17.335,1011.0,1085.0,1.2379,97.31,13.84,0.81,10.31,146.74,255.76,955.06,2853.53,0.3632,0.939,5718368126.0,9124.72
2018-01-30,67.78,1344.9,17.295,1004.0,1083.0,1.2421,97.18,14.79,0.84,9.07,133.2,220.84,863.26,2822.43,-0.5957,0.831,6977269661.0,8144.99
2018-01-31,67.78,1345.05,17.23,1003.0,1051.0,1.2457,97.21,13.54,0.8,8.98,131.56,219.79,900.7,2823.81,-0.0501999999999999,0.8665,6480625558.0,8232.2
2018-02-01,68.6,1341.35,17.19,996.0,1039.0,1.2459,97.01,13.47,0.86,7.61,113.76,192.63,828.84,2821.98,0.3395,0.912,8021424330.0,7331.15
2018-02-02,67.45,1331.15,17.135,997.0,1047.0,1.2492,96.82,17.309999,0.9,7.75,105.44,189.11,734.98,2762.13,-0.0317999999999999,0.775,10174194350.0,7087.28
2018-02-03,67.53,1331.9666666666667,17.048333333333336,996.3333333333334,1045.0,1.2474666666666667,96.87666666666667,23.979999333333335,0.8966666666666667,7.82,128.61,201.92,773.69,2724.4,-0.404,0.823,5829687063.0,7363.49
2018-02-04,67.61,1332.7833333333333,16.961666666666666,995.6666666666666,1043.0,1.2457333333333334,96.93333333333332,30.649999666666666,0.8933333333333333,6.8,118.93,177.6,670.64,2686.67,0.41695,0.8895,5677006279.0,6650.34
2018-02-05,67.69,1333.6,16.875,995.0,1041.0,1.244,96.99,37.32,0.89,5.42,101.36,145.16,564.46,2648.94,0.177,0.8,7460461179.0,5624.97
2018-02-06,66.75,1331.4,16.805,987.0,1014.0,1.2329,96.99,29.98,0.91,6.7,115.51,171.49,640.7,2695.14,0.61685,0.733,11322119143.0,6263.83
2018-02-07,65.74,1324.65,16.69,981.0,994.0,1.2338,96.75,27.73,0.96,6.6,112.64,168.94,617.06,2681.66,0.5662,0.8555,7407124970.0,6211.83
2018-02-08,64.26,1315.45,16.345,975.0,985.0,1.2252,96.6,33.459999,0.99,7.01,121.91,201.65,667.05,2581.0,0.1624,0.9005,7618184419.0,6741.92
2018-02-09,63.04,1314.1,16.355,969.0,969.0,1.2273,96.48,29.059999,1.01,7.95,134.02,212.89,722.53,2619.55,-0.0428999999999999,0.916,5534111113.0,7142.14
2018-02-10,62.76,1316.8333333333333,16.378333333333334,967.6666666666666,974.3333333333334,1.2269666666666668,96.46333333333334,27.909999666666668,1.01,7.57,127.19,204.39,703.36,2631.7000000000003,-0.6501,0.84,6360631289.0,7048.07
2018-02-11,62.480000000000004,1319.5666666666666,16.401666666666667,966.3333333333334,979.6666666666666,1.2266333333333332,96.44666666666667,26.760000333333334,1.01,7.11,121.62,187.33,665.03,2643.85,-0.0649,0.9295,5004651209.0,6636.71
2018-02-12,62.2,1322.3,16.425,965.0,985.0,1.2263,96.43,25.610001,1.01,7.58,131.37,201.29,706.32,2656.0,-0.443,0.7515000000000001,5107297802.0,7257.96
2018-02-13,61.94,1325.35,16.605,969.0,993.0,1.2333,96.45,24.969999,0.99,7.28,129.18,190.02,684.36,2662.94,0.1545,0.8694999999999999,4631856144.0,6961.63
2018-02-14,62.29,1336.25,16.58,972.0,993.0,1.2348,96.34,19.26,1.02,8.34,171.14,221.92,740.8,2698.63,0.08105,0.8835,6404193915.0,7615.81
2018-02-15,62.86,1352.45,16.825,999.0,1017.0,1.2493,96.45,19.129999,1.02,8.74,180.33,242.58,749.52,2731.2,-0.465,0.7875,7269222979.0,8132.47
2018-02-16,64.3,1352.1,16.835,1005.0,1037.0,1.2464,96.5,19.459999,1.01,9.03,185.51,239.0,761.15,2732.22,0.54395,0.8680000000000001,5836460878.0,8249.82
2018-02-17,64.51666666666667,1350.2666666666667,16.796666666666667,1005.6666666666666,1036.0,1.2446,96.49,19.649999166666667,0.6733333333333333,9.42,184.98,262.53,785.26,2728.23,-0.11075,0.7475,6981765727.0,8958.24
2018-02-18,64.73333333333333,1348.4333333333332,16.758333333333333,1006.3333333333334,1035.0,1.2428000000000001,96.48,19.83999933333333,0.33666666666666667,8.62,173.83,241.82,744.44,2724.24,-0.1229,0.945,7048778499.0,8501.97
2018-02-19,64.95,1346.6,16.72,1007.0,1034.0,1.241,96.47,20.0299995,0.0,8.93,179.91,255.28,761.3,2720.25,0.08895,0.8895,6165570749.0,9054.12
2018-02-20,64.68,1339.85,16.57,1000.0,1034.0,1.234,96.44,20.6,1.01,8.03,188.79,246.79,725.94,2716.26,0.2084,0.904,8006565807.0,9245.74
2018-02-21,64.81,1330.5,16.435,998.0,1028.0,1.2312,96.29,20.02,1.06,7.64,173.75,262.73,692.22,2701.33,-0.0921,0.7925,7625538875.0,8706.25
2018-02-22,66.12,1328.35,16.465,990.0,1033.0,1.2276,96.4,18.719999,1.06,7.22,158.46,229.42,659.51,2703.96,0.17,0.9775,6547829524.0,8117.65
2018-02-23,67.04,1327.95,16.61,990.0,1041.0,1.2299,96.62,16.49,1.03,7.88,170.27,232.42,702.99,2747.3,0.5768,0.8494999999999999,6279513211.0,8379.65
2018-02-24,67.34666666666666,1329.8,16.63,992.3333333333334,1048.0,1.2306,96.66666666666667,16.259999999999998,1.0233333333333334,7.44,170.36,222.72,683.73,2758.0666666666666,0.6475500000000001,0.889,5627535983.0,7982.65
2018-02-25,67.65333333333334,1331.65,16.650000000000002,994.6666666666666,1055.0,1.2313,96.71333333333334,16.03,1.0166666666666666,7.61,179.44,228.72,687.56,2768.8333333333335,0.37095,0.9315,4642430573.0,7865.82
2018-02-26,67.96,1333.5,16.67,997.0,1062.0,1.232,96.76,15.8,1.01,8.04,179.45,238.45,706.01,2779.6,0.1366,0.9615,5931220184.0,8419.31
2018-02-27,67.59,1325.75,16.61,994.0,1062.0,1.2301,96.47,18.59,1.02,8.72,177.16,247.46,718.36,2744.28,0.41055,0.8280000000000001,5657581288.0,8772.78
2018-02-28,66.08,1317.85,16.44,979.0,1041.0,1.2214,96.57,19.85,0.99,8.56,166.44,234.37,701.56,2713.83,0.2921,0.911,5673310937.0,8529.86
2018-03-01,64.23,1307.75,16.315,969.0,1011.0,1.2171,96.81,22.469999,0.96,8.56,170.93,255.92,710.78,2677.67,-0.0975999999999999,0.906,6002690520.0,8924.29
2018-03-02,64.26,1322.3,16.445,968.0,993.0,1.2312,96.79,19.59,0.98,8.3,172.57,279.88,695.67,2691.25,0.58375,0.873,6210243729.0,9000.89
2018-03-03,64.76666666666667,1321.6666666666667,16.46666666666667,964.3333333333334,989.6666666666666,1.2310333333333334,96.79,19.303333333333335,0.99,8.3,171.02,286.56,695.97,2701.1466666666665,-0.2966499999999999,0.8745,5431980385.0,9328.33
2018-03-04,65.27333333333334,1321.0333333333333,16.488333333333333,960.6666666666666,986.3333333333334,1.2308666666666666,96.79,19.016666666666666,1.0,8.4,173.58,299.56,703.64,2711.0433333333335,-0.25875,0.8385,4939636080.0,9346.92
2018-03-05,65.78,1320.4,16.51,957.0,983.0,1.2307,96.79,18.73,1.01,8.2,171.19,302.57,692.03,2720.94,0.02495,0.7244999999999999,5251717061.0,9381.73
2018-03-06,65.67,1331.4,16.62,966.0,996.0,1.2411,96.77,18.360001,1.01,7.56,158.36,279.02,658.04,2728.12,0.7934,0.7125,5538399792.0,8682.96
2018-03-07,65.09,1329.4,16.645,959.0,980.0,1.2417,96.71,17.76,1.03,7.28,149.74,273.26,606.58,2726.8,0.2699,0.8685,7086516324.0,8029.63
2018-03-08,63.87,1321.0,16.48,954.0,985.0,1.2421,96.77,16.540001,1.0,6.75,143.45,226.44,572.61,2738.97,0.0586999999999999,0.739,5790097481.0,7635.12
2018-03-09,65.19,1320.6,16.485,949.0,984.0,1.2291,96.61,14.64,1.03,6.76,152.11,234.12,592.37,2786.57,0.0317999999999999,0.835,7073702124.0,7588.42
2018-03-10,64.97,1320.1166666666666,16.474999999999998,952.0,984.6666666666666,1.2294666666666667,96.63,15.02,1.0233333333333334,6.23,144.44,208.89,558.22,2785.3866666666668,-0.6859999999999999,0.821,4377342440.0,7205.2
2018-03-11,64.75,1319.6333333333334,16.465,955.0,985.3333333333334,1.2298333333333333,96.65,15.4,1.0166666666666666,6.72,153.51,229.4,587.7,2784.2033333333334,0.64195,0.8145,5116920094.0,7782.44
2018-03-12,64.53,1319.15,16.455,958.0,986.0,1.2302,96.67,15.78,1.01,6.52,144.46,210.26,567.22,2783.02,-0.1523,0.8445,5246506181.0,7460.79
2018-03-13,64.2,1322.75,16.51,967.0,993.0,1.2378,96.73,16.35,1.0,8.16,141.84,200.17,557.43,2765.31,0.1102,0.8315,4855843605.0,7419.39
2018-03-14,63.61,1323.55,16.605,964.0,1007.0,1.2369,96.86,17.23,0.97,7.24,130.19,174.2,496.44,2749.48,-0.18015,0.8275,5195053672.0,6683.21
2018-03-15,63.67,1318.75,16.52,959.0,987.0,1.2341,96.81,16.59,0.97,7.39,133.66,173.34,496.75,2747.33,0.1909,0.959,5523217999.0,6745.38
2018-03-16,64.68,1310.1,16.475,950.0,987.0,1.2301,96.68,15.8,1.0,7.42,134.65,175.55,489.68,2752.01,-0.08235,0.786,4298212124.0,6786.32
2018-03-17,64.72666666666667,1310.8666666666666,16.41166666666667,952.0,991.0,1.2303666666666666,96.67666666666668,16.873333333333335,1.0,7.31,124.5,161.08,449.89,2738.98,-0.3954,0.7835000000000001,3602303156.0,6443.3
2018-03-18,64.77333333333333,1311.6333333333334,16.348333333333333,954.0,995.0,1.2306333333333335,96.67333333333333,17.946666666666665,1.0,7.29,125.47,170.71,438.64,2725.9500000000003,-0.2553,0.949,5403426399.0,6696.81
2018-03-19,64.82,1312.4,16.285,956.0,999.0,1.2309,96.67,19.02,1.0,7.29,130.63,175.72,451.3,2712.92,-0.0769499999999999,0.788,5479731283.0,6996.31
2018-03-20,66.0,1311.0,16.25,945.0,982.0,1.2276,96.55,18.200001,1.03,7.48,137.84,182.69,454.95,2716.94,0.2671,0.8155,5157093022.0,7278.08
2018-03-21,68.15,1321.35,16.245,947.0,988.0,1.2286,96.54,17.860001,1.03,8.09,136.94,177.1,455.03,2711.93,0.06355,0.8475,4934375648.0,7233.11
2018-03-22,68.98,1329.15,16.52,950.0,984.0,1.2316,96.82,23.34,0.97,8.17,132.82,172.61,437.96,2643.69,-0.0368999999999999,0.8420000000000001,4479862305.0,7083.07
2018-03-23,69.03,1346.6,16.53,954.0,986.0,1.2346,96.84,24.870001,0.98,9.5,135.89,173.2,436.9,2588.26,-0.21025,0.825,4831713213.0,7189.39
2018-03-24,68.95666666666666,1348.5333333333333,16.55666666666667,952.6666666666666,982.6666666666666,1.2367666666666666,96.83333333333333,23.590000999999997,0.9833333333333333,10.6,129.25,169.34,426.23,2611.69,0.36005,0.9145,4586349335.0,7018.15
2018-03-25,68.88333333333334,1350.4666666666667,16.583333333333332,951.3333333333334,979.3333333333334,1.2389333333333334,96.82666666666667,22.310001,0.9866666666666667,10.35,129.6,171.46,424.46,2635.1200000000003,0.00835,0.7545,3700008148.0,6878.06
2018-03-26,68.81,1352.4,16.61,950.0,976.0,1.2411,96.82,21.030001,0.99,9.68,119.8,158.3,393.35,2658.55,-0.318,0.8085,4793587979.0,6590.72
2018-03-27,68.63,1341.45,16.64,949.0,980.0,1.2376,97.01,22.5,0.95,9.28,109.44,151.47,362.79,2612.62,-0.0864,0.87,4317798844.0,6313.4
2018-03-28,68.13,1332.45,16.455,939.0,977.0,1.2398,96.94,22.870001,0.94,9.46,107.02,161.77,362.5,2605.0,0.24695,0.9095,3977826917.0,6461.28
2018-03-29,69.02,1323.85,16.28,936.0,970.0,1.2321,97.08,19.969999,0.9,8.29,93.22,143.77,313.74,2640.87,-0.56465,0.849,5167110571.0,5824.83
2018-03-30,69.02,1325.77,16.328,934.2,965.2,1.23184,97.095,21.795,0.0,8.4,96.26,139.89,320.3,2626.1225,-0.007,0.8454999999999999,5112591358.0,5592.5
2018-03-31,69.02,1327.69,16.376,932.4,960.4,1.23158,97.11,22.40333366666667,0.3,8.97,94.64,145.73,321.77,2611.375,-0.6294,0.7925,3695535882.0,5659.87
2018-04-01,69.02,1329.61,16.424,930.6,955.6,1.23132,97.125,23.01166733333333,0.6,8.99,93.59,142.55,308.32,2596.6275,-0.0102999999999999,0.7975,3678354108.0,5558.99
2018-04-02,69.02,1331.53,16.472,928.8,950.8,1.2310599999999998,97.14,23.620001,0.9,10.27,97.05,144.4,314.35,2581.88,-0.2698,0.9335,3519688109.0,5762.47
2018-04-03,69.02,1333.45,16.52,927.0,946.0,1.2308,97.04,21.1,0.92,10.88,109.53,154.38,339.57,2614.45,-0.0450499999999999,0.6970000000000001,4473847087.0,6073.23
2018-04-04,67.78,1337.3,16.46,919.0,923.0,1.2276,97.09,20.059999,0.93,9.92,96.38,138.45,309.74,2644.69,0.31845,0.93,4020526187.0,5578.58
2018-04-05,66.54,1327.7,16.305,911.0,912.0,1.226,96.84,18.940001,0.97,10.17,97.27,141.5,312.89,2662.84,-0.2222499999999999,0.8135,4590037493.0,5561.29
2018-04-06,66.51,1331.2,16.275,911.0,909.0,1.2234,97.07,21.49,0.92,9.98,92.14,131.91,301.51,2604.47,-0.0662,0.8109999999999999,3075449144.0,5403.73
2018-04-07,67.07000000000001,1331.45,16.296666666666667,915.0,916.0,1.2257333333333333,97.06333333333333,21.583333333333332,0.92,10.14,94.67,138.53,313.75,2607.3666666666663,0.4639,0.7705,3238018116.0,5627.47
2018-04-08,67.63,1331.7,16.31833333333333,919.0,923.0,1.2280666666666666,97.05666666666666,21.676666666666666,0.92,9.88,95.9,141.79,326.41,2610.2633333333333,0.36755,0.9405,2974106317.0,5724.14
2018-04-09,68.19,1331.95,16.34,923.0,930.0,1.2304,97.05,21.77,0.92,9.63,93.35,135.63,323.53,2613.16,0.29295,0.9195,3988638983.0,5496.61
2018-04-10,70.67,1338.95,16.49,929.0,950.0,1.2361,97.03,20.469999,0.92,9.74,92.44,133.95,335.12,2656.87,-0.3243,0.959,3468704400.0,5529.29
2018-04-11,72.74,1350.75,16.565,933.0,958.0,1.2384,97.15,20.24,0.88,9.89,95.63,136.75,348.05,2642.19,0.06095,0.8200000000000001,3755270441.0,5633.24
2018-04-12,71.44,1341.35,16.655,928.0,955.0,1.2323,97.04,18.49,0.9,10.51,104.9,155.68,399.82,2663.99,0.3844,0.798,7199878933.0,6398.94
2018-04-13,73.18,1343.7,16.505,929.0,986.0,1.2317,97.06,17.41,0.88,10.98,101.67,153.19,399.66,2656.3,-0.3777,0.7849999999999999,6297720847.0,6404.38
2018-04-14,72.80333333333334,1345.5833333333333,16.536666666666665,929.3333333333334,991.3333333333334,1.2334666666666667,97.05333333333334,17.126666333333333,0.8833333333333333,10.74,102.44,154.45,406.75,2663.48,-0.0877999999999999,0.881,4210747136.0,6477.61
2018-04-15,72.42666666666666,1347.4666666666667,16.568333333333335,929.6666666666666,996.6666666666666,1.2352333333333334,97.04666666666667,16.84333266666667,0.8866666666666667,10.59,107.08,162.7,431.19,2670.6600000000003,0.54825,0.851,4253775651.0,6754.61
2018-04-16,72.05,1349.35,16.6,930.0,1002.0,1.237,97.04,16.559999,0.89,9.86,103.64,156.75,412.78,2677.84,-0.0386,0.9155,4566790872.0,6507.85
2018-04-17,71.71,1342.1,16.625,925.0,1002.0,1.2357,97.15,15.25,0.85,9.51,107.45,158.23,406.51,2706.39,0.01495,0.7775,5572865923.0,6387.59
2018-04-18,73.73,1351.45,16.945,946.0,1034.0,1.2388,96.98,15.6,0.89,9.92,113.11,184.49,424.0,2708.64,0.44115,0.736,5278400905.0,6595.64
2018-04-19,74.85,1348.6,17.195,943.0,1036.0,1.2382,96.88,15.96,0.92,10.01,118.55,193.34,460.16,2693.13,0.5536,0.8200000000000001,5706722133.0,6720.94
