Date,Oil,Gold $,Silver $,Platinum $,Palladium $,Euro_USD,TIPS,VIX,Inflation_index,BNB,LTC,XMR,ETH,SP500,Polarity_avg,Subjectivity_avg,BTC Volume,BTC
2015-07-15,57.34,1147.4,15.31,1019.0,652.0,1.1009,0.0,13.23,1.15,0.0,3.85,0.5,0.0,2107.4,0.27115,0.858,24978735.0,261.37
2015-07-16,57.31,1144.4,14.93,1005.0,632.0,1.0867,0.0,12.11,1.13,0.0,3.39,0.49,0.0,2124.29,0.1822,0.8300000000000001,45247440.0,255.57
2015-07-17,56.38,1132.8,15.01,998.0,621.0,1.0889,0.0,11.95,1.12,0.0,3.5,0.49,0.0,2126.64,0.5466500000000001,0.733,25357412.0,258.13
2015-07-18,56.39333333333334,1123.3999999999999,14.953333333333333,992.3333333333334,617.0,1.0876666666666666,0.0,12.049999999999999,1.1266666666666667,0.0,3.7,0.48,0.0,2127.1866666666665,-0.4653,0.8400000000000001,23263231.0,253.9
2015-07-19,56.406666666666666,1114.0,14.896666666666667,986.6666666666666,613.0,1.0864333333333334,0.0,12.15,1.1333333333333333,0.0,3.48,0.5,0.0,2127.7333333333336,-0.273,0.7555000000000001,14161356.0,252.67
2015-07-20,56.42,1104.6,14.84,981.0,609.0,1.0852,0.0,12.25,1.14,0.0,3.64,0.51,0.0,2128.28,0.0,1.0,20972758.0,257.58
2015-07-21,55.94,1105.6,14.75,982.0,616.0,1.0867,0.0,12.22,1.12,0.0,3.44,0.54,0.0,2119.21,-0.6597,0.769,21171360.0,252.25
2015-07-22,56.36,1088.6,14.78,964.0,615.0,1.0902,0.0,12.12,1.1,0.0,3.5,0.53,0.0,2114.15,-0.6249,0.8565,17731870.0,253.8
2015-07-23,55.76,1097.4,14.88,987.0,631.0,1.0999,0.0,12.64,1.06,0.0,3.45,0.52,0.0,2102.15,0.743,0.761,16965394.0,251.3
2015-07-24,54.29,1080.8,14.49,979.0,616.0,1.0939,0.0,13.74,1.07,0.0,4.19,0.52,0.0,2079.65,0.4588,0.5715,33863814.0,262.36
2015-07-25,54.21666666666667,1087.2,14.556666666666667,978.0,618.3333333333334,1.0978666666666668,0.0,14.36,1.0633333333333335,0.0,4.22,0.52,0.0,2075.6466666666665,0.5362,0.835,18804332.0,262.74
2015-07-26,54.14333333333333,1093.6,14.623333333333333,977.0,620.6666666666666,1.1018333333333332,0.0,14.98,1.0566666666666666,0.0,4.25,0.53,0.0,2071.6433333333334,0.79935,0.623,14590735.0,266.76
2015-07-27,54.07,1100.0,14.69,976.0,623.0,1.1058,0.0,15.6,1.05,0.0,4.21,0.54,0.0,2067.64,-0.05135,0.9515,27881881.0,264.81
2015-07-28,54.3,1096.2,14.54,979.5,617.0,1.1025,0.0,13.44,1.07,0.0,4.57,0.56,0.0,2093.25,0.0,1.0,22955988.0,266.11
2015-07-29,54.73,1090.25,14.61,983.0,624.0,1.103,0.0,12.5,1.08,0.0,4.37,0.54,0.0,2108.57,0.7351,0.742,22299892.0,263.74
2015-07-30,54.29,1087.5,14.64,984.0,621.0,1.0955,0.0,12.13,1.06,0.0,4.19,0.53,0.0,2108.63,0.0,1.0,19704736.0,263.02
2015-07-31,53.29,1098.4,14.56,979.0,610.0,1.0967,0.0,12.12,1.04,0.0,4.22,0.52,0.0,2103.84,0.8074,0.819,21600786.0,259.1
2015-08-01,52.02333333333333,1096.2333333333333,14.616666666666667,976.3333333333334,614.0,1.0961666666666667,0.0,12.266666666666666,1.0333333333333334,0.0,3.78,0.54,0.0,2101.9066666666668,0.29295,0.848,17290188.0,256.33
2015-08-02,50.75666666666667,1094.0666666666668,14.673333333333334,973.6666666666666,618.0,1.0956333333333332,0.0,12.413333333333334,1.0266666666666666,0.0,3.81,0.57,0.0,2099.9733333333334,-0.5106,0.904,16131622.0,257.74
2015-08-03,49.49,1091.9,14.73,971.0,622.0,1.0951,0.0,12.56,1.02,0.0,3.8,0.54,0.0,2098.04,-0.1806,0.9445,19584223.0,256.83
2015-08-04,49.08,1090.65,14.54,955.0,598.0,1.0973,0.0,13.0,1.06,0.0,4.02,0.57,0.0,2093.32,0.2934,0.8605,20007945.0,262.1
2015-08-05,49.04,1085.1,14.52,951.0,597.0,1.0883,0.0,12.51,1.11,0.0,3.99,0.57,0.0,2099.84,0.5267,0.8594999999999999,18496600.0,258.54
2015-08-06,47.8,1089.75,14.59,948.0,599.0,1.0885,0.0,13.77,1.08,0.0,3.72,0.67,0.0,2083.56,-0.2787,0.903,17235715.0,255.08
2015-08-07,47.54,1093.5,14.75,946.0,602.0,1.0941,0.0,13.39,1.02,0.0,3.84,0.68,2.53,2077.57,0.4088,0.839,38901932.0,254.84
2015-08-08,47.79333333333333,1094.6666666666667,14.793333333333333,954.3333333333334,601.3333333333334,1.0947333333333333,0.0,13.003333333333334,1.0366666666666666,0.0,3.51,0.62,0.69,2086.44,-0.4336,0.9115,53352475.0,237.9
2015-08-09,48.04666666666667,1095.8333333333333,14.836666666666668,962.6666666666666,600.6666666666666,1.0953666666666668,0.0,12.616666666666667,1.0533333333333335,0.0,3.56,0.62,0.64,2095.31,-0.2168,0.959,21684076.0,241.95
2015-08-10,48.3,1097.0,14.88,971.0,600.0,1.096,0.0,12.23,1.07,0.0,3.59,0.6,0.64,2104.18,-0.0516,0.9315,19148777.0,240.14
2015-08-11,47.33,1108.25,15.31,983.0,613.0,1.1055,0.0,13.71,1.01,0.0,3.77,0.55,0.97,2084.07,-0.5574,0.763,23094434.0,244.89
2015-08-12,48.29,1119.0,15.36,990.0,615.0,1.1155,0.0,13.61,1.06,0.0,3.57,0.56,1.09,2086.05,0.0386,0.912,24287112.0,238.82
2015-08-13,48.01,1116.75,15.33,988.0,619.0,1.1109,0.0,13.49,1.07,0.0,3.48,0.52,1.64,2083.39,0.4393,0.761,24821140.0,236.69
2015-08-14,47.79,1118.25,15.55,997.0,623.0,1.1171,0.0,12.83,1.05,0.0,3.62,0.55,1.65,2091.54,0.51705,0.7685,24281796.0,239.2
2015-08-15,47.78333333333333,1118.4333333333334,15.443333333333333,994.6666666666666,619.6666666666666,1.1147333333333334,0.0,12.893333333333333,1.05,0.0,3.53,0.55,1.52,2095.173333333333,-0.17,0.909,17395426.0,235.48
2015-08-16,47.77666666666667,1118.6166666666666,15.336666666666668,992.3333333333334,616.3333333333334,1.1123666666666667,0.0,12.956666666666667,1.05,0.0,3.56,0.56,1.41,2098.806666666667,0.0,1.0,26755199.0,233.04
2015-08-17,47.77,1118.8,15.23,990.0,613.0,1.11,0.0,13.02,1.05,0.0,3.6,0.55,1.09,2102.44,-0.5492999999999999,0.703,19487875.0,232.98
2015-08-18,47.0,1111.45,15.23,989.0,598.0,1.106,0.0,13.79,1.1,0.0,3.15,0.45,0.99,2096.92,0.30235,0.7835000000000001,38063036.0,191.4
2015-08-19,45.75,1126.15,14.84,993.0,602.0,1.1041,0.0,15.25,1.06,0.0,3.13,0.48,1.13,2079.61,-0.2263,0.913,55195140.0,203.93
2015-08-20,45.63,1147.7,15.5,1017.0,617.0,1.1183,0.0,19.139999,1.02,0.0,3.21,0.53,1.3,2035.73,0.2198,0.725,29034725.0,209.52
2015-08-21,43.84,1156.5,15.46,1028.0,610.0,1.1281,0.0,28.030001,1.04,0.0,3.13,0.5,1.22,1970.89,-0.2997,0.9185,20630108.0,204.15
2015-08-22,43.09,1159.8333333333333,15.286666666666667,1014.0,599.0,1.1353,0.0,32.266667999999996,1.05,0.0,3.08,0.49,1.21,1944.9966666666667,0.4767,0.8425,20370348.0,202.24
2015-08-23,42.34,1163.1666666666667,15.113333333333333,1000.0,588.0,1.1425,0.0,36.503335,1.06,0.0,2.98,0.48,1.19,1919.1033333333335,0.4588,0.8,16157479.0,200.57
2015-08-24,41.59,1166.5,14.94,986.0,577.0,1.1497,0.0,40.740002,1.07,0.0,2.59,0.38,1.06,1893.21,0.33115,0.4065,52057577.0,181.77
2015-08-25,41.86,1137.5,14.87,994.0,558.0,1.1506,0.0,36.02,1.14,0.0,2.54,0.42,0.99,1867.61,-0.3612,0.871,52754059.0,191.84
2015-08-26,41.76,1120.75,14.41,973.0,524.0,1.1402,0.0,30.32,1.22,0.0,2.6,0.44,1.02,1940.51,-0.3182,0.8775,27534626.0,199.22
2015-08-27,44.46,1119.0,14.27,990.0,548.0,1.1284,0.0,26.1,1.15,0.0,2.55,0.41,1.02,1987.66,0.3404,0.8905000000000001,19323747.0,199.97
2015-08-28,47.97,1135.0,14.44,1003.0,573.0,1.1268,0.0,26.049999,1.12,0.0,2.6,0.43,1.07,1988.87,0.34,0.863,27879537.0,207.01
2015-08-29,48.108333333333334,1136.825,14.5,1003.5,579.25,1.1250333333333333,0.0,26.843332666666665,1.1300000000000001,0.0,2.57,0.43,1.06,1983.3066666666666,0.0,1.0,15335928.0,205.56
2015-08-30,48.24666666666666,1138.65,14.559999999999999,1004.0,585.5,1.1232666666666666,0.0,27.636666333333334,1.14,0.0,2.54,0.41,1.18,1977.7433333333333,0.0,1.0,17366792.0,204.05
2015-08-31,48.385,1140.475,14.62,1004.5,591.75,1.1215,0.0,28.43,1.15,0.0,2.53,0.42,1.21,1972.18,0.2732,0.8440000000000001,18473553.0,204.97
2015-09-01,48.8,1142.3,14.68,1005.0,598.0,1.1236,0.0,31.4,1.17,0.0,2.5,0.41,1.2,1913.85,-0.0516,0.688,18331433.0,201.97
2015-09-02,47.67,1137.75,14.56,1007.0,584.0,1.1255,0.0,26.09,1.22,0.0,2.49,0.42,1.15,1948.86,0.4019,0.812,16609473.0,204.52
2015-09-03,50.41,1128.0,14.71,1002.0,585.0,1.1229,0.0,25.610001,1.22,0.0,2.37,0.41,1.14,1951.13,0.0,1.0,15593613.0,204.26
2015-09-04,48.59,1118.25,14.69,991.0,575.0,1.1138,0.0,27.799999,1.18,0.0,2.42,0.42,1.14,1921.22,0.25985,0.8620000000000001,18847689.0,206.49
2015-09-05,47.86666666666667,1118.6666666666667,14.639999999999999,989.3333333333334,577.3333333333334,1.1140666666666665,0.0,27.31666583333333,0.7866666666666666,0.0,2.62,0.43,1.2,1933.2675,0.6044,0.752,18534385.0,210.72
2015-09-06,47.14333333333334,1119.0833333333333,14.59,987.6666666666666,579.6666666666666,1.1143333333333334,0.0,26.833332666666667,0.3933333333333333,0.0,2.73,0.45,1.16,1945.315,0.1909,0.9215,22840222.0,215.08
2015-09-07,46.42,1119.5,14.54,986.0,582.0,1.1146,0.0,26.3499995,0.0,0.0,2.73,0.45,1.12,1957.3625000000002,0.25465,0.91,19004753.0,214.96
2015-09-08,48.88,1121.15,14.63,998.0,595.0,1.1162,0.0,24.9,1.25,0.0,2.72,0.46,1.11,1969.41,0.8236,0.5175,24089622.0,217.41
2015-09-09,48.04,1109.85,14.77,992.0,581.0,1.1139,0.0,26.23,1.21,0.0,2.61,0.45,1.08,1942.04,0.6911,0.732,21093887.0,212.35
2015-09-10,47.77,1109.5,14.72,987.0,591.0,1.1185,0.0,24.370001,1.21,0.0,2.61,0.44,1.03,1952.29,0.4767,0.8465,18915389.0,211.38
2015-09-11,46.87,1100.25,14.58,971.0,587.0,1.1268,0.0,23.200001,1.18,0.0,2.61,0.44,0.87,1961.05,0.0,1.0,17040152.0,211.81
2015-09-12,46.53666666666666,1101.7666666666667,14.53,964.6666666666666,587.6666666666666,1.1280333333333334,0.0,23.550000666666666,1.1833333333333333,0.0,2.49,0.41,0.92,1958.3766666666666,0.4019,0.8425,15845625.0,207.51
2015-09-13,46.20333333333333,1103.2833333333333,14.48,958.3333333333334,588.3333333333334,1.1292666666666666,0.0,23.900000333333335,1.1866666666666665,0.0,2.48,0.41,0.83,1955.7033333333334,0.3818,0.879,16300988.0,203.26
2015-09-14,45.87,1104.8,14.43,952.0,589.0,1.1305,0.0,24.25,1.19,0.0,2.52,0.43,0.77,1953.03,0.20095,0.919,18514946.0,203.98
2015-09-15,45.91,1105.95,14.35,959.0,596.0,1.132,0.0,22.540001,1.29,0.0,2.51,0.45,0.84,1978.09,0.5326500000000001,0.84,16960998.0,204.39
2015-09-16,49.35,1117.6,14.51,964.0,598.0,1.1228,0.0,21.35,1.32,0.0,2.48,0.45,0.8,1995.31,0.3071,0.8495,17877352.0,202.95
2015-09-17,48.27,1117.5,14.76,960.0,602.0,1.1312,0.0,21.139999,1.26,0.0,2.55,0.43,0.77,1990.2,0.50855,0.72875,16774805.0,201.57
2015-09-18,47.28,1141.5,15.26,988.0,611.0,1.1419,0.0,22.280001,1.19,0.0,2.61,0.44,0.75,1958.03,0.71,0.608,17754758.0,206.01
2015-09-19,47.4,1138.75,15.233333333333333,982.6666666666666,608.0,1.1362666666666665,0.0,21.566667,1.2266666666666666,0.0,2.54,0.44,0.78,1961.01,0.52535,0.7184999999999999,11241135.0,204.7
2015-09-20,47.52,1136.0,15.206666666666667,977.3333333333334,605.0,1.1306333333333334,0.0,20.853333,1.2633333333333334,0.0,2.52,0.43,0.83,1963.99,0.4868,0.836,12772747.0,204.83
2015-09-21,47.64,1133.25,15.18,972.0,602.0,1.125,0.0,20.139999,1.3,0.0,2.5,0.43,0.82,1966.97,0.6249,0.63,17433381.0,202.99
2015-09-22,46.69,1122.9,14.94,946.0,595.0,1.1155,0.0,22.440001,1.26,0.0,2.56,0.42,0.81,1942.74,-0.64285,0.7284999999999999,22355681.0,207.43
2015-09-23,48.0,1131.35,14.8,937.0,632.0,1.115,0.0,22.129999,1.26,0.0,2.56,0.42,0.8,1938.76,0.1531,0.847,15519068.0,205.89
2015-09-24,47.06,1154.5,14.79,935.0,650.0,1.1241,0.0,23.469999,1.24,0.0,2.62,0.42,0.73,1932.24,0.7220500000000001,0.7865,22438802.0,209.79
2015-09-25,47.28,1146.65,14.99,945.0,672.0,1.1151,0.0,23.620001,1.32,0.0,2.59,0.4,0.66,1931.34,-0.31845,0.897,20005009.0,210.18
2015-09-26,47.355000000000004,1141.45,14.893333333333333,937.3333333333334,665.0,1.1157333333333332,0.0,24.956667,1.3066666666666666,0.0,2.58,0.4,0.7,1914.8166666666666,0.0814,0.7555000000000001,12266804.0,209.46
2015-09-27,47.43,1136.25,14.796666666666667,929.6666666666666,658.0,1.1163666666666667,0.0,26.293333,1.2933333333333334,0.0,2.56,0.39,0.64,1898.2933333333333,-0.2996999999999999,0.7885,12674205.0,207.87
2015-09-28,47.504999999999995,1131.05,14.7,922.0,651.0,1.117,0.0,27.629999,1.28,0.0,2.74,0.4,0.52,1881.77,0.4266999999999999,0.869,22071090.0,213.01
2015-09-29,47.58,1132.1,14.56,911.0,650.0,1.1204,0.0,26.83,1.27,0.0,2.64,0.39,0.59,1884.09,0.13815,0.716,20211365.0,210.37
2015-09-30,47.29,1114.0,14.65,908.0,661.0,1.1203,0.0,24.5,1.29,0.0,2.69,0.36,0.66,1920.03,0.6287,0.7384999999999999,17548218.0,211.35
2015-10-01,47.48,1119.0,14.55,910.0,659.0,1.1153,0.0,22.549999,1.23,0.0,2.68,0.36,0.62,1923.82,0.28335,0.9125,18344346.0,212.29
2015-10-02,46.55,1140.75,14.43,912.0,694.0,1.116,0.0,20.940001,1.18,0.0,2.67,0.37,0.61,1951.36,0.66745,0.7985,17585255.0,211.72
2015-10-03,47.516666666666666,1140.4166666666667,14.703333333333333,913.0,698.0,1.1185333333333334,0.0,20.473334333333334,1.1966666666666665,0.0,2.7,0.37,0.61,1963.2566666666667,0.4063,0.889,14706192.0,213.0
2015-10-04,48.483333333333334,1140.0833333333333,14.976666666666667,914.0,702.0,1.1210666666666667,0.0,20.006667666666665,1.2133333333333334,0.0,2.69,0.36,0.6,1975.1533333333332,0.67325,0.7495,11597966.0,212.39
2015-10-05,49.45,1139.75,15.25,915.0,706.0,1.1236,0.0,19.540001,1.23,0.0,2.69,0.37,0.56,1987.05,0.2423,0.821,20802193.0,214.72
2015-10-06,51.34,1147.5,15.67,931.0,701.0,1.1224,0.0,19.4,1.2,0.0,2.79,0.37,0.58,1979.92,0.3583,0.7384999999999999,24595891.0,218.39
2015-10-07,51.66,1144.6,15.82,945.0,696.0,1.1266,0.0,18.4,1.19,0.0,2.72,0.35,0.54,1995.83,-0.15015,0.7915,20412887.0,216.24
2015-10-08,52.13,1140.0,15.61,934.0,694.0,1.1254,0.0,17.42,1.23,0.0,2.72,0.34,0.55,2013.43,0.4019,0.857,16478551.0,214.75
2015-10-09,52.08,1151.55,15.99,978.0,723.0,1.1362,0.0,17.08,1.24,0.0,2.74,0.35,0.57,2014.89,0.611,0.796,15379864.0,214.78
2015-10-10,51.70333333333333,1156.0,15.98,983.0,719.0,1.1365666666666667,0.0,16.776666666666667,0.8266666666666667,0.0,2.73,0.34,0.55,2015.7466666666667,0.1077499999999999,0.892,14011359.0,215.67
2015-10-11,51.32666666666667,1160.45,15.97,988.0,715.0,1.1369333333333334,0.0,16.473333333333333,0.41333333333333333,0.0,2.77,0.34,0.56,2016.6033333333335,0.0,1.0,14816677.0,217.36
2015-10-12,50.95,1164.9,15.96,993.0,711.0,1.1373,0.0,16.17,0.0,0.0,2.76,0.35,0.55,2017.46,0.0,1.0,15298522.0,216.11
2015-10-13,48.94,1165.2,15.61,983.0,687.0,1.1374,0.0,17.67,1.22,0.0,2.79,0.34,0.53,2003.69,0.1115,0.839,24842305.0,219.19
2015-10-14,48.25,1173.9,15.84,990.0,688.0,1.141,0.0,18.030001,1.19,0.0,2.74,0.34,0.46,1994.24,0.2202,0.9545,24125977.0,219.66
2015-10-15,47.87,1184.25,16.18,988.0,708.0,1.1439,0.0,16.049999,1.22,0.0,2.73,0.34,0.49,2023.86,0.20095,0.96,21987012.0,223.77
2015-10-16,48.96,1180.85,16.04,1007.0,703.0,1.136,0.0,15.05,1.24,0.0,2.74,0.36,0.47,2033.11,0.75895,0.727,31589529.0,231.7
2015-10-17,48.47666666666667,1179.0333333333333,15.979999999999999,1009.3333333333334,699.6666666666666,1.1351,0.0,15.026666666666667,1.25,0.0,2.71,0.38,0.48,2033.2933333333333,0.73495,0.776,38078096.0,238.55
2015-10-18,47.99333333333333,1177.2166666666667,15.92,1011.6666666666666,696.3333333333334,1.1341999999999999,0.0,15.003333333333334,1.26,0.0,2.66,0.36,0.46,2033.4766666666667,0.36345,0.882,19774614.0,230.38
2015-10-19,47.51,1175.4,15.86,1014.0,693.0,1.1333,0.0,14.98,1.27,0.0,2.69,0.36,0.43,2033.66,0.0,1.0,22240733.0,232.59
2015-10-20,46.93,1177.75,15.86,1013.0,691.0,1.1373,0.0,15.75,1.26,0.0,2.72,0.35,0.38,2030.77,0.3825,0.866,27273353.0,237.37
2015-10-21,46.72,1167.1,15.75,1007.0,680.0,1.1354,0.0,16.700001,1.24,0.0,2.71,0.35,0.39,2018.94,0.31245,0.8305,22583950.0,234.72
2015-10-22,46.59,1167.0,15.77,1000.0,672.0,1.1313,0.0,14.45,1.21,0.0,2.81,0.36,0.51,2052.51,-0.0516,0.804,33329161.0,247.31
2015-10-23,46.3,1161.25,15.98,1006.0,699.0,1.1084,0.0,14.46,1.19,0.0,2.82,0.36,0.49,2075.15,0.3612,0.884,26572653.0,250.97
2015-10-24,46.39,1162.9666666666667,16.02,1001.6666666666666,694.3333333333334,1.1059666666666668,0.0,14.736666666666666,1.19,0.0,2.81,0.36,0.51,2073.826666666667,0.0,1.0,23547608.0,255.65
2015-10-25,46.48,1164.6833333333334,16.060000000000002,997.3333333333334,689.6666666666666,1.1035333333333333,0.0,15.013333333333334,1.19,0.0,2.78,0.37,0.56,2072.503333333333,0.6486,0.819,41496868.0,257.49
2015-10-26,46.57,1166.4,16.1,993.0,685.0,1.1011,0.0,15.29,1.19,0.0,2.81,0.35,0.66,2071.18,0.1591,0.9595,29144776.0,258.03
2015-10-27,45.54,1165.7,15.8,989.0,682.0,1.1061,0.0,15.43,1.18,0.0,2.81,0.37,0.79,2065.89,-0.2621,0.849,41902686.0,266.33
2015-10-28,47.6,1179.6,16.03,1005.0,691.0,1.1085,0.0,14.33,1.2,0.0,2.84,0.41,0.92,2090.35,0.8891,0.63,46059378.0,278.9
2015-10-29,48.04,1148.6,15.82,993.0,673.0,1.093,0.0,14.61,1.24,0.0,3.44,0.41,1.1,2089.41,0.0376499999999999,0.751,59051364.0,285.66
2015-10-30,48.0,1142.35,15.63,988.0,677.0,1.1017,0.0,15.07,1.19,0.0,3.69,0.41,0.95,2079.36,0.58145,0.6815,71270593.0,298.03
2015-10-31,47.97,1139.5666666666666,15.553333333333335,983.0,669.6666666666666,1.1021999999999998,0.0,14.763333333333334,1.1933333333333334,0.0,3.46,0.37,0.83,2087.59,-0.23195,0.6995,44156006.0,285.45
2015-11-01,47.94,1136.7833333333333,15.476666666666667,978.0,662.3333333333334,1.1027,0.0,14.456666666666667,1.1966666666666665,0.0,3.59,0.38,0.96,2095.82,0.40835,0.7424999999999999,33619026.0,295.26
2015-11-02,47.91,1134.0,15.4,973.0,655.0,1.1032,0.0,14.15,1.2,0.0,3.78,0.4,0.9,2104.05,-0.21075,0.8305,92467792.0,327.97
2015-11-03,48.0,1123.1,15.38,960.0,644.0,1.0976,0.0,14.54,1.24,0.0,4.19,0.4,0.92,2109.79,0.0516,0.9575,187198765.0,368.08
2015-11-04,46.96,1114.7,15.26,971.0,648.0,1.0935,0.0,15.51,1.24,0.0,3.89,0.47,0.83,2102.31,0.6249,0.831,240784672.0,378.94
2015-11-05,47.19,1106.3,15.02,954.0,612.0,1.0883,0.0,15.05,1.27,0.0,3.64,0.4,0.82,2099.93,0.0,1.0,139789146.0,355.07
2015-11-06,46.09,1088.9,15.08,939.0,606.0,1.0864,0.0,14.33,1.31,0.0,3.3,0.41,0.86,2099.2,0.0,1.0,112753423.0,348.6
2015-11-07,45.85333333333334,1089.1333333333334,14.98,932.0,605.0,1.0834666666666666,0.0,15.06,1.3133333333333335,0.0,3.35,0.42,0.86,2092.3266666666664,-0.4404,0.8634999999999999,52713740.0,359.79
2015-11-08,45.61666666666667,1089.3666666666666,14.879999999999999,925.0,604.0,1.0805333333333333,0.0,15.79,1.3166666666666667,0.0,3.19,0.46,0.96,2085.4533333333334,0.5749500000000001,0.7030000000000001,48238317.0,348.03
2015-11-09,45.38,1089.6,14.78,918.0,603.0,1.0776,0.0,16.52,1.32,0.0,3.16,0.44,0.93,2078.58,0.4593,0.8694999999999999,63594705.0,353.43
2015-11-10,46.44,1087.1,14.55,903.0,601.0,1.0711,0.0,15.29,1.32,0.0,2.9,0.43,0.87,2081.72,0.6268,0.8485,89039784.0,313.79
2015-11-11,44.98,1085.9,14.44,889.0,588.0,1.0716,0.0,16.059999,0.0,0.0,2.76,0.42,0.74,2075.0,-0.4023,0.891,99748463.0,289.08
2015-11-12,44.98,1087.4,14.39,879.0,567.0,1.0726,0.0,18.370001,1.32,0.0,3.03,0.41,0.83,2045.97,0.6605,0.7955000000000001,72927981.0,312.96
2015-11-13,41.98,1081.5,14.39,866.0,542.0,1.0764,0.0,20.08,1.31,0.0,3.0,0.42,0.84,2023.04,0.48175,0.905,48128644.0,312.68
2015-11-14,41.413333333333334,1082.5833333333333,14.38,864.6666666666666,542.3333333333334,1.0750333333333333,0.0,19.439999999999998,1.3166666666666667,0.0,2.97,0.39,0.83,2033.09,0.31845,0.9365,35851439.0,309.1
2015-11-15,40.846666666666664,1083.6666666666667,14.37,863.3333333333334,542.6666666666666,1.0736666666666668,0.0,18.8,1.3233333333333335,0.0,2.87,0.4,0.85,2043.14,0.6369,0.879,41052089.0,299.28
2015-11-16,40.28,1084.75,14.36,862.0,543.0,1.0723,0.0,18.16,1.33,0.0,2.99,0.41,0.87,2053.19,0.0,1.0,44849598.0,309.55
2015-11-17,41.28,1079.2,14.25,861.0,547.0,1.067,0.0,18.84,1.28,0.0,3.01,0.4,0.95,2050.44,0.0665,0.8015,47731961.0,314.94
2015-11-18,41.45,1067.75,14.17,844.0,544.0,1.0666,0.0,16.85,1.27,0.0,2.99,0.39,0.93,2083.58,0.26505,0.7915000000000001,41150188.0,313.55
2015-11-19,42.22,1082.6,14.21,848.0,533.0,1.0687,0.0,16.99,1.23,0.0,2.92,0.38,0.89,2081.24,0.2855499999999999,0.6805000000000001,42180770.0,304.13
2015-11-20,42.49,1081.75,14.29,858.0,551.0,1.0688,0.0,15.47,1.21,0.0,2.93,0.37,0.87,2089.17,0.25605,0.7825,49564435.0,302.54
2015-11-21,42.89333333333334,1078.0,14.186666666666666,854.3333333333334,550.0,1.0669,0.0,15.52,1.2066666666666666,0.0,2.96,0.37,0.92,2088.31,-0.8833500000000001,0.663,26494269.0,307.15
2015-11-22,43.29666666666667,1074.25,14.083333333333334,850.6666666666666,549.0,1.065,0.0,15.57,1.2033333333333334,0.0,2.95,0.37,0.91,2087.4500000000003,0.0386,0.9805,22021233.0,305.16
2015-11-23,43.7,1070.5,13.98,847.0,548.0,1.0631,0.0,15.62,1.2,0.0,2.94,0.37,0.89,2086.59,0.4762,0.865,25838176.0,303.76
